"title","mgg.type","type","star.type","city","state","description","publication","country","geocode.value","lon","lat","year"
"Up the Street","Restaurant",NA,NA,"Ft. Wayne","IN","(Disco)(Showbar)","Bob Damron's Address Book","United States","Ft. Wayne, IN, United States",-85.1393513,41.079273,1983
"Upper Darby","Cruising Areas",NA,NA,"Philadelphia","PA","69th St. area 'hustlers'","Bob Damron's Address Book","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,1983
"Uppercrust","Restaurant",NA,NA,"Atlanta","GA","(At Sports Page)","Bob Damron's Address Book","United States","Atlanta, GA, United States",-84.3876845,33.748752,1981
"Upstage 54","Bars/Clubs",NA,NA,"Knoxville","TN","(Disco)(S-E)(2 Floors)","Bob Damron's Address Book","United States","Knoxville, TN, United States",-83.9207392,35.9606384,1983
"Upstairs at Crackers","Restaurant",NA,NA,"Dallas","TX","","Bob Damron's Address Book","United States","Dallas, TX, United States",-96.7969879,32.7766642,1981
"Upstairs Lounge","Bars/Clubs",NA,NA,"Richmond","VA","(Disco) (Open Thur - Fri -Sat only)","Bob Damron's Address Book","United States","Richmond, VA, United States",-77.4360481,37.5407246,1983
"Uptown Book Store","Book Store",NA,NA,"Youngstown","OH","","Bob Damron's Address Book","United States","Youngstown, OH, United States",-80.6495194,41.0997803,1981
"Uptown Book Store","Book Store",NA,NA,"Youngstown","OH","","Bob Damron's Address Book","United States","Youngstown, OH, United States",-80.6495194,41.0997803,1983
"Uptown Book Stores","Book Store",NA,NA,"Detroit","MI","","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1981
"Uptown Book Stores","Book Store",NA,NA,"Detroit","MI","","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1981
"Uptown Book Stores","Book Store",NA,NA,"Detroit","MI","","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1983
"Uptown Book Stores","Book Store",NA,NA,"Detroit","MI","","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1983
"Uptown Connection","Bars/Clubs",NA,NA,"Indianapolis","IN","(Looks promising)","Bob Damron's Address Book","United States","Indianapolis, IN, United States",-86.158018,39.76909,1983
"Uptown Lounge","Bars/Clubs",NA,NA,"Salt Lake City","UT","(Guys unwelcome -undesirable gals)","Bob Damron's Address Book","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,1981
"Uptown Strutters Ball","Business",NA,NA,"Provincetown","MA","(Clothing store)","Bob Damron's Address Book","United States","Provincetown, MA, United States",-70.1846012,42.0547136,1981
"Uptown Strutters Ball","Business",NA,NA,"Provincetown","MA","(Clothing store)","Bob Damron's Address Book","United States","Provincetown, MA, United States",-70.1846012,42.0547136,1983
"Urghyli Lounge","Bars/Clubs",NA,NA,"Lebanon","NH","","Bob Damron's Address Book","United States","Lebanon, NH, United States",-72.2517569,43.6422934,1983
"Ursuline Guest House","Hotel",NA,NA,"New Orleans","LA","(Friendly H)","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1981
"Ursuline Guest House","Hotel",NA,NA,"New Orleans","LA","","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1983
"UTEP -Campus Library","Cruising Areas",NA,NA,"El Paso","TX","T-Room","Bob Damron's Address Book","United States","El Paso, TX, United States",-106.4850217,31.7618778,1983
"Utopian Club","Bars/Clubs",NA,NA,"Terre Haute","IN","(Some L, B)","Bob Damron's Address Book","United States","Terre Haute, IN, United States",-87.4139092,39.4667034,1981
"Utopian Club","Bars/Clubs",NA,NA,"Terre Haute","IN","(Some L, B)","Bob Damron's Address Book","United States","Terre Haute, IN, United States",-87.4139092,39.4667034,1983
"V.D. Clinic","Health Clinic",NA,NA,"Ft. Worth","TX","","Bob Damron's Address Book","United States","Ft. Worth, TX, United States",-97.3307658,32.7554883,1983
"V.I.P. Lounge","Bars/Clubs",NA,NA,"Charlotte","NC","(Men only)(Open daily - adjoins Scorpio)(Looks promising)","Bob Damron's Address Book","United States","Charlotte, NC, United States",-80.8431267,35.2270869,1983
"Valentino's","Bars/Clubs,Cruising Areas",NA,NA,"Lubbock","TX","(Very M)(Disco)(Cruisy cocktail hour)","Bob Damron's Address Book","United States","Lubbock, TX, United States",-101.8552934,33.5778239,1981
"Valerie's","Restaurant",NA,NA,"Ogunquit","ME","(Piano bar only) At the Crossroads","Bob Damron's Address Book","United States","Ogunquit, ME, United States",-70.5986223,43.2468352,1981
"Valley Bus Station","Cruising Areas",NA,NA,"McAllen","TX","T-Rooms (Latins)","Bob Damron's Address Book","United States","McAllen, TX, United States",-98.2300124,26.2034071,1981
"Valley Bus Station","Cruising Areas",NA,NA,"McAllen","TX","T-Rooms (Latins)","Bob Damron's Address Book","United States","McAllen, TX, United States",-98.2300124,26.2034071,1983
"Van's Love Boutique","Business",NA,NA,"Charlotte","NC","","Bob Damron's Address Book","United States","Charlotte, NC, United States",-80.8431267,35.2270869,1981
"Van's Love Boutique","Erotic Shop",NA,NA,"Charlotte","NC","","Bob Damron's Address Book","United States","Charlotte, NC, United States",-80.8431267,35.2270869,1983
"Vantage Plaza Adult Books","Book Store,Cruising Areas",NA,NA,"Wrightstown","NJ","(Cruisy)","Bob Damron's Address Book","United States","Wrightstown, NJ, United States",-74.6179344,40.0362241,1983
"Vapors Steam Baths 1864 Bunker Lake D r. N .W .","Bathhouses",NA,NA,"Anoka","MN","","Bob Damron's Address Book","United States","Anoka, MN, United States",-93.3871758,45.1977428,1981
"Variations","Bars/Clubs,Restaurant",NA,NA,"Little Rock","AR","(Disco)","Bob Damron's Address Book","United States","Little Rock, AR, United States",-92.2880157,34.7444618,1983
"Varsity Lounge","Restaurant",NA,NA,"Indianapolis","IN","(R-days)(Some OC)(Nights*)","Bob Damron's Address Book","United States","Indianapolis, IN, United States",-86.158018,39.76909,1981
"Varsity Lounge","Restaurant",NA,NA,"Indianapolis","IN","(R-days)(Some OC)(Nights & Sun. brunch)","Bob Damron's Address Book","United States","Indianapolis, IN, United States",-86.158018,39.76909,1983
"Varsity Tavern","Restaurant",NA,NA,"Portland","OR","","Bob Damron's Address Book","United States","Portland, OR, United States",-122.6783853,45.515232,1981
"Vaseline Alley","Cruising Areas",NA,NA,"Waikiki","HI","next to 80% Straight","Bob Damron's Address Book","United States","Waikiki, HI, United States",-157.8291847,21.2793462,1983
"Vault","Bars/Clubs",NA,NA,"Portland","ME","(Disco)","Bob Damron's Address Book","United States","Portland, ME, United States",-70.2568189,43.6590993,1983
"Vault's","Restaurant,Cruising Areas",NA,NA,"Cleveland","OH","(Cruisy) (Good Sundays)","Bob Damron's Address Book","United States","Cleveland, OH, United States",-81.6943605,41.49932,1981
"Vault's","Bars/Clubs",NA,NA,"Cleveland","OH","","Bob Damron's Address Book","United States","Cleveland, OH, United States",-81.6943605,41.49932,1983
"Vee's Book Boutique","Book Store",NA,NA,"Pittsburgh","PA","(Murrysville)","Bob Damron's Address Book","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,1983
"Vegas Gay Times","Publication",NA,NA,"Las Vegas","NV","(Publication)","Bob Damron's Address Book","United States","Las Vegas, NV, United States",-115.1391009,36.171563,1983
"Velvet Touch Book Store","Cruising Areas,Book Store",NA,NA,"Flint","MI","at M t. Morris Rd.","Bob Damron's Address Book","United States","Flint, MI, United States",-83.6874562,43.0125274,1983
"Venetian Room","Bars/Clubs",NA,NA,"Newport","RI","(Something for everyone)(Disco)(WE*)","Bob Damron's Address Book","United States","Newport, RI, United States",-71.3128285,41.4901024,1981
"Venture Inn","Bars/Clubs",NA,NA,"Pittsburgh","PA","(Good days)","Bob Damron's Address Book","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,1981
"Venture Inn","Restaurant",NA,NA,"Philadelphia","PA","(Open Sundays)","Bob Damron's Address Book","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,1981
"Venture Inn","Restaurant",NA,NA,"Philadelphia","PA","(Open Sundays)","Bob Damron's Address Book","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,1983
"Venture-N","Bars/Clubs,Cruising Areas",NA,NA,"Houston","TX","(SM, W, FFA)(Cruisy)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Venture-N","Bars/Clubs",NA,NA,"Houston","TX","(D.J.)(Macho)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1983
"Venus Adult Theatre & Boosk","Book Store,Theatre",NA,NA,"El Paso","TX","","Bob Damron's Address Book","United States","El Paso, TX, United States",-106.4850217,31.7618778,1983
"Venus Book Store","Cruising Areas,Book Store",NA,NA,"Glendale","AZ","(Cruisy)","Bob Damron's Address Book","United States","Glendale, AZ, United States",-112.1859866,33.5386523,1981
"Venus Pancake House","Restaurant",NA,NA,"Florence","SC","","Bob Damron's Address Book","United States","Florence, SC, United States",-79.7625625,34.1954331,1981
"Venus Pancake House","Restaurant",NA,NA,"Florence","SC","","Bob Damron's Address Book","United States","Florence, SC, United States",-79.7625625,34.1954331,1983
"Vera Cruz","Restaurant",NA,NA,"New Orleans","LA","(Mexican R)","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1983
"Vermont Transit","Cruising Areas",NA,NA,"Burlington","VT","T-Room","Bob Damron's Address Book","United States","Burlington, VT, United States",-73.212072,44.4758825,1981
"Vermont Transit","Cruising Areas",NA,NA,"Burlington","VT","T-Room","Bob Damron's Address Book","United States","Burlington, VT, United States",-73.212072,44.4758825,1983
"Verte Marte","Restaurant",NA,NA,"New Orleans","LA","(Sandwiches, etc.)","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1981
"Verte Marte","Restaurant",NA,NA,"New Orleans","LA","(Deli)","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1983
"Veteran's Memorial Park","Cruising Areas",NA,NA,"Grand Rapids","MI","opp. Y.M.C.A.","Bob Damron's Address Book","United States","Grand Rapids, MI, United States",-85.6680863,42.9633599,1981
"Veteran's Memorial Park","Cruising Areas",NA,NA,"Grand Rapids","MI","opp. Y.M.C.A.","Bob Damron's Address Book","United States","Grand Rapids, MI, United States",-85.6680863,42.9633599,1983
"Vicinity","Cruising Areas",NA,NA,"Houston","TX","of both bus depots","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1983
"Vicinity of both bus depots","Cruising Areas",NA,NA,"Houston","TX","","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Vicinity of Bus Depot","Cruising Areas",NA,NA,"South Bend","IN","","Bob Damron's Address Book","United States","South Bend, IN, United States",-86.2519898,41.6763545,1981
"Vicinity of Greyhound Bus Depot","Cruising Areas",NA,NA,"Salt Lake City","UT","","Bob Damron's Address Book","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,1981
"Vicinity of Greyhound Bus Depot","Cruising Areas",NA,NA,"Columbus","OH","","Bob Damron's Address Book","United States","Columbus, OH, United States",-82.9987942,39.9611755,1981
"Vicinity of Greyhound Bus Depot","Cruising Areas",NA,NA,"Columbus","OH","","Bob Damron's Address Book","United States","Columbus, OH, United States",-82.9987942,39.9611755,1983
"Vicinity of Greyhound Bus Depot","Cruising Areas",NA,NA,"Salt Lake City","UT","","Bob Damron's Address Book","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,1983
"Vicinity of Holiday Inn","Cruising Areas",NA,NA,"Casper","WY","","Bob Damron's Address Book","United States","Casper, WY, United States",-106.2980824,42.848709,1981
"Vicinity of Holiday Inn","Cruising Areas",NA,NA,"Casper","WY","","Bob Damron's Address Book","United States","Casper, WY, United States",-106.2980824,42.848709,1983
"Vicinity of Sleepers Clothing Store","Cruising Areas",NA,NA,"Bangor","ME","","Bob Damron's Address Book","United States","Bangor, ME, United States",-68.7712257,44.8016128,1981
"Vicinity of Sleepers Clothing Store","Cruising Areas",NA,NA,"Bangor","ME","","Bob Damron's Address Book","United States","Bangor, ME, United States",-68.7712257,44.8016128,1983
"Vicinity of Wade Hampton Hotel","Cruising Areas",NA,NA,"Columbia","SC","","Bob Damron's Address Book","United States","Columbia, SC, United States",-81.0348144,34.0007104,1981
"Victoria House","Hotel",NA,NA,"Provincetown","MA","","Bob Damron's Address Book","United States","Provincetown, MA, United States",-70.1846012,42.0547136,1981
"Victoria House","Hotel",NA,NA,"Provincetown","MA","","Bob Damron's Address Book","United States","Provincetown, MA, United States",-70.1846012,42.0547136,1983
"Victoria's Nephew","Restaurant",NA,NA,"Portland","OR","","Bob Damron's Address Book","United States","Portland, OR, United States",-122.6783853,45.515232,1983
"Victory Common","Cruising Areas",NA,NA,"Manchester","NH","by City Library","Bob Damron's Address Book","United States","Manchester, NH, United States",-71.4547891,42.9956397,1981
"Victory Common","Cruising Areas",NA,NA,"Manchester","NH","by City Library","Bob Damron's Address Book","United States","Manchester, NH, United States",-71.4547891,42.9956397,1983
"Vieux Carre","Cruising Areas",NA,NA,"New Orleans","LA","anywhere & everywhere, especially Bourbon St. betw. Toulouse & Ursulines","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1981
"Vieux Carre","Cruising Areas",NA,NA,"New Orleans","LA","anywhere & everywhere, especially Bourbon St. betw. Toulouse & Ursulines","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1983
"Vieux Carre Motor Lodge","Hotel",NA,NA,"New Orleans","LA","","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1981
"Vieux Carre Motor Lodge","Restaurant",NA,NA,"New Orleans","LA","","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1983
"View on the Hill","Bars/Clubs",NA,NA,"Kansas City","KS","","Bob Damron's Address Book","United States","Kansas City, KS, United States",-94.6267873,39.1155314,1981
"View on the Hill","Restaurant,Bars/Clubs",NA,NA,"Kansas City","KS","","Bob Damron's Address Book","United States","Kansas City, KS, United States",-94.6267873,39.1155314,1983
"Village Commons Tavern","Bars/Clubs",NA,NA,"Ashland","OR","(Disco)(WE*)","Bob Damron's Address Book","United States","Ashland, OR, United States",-122.7094767,42.1945758,1981
"Village Commons Tavern","Bars/Clubs",NA,NA,"Ashland","OR","(Disco)","Bob Damron's Address Book","United States","Ashland, OR, United States",-122.7094767,42.1945758,1983
"Village Grotto","Bars/Clubs,Cruising Areas",NA,NA,"Columbus","OH","(Cruisy)(Disco) Downstairs -The 'Loft' (WE only - Upstairs*)","Bob Damron's Address Book","United States","Columbus, OH, United States",-82.9987942,39.9611755,1981
"Village Grotto","Bars/Clubs,Cruising Areas",NA,NA,"Columbus","OH","(Cruisy)(Disco)","Bob Damron's Address Book","United States","Columbus, OH, United States",-82.9987942,39.9611755,1983
"Village Idiot","Business",NA,NA,"Salt Lake City","UT","(Clothes, head shop)","Bob Damron's Address Book","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,1981
"Village Inn","Bars/Clubs",NA,NA,"Coshocton","OH","(Disco)","Bob Damron's Address Book","United States","Coshocton, OH, United States",-81.8595756,40.2720151,1981
"Village Inn","Bars/Clubs",NA,NA,"Coshocton","OH","","Bob Damron's Address Book","United States","Coshocton, OH, United States",-81.8595756,40.2720151,1983
"Village Inn","Restaurant",NA,NA,"Oklahoma City","OK","","Bob Damron's Address Book","United States","Oklahoma City, OK, United States",-97.5164276,35.4675602,1983
"Village Inn","Restaurant",NA,NA,"Omaha","NE","","Bob Damron's Address Book","United States","Omaha, NE, United States",-95.9345034,41.2565369,1983
"Village Junction","Restaurant",NA,NA,"Columbus","OH","","Bob Damron's Address Book","United States","Columbus, OH, United States",-82.9987942,39.9611755,1983
"Village Landing","Bars/Clubs",NA,NA,"Ft. Smith","AR","","Bob Damron's Address Book","United States","Ft. Smith, AR, United States",-94.4209646,35.3843722,1981
