"geocode.value","lon","lat","geoAddress"
"Batesville, MS, United States",-89.9442567,34.3114982,"batesville, ms 38606, usa"
"Bay City, MI, United States",-83.8888647,43.5944677,"bay city, mi, usa"
"Beaver Dam, WI, United States",-88.837329,43.4577692,"beaver dam, wi 53916, usa"
"Belleville, MI, United States",-83.4852133,42.2047619,"belleville, mi 48111, usa"
"Benton, IL, United States",-88.9200685,37.9967163,"benton, il, usa"
"Blairsville, PA, United States",-79.260869,40.4311796,"blairsville, pa 15717, usa"
"Blue Mounds, WI, United States",-89.8323454,43.0174968,"blue mounds, wi 53517, usa"
"Bourne, MA, United States",-70.5989325,41.7412773,"bourne, ma, usa"
"Brawley, CA, United States",-115.530267,32.9786566,"brawley, ca 92227, usa"
"Bridgeville, PA, United States",-80.1100556,40.3561805,"bridgeville, pa, usa"
"Brunswick, ME, United States",-69.9669961,43.9140162,"brunswick, me 04011, usa"
"Bryan, TX, United States",-96.3699632,30.6743643,"bryan, tx, usa"
"Burtonsville, MD, United States",-76.9324752,39.1112193,"burtonsville, md, usa"
"Butler, NJ, United States",-74.3415394,41.0037087,"butler, nj 07405, usa"
"Butler, PA, United States",-79.8953328,40.8611755,"butler, pa, usa"
"Caribou, ME, United States",-67.9980365,46.8639995,"caribou, me 04736, usa"
"Carthegena, OH, United States",-84.5621823,40.4378453,"carthagena, oh 45822, usa"
"Chambersburg, PA, United States",-77.6611022,39.9375911,"chambersburg, pa, usa"
"Chatanooga, TN, United States",-85.3093995,35.0457984,"chattanooga, tn, usa"
"Chattanooga, TN, United States",-85.3093995,35.0457984,"chattanooga, tn, usa"
"Clifton, NJ, United States",-74.1637553,40.8584328,"clifton, nj, usa"
"Clifton Park, NY, United States",-73.8183804,42.844668,"clifton park, ny, usa"
"Clovis, NM, United States",-103.2052272,34.4047987,"clovis, nm 88101, usa"
"College Station, TX, United States",-96.3344068,30.627977,"college station, tx, usa"
"Columbus, TX, United States",-96.5396933,29.7066232,"columbus, tx, usa"
"Croton Falls, NY, United States",-73.6559912,41.3451548,"croton falls, ny, usa"
"Dandridge, TN, United States",-83.4148895,36.0153693,"dandridge, tn, usa"
"Decatur, AL, United States",-86.9833417,34.6059253,"decatur, al, usa"
"Dennis, MA, United States",-70.1939429,41.7353062,"dennis, ma, usa"
"Dodge City, KS, United States",-100.0170787,37.7527982,"dodge city, ks 67801, usa"
"Dover, NJ, United States",-74.5621025,40.883988,"dover, nj, usa"
"Downs, KS, United States",-98.5420098,39.4986215,"downs, ks 67437, usa"
"Duxbury, MA, United States",-70.6722767,42.0417525,"duxbury, ma, usa"
"El Centro, CA, United States",-115.5630514,32.792,"el centro, ca, usa"
"Farmersbury, IN, United States",-87.3819634,39.2486513,"farmersburg, in 47850, usa"
"Forest, MS, United States",-89.4742348,32.3645888,"forest, ms 39074, usa"
"Ft. Myers, FL, United States",-81.8723084,26.640628,"fort myers, fl, usa"
"Ft. Smith, AK, United States",-94.4209646,35.3843722,"fort smith, ar, usa"
"Ft. Smith, AR, United States",-94.4209646,35.3843722,"fort smith, ar, usa"
"Ft. Worth, TX, United States",-97.3307658,32.7554883,"fort worth, tx, usa"
"Gaffney, SC, United States",-81.6498195,35.0717945,"gaffney, sc, usa"
"Gainesville, GA, United States",-83.8240663,34.2978794,"gainesville, ga, usa"
"Gainesville, TX, United States",-97.1333453,33.6259414,"gainesville, tx 76240, usa"
"Grant's Pass, OR, United States",-123.3283925,42.4390069,"grants pass, or, usa"
"Great Bend, KS, United States",-98.7648073,38.3644567,"great bend, ks 67530, usa"
"Greencastle, PA, United States",-77.7277714,39.790371,"greencastle, pa 17225, usa"
"Harper, KS, United States",-98.0258945,37.2866863,"harper, ks 67058, usa"
"Harwich, MA, United States",-70.0622231,41.6716498,"harwich, ma, usa"
"Hattiesburg, MS, United States",-89.2903392,31.3271189,"hattiesburg, ms, usa"
"Henrietta, TX, United States",-98.1953221,33.8173224,"henrietta, tx 76365, usa"
"Hillsboro, OH, United States",-83.611587,39.2022866,"hillsboro, oh 45133, usa"
"Hillsborough, CA, United States",-122.3794163,37.5741032,"hillsborough, ca 94010, usa"
"Hobbs, NM, United States",-103.1360403,32.7026116,"hobbs, nm, usa"
"Holyoke, MA, United States",-72.6162009,42.2042586,"holyoke, ma, usa"
"Howell, MI, United States",-83.9293952,42.6072552,"howell, mi, usa"
"Hugo, OK, United States",-95.5096821,34.01066,"hugo, ok 74743, usa"
"Inman, SC, United States",-82.0901088,35.0470617,"inman, sc 29349, usa"
"Johnstown, PA, United States",-78.9219698,40.3267407,"johnstown, pa, usa"
"Junction City, KS, United States",-96.8313978,39.0286093,"junction city, ks, usa"
"La Salle, IL, United States",-89.0418249,41.3621503,"la salle, il, usa"
"Lake Geneva, WI, United States",-88.4334301,42.5916836,"lake geneva, wi 53147, usa"
"Lake George, NY, United States",-73.7123408,43.4261809,"lake george, ny 12845, usa"
"Lancaster, OH, United States",-82.5993294,39.7136754,"lancaster, oh 43130, usa"
"Lebanon, OH, United States",-84.2029922,39.4353373,"lebanon, oh 45036, usa"
"Leesburg, FL, United States",-81.8778582,28.810823,"leesburg, fl, usa"
"Liberty, ME, United States",-69.3026507,44.3893688,"liberty, me 04949, usa"
"Litchfield, CT, United States",-73.1887165,41.7472642,"litchfield, ct, usa"
"Little Rock, AK, United States",-92.2880157,34.7444618,"little rock, ar, usa"
"Logan, TX, United States",-94.0538013,32.0784979,"logan, tx 75633, usa"
"Logan, UT, United States",-111.8338359,41.7369803,"logan, ut, usa"
"Longview, TX, United States",-94.7404891,32.5007037,"longview, tx, usa"
"Lordsburg, NM, United States",-108.7086649,32.3503605,"lordsburg, nm 88045, usa"
"Luray, KS, United States",-98.6889633,39.1105665,"luray, ks 67649, usa"
"Lyons, KS, United States",-98.2017268,38.3450104,"lyons, ks 67554, usa"
"Macomb, IL, United States",-90.6717971,40.4592076,"macomb, il 61455, usa"
"Macon, FL, United States",-84.2790669,30.4946442,"macon, fl 32312, usa"
"Macon, GA, United States",-83.6324022,32.8406946,"macon, ga, usa"
"Mahoney City, PA, United States",-76.1416033,40.8125881,"mahanoy city, pa 17948, usa"
"Manassas, VA, United States",-77.4752667,38.7509488,"manassas, va, usa"
"Maple Hill, KS, United States",-96.0282195,39.0845812,"maple hill, ks, usa"
"Marshfield-Pembroke, MA, United States",-70.8092,42.0714925,"pembroke, ma, usa"
"Medford, OR, United States",-122.8755949,42.3265152,"medford, or, usa"
"Mercer, PA, United States",-80.2397852,41.2270025,"mercer, pa 16137, usa"
"Midland, TX, United States",-102.0779146,31.9973456,"midland, tx, usa"
"Mine Hill, NJ, United States",-74.5937701,40.8778768,"mine hill township, nj, usa"
"Mineral Point, WI, United States",-90.1798473,42.859997,"mineral point, wi 53565, usa"
"Mocksville, NC, United States",-80.5614494,35.8940263,"mocksville, nc 27028, usa"
"Monahans, TX, United States",-102.8926536,31.5942991,"monahans, tx, usa"
"Monee, IL, United States",-87.7417114,41.420034,"monee, il 60449, usa"
"Monmouth, IL, United States",-90.6473576,40.9114271,"monmouth, il 61462, usa"
"Morgan, AK, United States",-154.4930619,63.588753,"alaska, usa"
"Morgan, AR, United States",-92.3723763,34.8864784,"morgan, ar 72118, usa"
"Morton, MS, United States",-89.6545171,32.3537557,"morton, ms 39117, usa"
"Mount Vernon, TX, United States",-95.2213321,33.1887271,"mt vernon, tx 75457, usa"
"Mt. Vernon, IL, United States",-88.9031201,38.3172714,"mt vernon, il 62864, usa"
"Nacogdoches, TX, United States",-94.656004,31.6039455,"nacogdoches, tx, usa"
"Nacogdochies, TX, United States",-94.656004,31.6039455,"nacogdoches, tx, usa"
"New Lebanon, IN, United States",-87.4711321,39.0408758,"new lebanon, in 47882, usa"
"Northhampton, MA, United States",-72.6412013,42.3250896,"northampton, ma, usa"
"Norton, KS, United States",-99.8915113,39.8338946,"norton, ks 67654, usa"
"Ogunquit, ME, United States",-70.5986223,43.2468352,"ogunquit, me, usa"
"Okemos, MI, United States",-84.4274744,42.722257,"okemos, meridian charter township, mi, usa"
"Olathe, KS, United States",-94.8191285,38.8813958,"olathe, ks, usa"
"Orange, CT, United States",-73.0265277,41.278637,"orange, ct, usa"
"Osborne, KS, United States",-98.6947949,39.4388993,"osborne, ks 67473, usa"
"Owens, OH, United States",-83.1579694,40.520337,"owens, pleasant township, oh 43302, usa"
"Oxford, MS, United States",-89.5188246,34.3659868,"oxford, ms 38655, usa"
"Ozark, AK, United States",-93.8272262,35.4869588,"ozark, ar 72949, usa"
"Ozark, AR, United States",-93.8272262,35.4869588,"ozark, ar 72949, usa"
"Panama City, FL, United States",-85.6602058,30.1588129,"panama city, fl, usa"
"Parsons, KS, United States",-95.2610838,37.3403384,"parsons, ks, usa"
"Pine Grove, PA, United States",-76.3846781,40.5484233,"pine grove, pa 17963, usa"
"Piqua, OH, United States",-84.2424449,40.1447732,"piqua, oh 45356, usa"
"Plainwell, MI, United States",-85.6489035,42.4400357,"plainwell, mi 49080, usa"
"Pocono Mts., PA, United States",-75.4344727,41.0700078,"pocono mountains, pennsylvania, usa"
"Provo, UT, United States",-111.6585337,40.2338438,"provo, ut, usa"
"Radcliff, KY, United States",-85.9491298,37.8403456,"radcliff, ky, usa"
"Richfield, OH, United States",-81.6381785,41.2397772,"richfield, oh, usa"
"Rutland, VT, United States",-72.9726065,43.6106237,"rutland, vt 05701, usa"
"Saint Marys, OH, United States",-84.3893961,40.5422697,"st marys, oh 45885, usa"
"Salem, NH, United States",-71.2008912,42.7885553,"salem, nh 03079, usa"
"San Marcos, TX, United States",-97.9413941,29.8832749,"san marcos, tx, usa"
"Shamokin Dam, PA, United States",-76.8196897,40.8486959,"shamokin dam, pa, usa"
"Sharon, PA, United States",-80.4934035,41.2331116,"sharon, pa, usa"
"Shawnee, OK, United States",-96.9253004,35.3272928,"shawnee, ok, usa"
"Slidell, LA, United States",-89.7811745,30.2751945,"slidell, la, usa"
"South China, ME, United States",-69.5709229,44.3949791,"south china, china, me 04358, usa"
"South Chino, ME, United States",-69.5709229,44.3949791,"south china, china, me 04358, usa"
"Springfield, MA, United States",-72.589811,42.1014831,"springfield, ma, usa"
"Springfield, VT, United States",-72.4823117,43.2984078,"springfield, vt, usa"
"Stoneham, MA, United States",-71.1001891,42.4816758,"stoneham, ma, usa"
"Strasburg, OH, United States",-81.5267864,40.5947844,"strasburg, oh 44680, usa"
"Swansea, MA, United States",-71.1895617,41.748162,"swansea, ma, usa"
"Texarkana, TX, United States",-94.0476882,33.425125,"texarkana, tx, usa"
"Troy, MI, United States",-83.1497751,42.6064095,"troy, mi, usa"
"Twin Falls, ID, United States",-114.4700518,42.5558381,"twin falls, id, usa"
"Upton, MA, United States",-71.6022583,42.1744878,"upton, ma, usa"
"Uxbridge, MA, United States",-71.6302532,42.0772429,"uxbridge, ma, usa"
"Venice, FL, United States",-82.4542632,27.0997775,"venice, fl, usa"
"Vincennes, IN, United States",-87.5286325,38.677269,"vincennes, in 47591, usa"
"Wakarusa, KS, United States",-95.6960344,38.8856935,"wakarusa, ks 66546, usa"
"Walpole, NH, United States",-72.4258229,43.0794944,"walpole, nh, usa"
"Walton, KS, United States",-97.2567001,38.1177891,"walton, ks, usa"
"Wanatah, IN, United States",-86.898358,41.4305964,"wanatah, in 46390, usa"
"Watsonville, CA, United States",-121.7568946,36.910231,"watsonville, ca, usa"
"White Pigeon, MI, United States",-85.6433229,41.7981056,"white pigeon, mi 49099, usa"
"White Pine, TN, United States",-83.2853843,36.1049628,"white pine, tn, usa"
"White Plains, NY, United States",-73.7629097,41.0339862,"white plains, ny, usa"
"Wichita Falls, TX, United States",-98.4933873,33.9137085,"wichita falls, tx, usa"
"Wixom, MI, United States",-83.5363268,42.5247555,"wixom, mi, usa"
"Wixon, MI, United States",-83.5363268,42.5247555,"wixom, mi, usa"
"Forked River, NJ, United States",-74.1901399,39.8398413,"forked river, lacey township, nj, usa"
"Farmington, CT, United States",-72.795027,41.7360305,"farmington, ct, usa"
"Carthegna, OH, United States",-84.5621823,40.4378453,"carthagena, oh 45822, usa"
"Northumberland, PA, United States",-76.7974653,40.8917519,"northumberland, pa 17857, usa"
"Vicksburg, MS, United States",-90.877882,32.3526456,"vicksburg, ms, usa"
"Quartzite, AZ, United States",-114.2299486,33.6639137,"quartzsite, az 85346, usa"
"Inman, NC, United States",-82.0901088,35.0470617,"inman, sc 29349, usa"
"Magee, MS, United States",-89.7336852,31.8737712,"magee, ms, usa"
"Meridian, MS, United States",-88.703656,32.3643098,"meridian, ms, usa"
"Marcus Hook, PA, United States",-75.4185272,39.8192794,"marcus hook, pa 19061, usa"
"North Hampton, MA, United States",-72.6412013,42.3250896,"northampton, ma, usa"
"New Bedford, MA, United States",-70.934205,41.6362152,"new bedford, ma, usa"
"Crest, MS, United States",-81.6187496,35.277097,"315 beaver dam church rd, shelby, nc 28152, usa"
"Odessa, TX, United States",-102.3676431,31.8456816,"odessa, tx, usa"
"Ashville, NC, United States",-82.5514869,35.5950581,"asheville, nc, usa"
"Joplin, MO, United States",-94.513281,37.0842271,"joplin, mo, usa"
"Vancouver, WA, United States",-122.673865,45.6280277,"vancouver, wa, usa"
"Blaine, WA, United States",-122.7471191,48.993723,"blaine, wa, usa"
"New Madrid, MO, United States",-89.5278547,36.5864488,"new madrid, mo 63869, usa"
"Charlestown, NH, United States",-72.4245117,43.2386275,"charlestown, nh 03603, usa"
"Emporia, KS, United States",-96.1816626,38.403903,"emporia, ks 66801, usa"
"Taunton, MA, United States",-71.0897674,41.900101,"taunton, ma, usa"
"Stockbridge, MA, United States",-73.3203862,42.2875874,"stockbridge, ma, usa"
"Paulsboro, NJ, United States",-75.2404607,39.830391,"paulsboro, nj 08066, usa"
"Danville, PA, United States",-76.6127329,40.96342,"danville, pa 17821, usa"
"Bristol, CT, United States",-72.9492703,41.6717648,"bristol, ct 06010, usa"
"Cottondale, FL, United States",-85.3765965,30.7971363,"cottondale, fl 32431, usa"
"Clare, MI, United States",-84.7686281,43.8194703,"clare, mi 48617, usa"
"Kirkwood, NY, United States",-75.7968698,42.0399825,"kirkwood, ny 13795, usa"
"Bridgeport, CT, United States",-73.1894384,41.1792258,"bridgeport, ct, usa"
"Casa Grande, AZ, United States",-111.7733902,32.9110027,"casa grande, az, usa"
"Fabens, TX, United States",-106.1585867,31.50234,"fabens, tx, usa"
"Gaviota State Beach, CA, United States",-120.229478,34.4733557,"gaviota state park beach & campground, 17620 gaviota beach rd, gaviota, ca 93117, usa"
"Marshall, TX, United States",-94.3674184,32.5448714,"marshall, tx, usa"
"Thackerville, OK, United States",-97.143068,33.7934373,"thackerville, ok 73459, usa"
"Thackkerville, OK, United States",-97.143068,33.7934373,"thackerville, ok 73459, usa"
"The Hamptons, NY, United States",-72.3547915,40.924616,"the hamptons, ny, usa"
"Gainsville, TX, United States",-97.1333453,33.6259414,"gainesville, tx 76240, usa"
"East Hampton, NY, United States",-72.1848009,40.9634335,"east hampton, ny 11937, usa"
"Marshall-Pembroke, MA, United States",-70.8092,42.0714925,"pembroke, ma, usa"
"Summersville, WV, United States",-80.8525981,38.2812203,"summersville, wv 26651, usa"
"Abingdon, VA, United States",-81.9773482,36.7098335,"abingdon, va, usa"
"Beaumont, TX, United States",-94.1265562,30.080174,"beaumont, tx, usa"
"Dana Point, CA, United States",-117.6981014,33.4672256,"dana point, ca, usa"
"Altoona, PA, United States",-78.3947359,40.5186809,"altoona, pa, usa"
"Ogen, UT, United States",-111.9738304,41.223,"ogden, ut, usa"
"Annapolis, MD, United States",-76.4921829,38.9784453,"annapolis, md, usa"
"Meriden, CT, United States",-72.8070435,41.5381535,"meriden, ct, usa"
"South Padre Island, TX, United States",-97.1681257,26.1118401,"south padre island, tx 78597, usa"
"New Hope, PA, United States",-74.9512785,40.3642728,"new hope, pa 18938, usa"
"Burlingame, CA, United States",-122.34809,37.5778696,"burlingame, ca, usa"
"Redwood City, CA, United States",-122.228141,37.4847955,"redwood city, ca, usa"
"Westport, CT, United States",-73.3579049,41.1414717,"westport, ct, usa"
"Utica, NY, United States",-75.232664,43.100903,"utica, ny, usa"
"Bristol, VA, United States",-82.1887368,36.595142,"bristol, va, usa"
"Salina, KS, United States",-97.6114237,38.8402805,"salina, ks, usa"
"York, PA, United States",-76.727745,39.9625984,"york, pa, usa"
"Ketchikan, AK, United States",-131.6461111,55.3422222,"ketchikan, ak 99901, usa"
"Kettering, OH, United States",-84.1688274,39.6895036,"kettering, oh, usa"
"Jamestown, NY, United States",-79.2353259,42.0970023,"jamestown, ny 14701, usa"
"Pansacola, FL, United States",-87.2169149,30.421309,"pensacola, fl, usa"
"Wheeling, WV, United States",-80.7209149,40.0639616,"wheeling, wv 26003, usa"
"Saitama, , Japan",139.6454782,35.8616486,"saitama, japan"
"Saugatuck, MI, United States",-86.2019825,42.6550248,"saugatuck, mi 49453, usa"
"Mt. Washington, CA, United States",-118.2169381,34.1030254,"mount washington, los angeles, ca, usa"
"Niagra Falls, NY, United States",-79.0377388,43.0962143,"niagara falls, ny, usa"
"Cocoa Beach, FL, United States",-80.6075513,28.3200067,"cocoa beach, fl 32931, usa"
"Merritt Island, FL, United States",-80.6659842,28.3180688,"merritt island, fl, usa"
"Dania, FL, United States",-80.1439343,26.052311,"dania beach, fl, usa"
"Madison, IN, United States",-85.3799577,38.7358933,"madison, in, usa"
"Winona, MN, United States",-91.6663523,44.0553908,"winona, mn 55987, usa"
"Tumon Bay, GU, United States",-95.712891,37.09024,"united states"
"Atlanta, FL, United States",-84.3876845,33.748752,"atlanta, ga, usa"
"Upper Marlboro, MD, United States",-76.7496909,38.8159473,"upper marlboro, md 20772, usa"
