title,type,address,unclear.address,city,state,description,stars,star.type,mentions.race,mentions.disability,notes
North Crow Vacation Ranch ,Adventure Vacations,,checked,Ronan,MT,"Tel 676 5169 Owned and operated by gay women, they always schedule women only space",,,,,TJ Mocabee RR 1 Box 62A 59864
Lincoln Legion of Lesbians (LLL),Group,,checked,Lincoln,NE,Tel 488 9060 or call Women's Center A collective of lesbians that provides social/cultural activities for women only,**,Organizations,,,PO Box 301137 68503
Office Lounge,Bars,1705 O Street ,,Lincoln,NE,"Tel 474 9296 Piano bar, dancing, drag shows",**,"Bars, Clubs, Coffeehouses",,,
Women's Resource Center,Centers, ,checked,Lincoln,NE,Tel 472 2597 A full service center for and about women,****(*),Organizations,,,Room 116 Nebraska Union (14th & R)
Alternative,Bars,104 N 20th St ,,Lincoln,NE,Tel 474 97941,**,"Bars, Clubs, Coffeehouses",,,
Stage Door,Bars,1512 Harney ,,Omaha,NE,Tel 342 8715 Mostly gay men Sunday evening best for gay women disco and lounge bar,**,"Bars, Clubs, Coffeehouses",,,
Howard Street Tavern ,Bars,112 Howard ,,Omaha,NE,Gay women musicians do sometimes appear here,***,"Bars, Clubs, Coffeehouses",,,
Swing Time,Bars,2820 Cuming St ,,Omaha,NE,Tel 341 3406 Largest softball center many women play basketball and bowl,****,"Bars, Clubs, Coffeehouses",,,
The Chesterfield,Bars,21st and St Mary's ,checked,Omaha,NE,No Phone Listed basically strictly a women's bar,***,"Bars, Clubs, Coffeehouses",,,
The Hollywood,Bars,401 South 14th ,,Omaha,NE,Tel 346 4110 Elegant and expensive disco,,,,,
1 Metropolitan Community Church,Religious Groups,,checked,Omaha,NE,Tel 345 2563 Sunday Worship Services ,,,,,PO Box 3173 803 North 20th Street 68103
Book Stop III,Bookstores,3732 East Flamingo Rd (at Sandhill) ,,Las Vegas,NV,Tel 456 4856 Used books and tries to carry lots of women's books,,,,,
Maxies,Bars,5110 East Chareston Bld,,Las Vegas,NV,"Tel 452 3994 Open 24 hours women only
",****,"Bars, Clubs, Coffeehouses",,,
Garage,Bars,4310 Paradise ,,Las Vegas,NV,Tel 732 8567 The hottest gay disco in Vegas,**,"Bars, Clubs, Coffeehouses",,,
The Galliard,Resort,,checked,Las Vegas,NV,"No Phone Listed A Gay resort on a 7 acre site behind the Tropicana in Las Vegas
",,,,,Behind the Tropicana in Las Vegas
1610,Bars,1610 East Charleston ,,Las Vegas,NV,No Phone Listed A Las Vegas tradition,**,"Bars, Clubs, Coffeehouses",,,
Imagine That,Centers,1295 East 2nd Street ,,Reno,NV,"Tel 323 7903 Very mixed/drag queens/straight
",,,,,
Paul's Lounge,Centers,132 West St ,,Reno,NV,Tel 329 2878,MGM**,Organizations,,,
Reno Vip Club,Centers,3001 W 4th St,,Reno,NV,Tel 786 0525 Gay men's bar but a lot of women go at night ,MGM,Organizations,,,
Scorpio,Centers,7350 West 4th St ,,Reno,NV,Tel 747 1643 90% gay women ,****,Organizations,,,
B Jay Motor Lodge,Hotel/Motel,525 W 2nd St,,Reno,NV,Tel 322 2230,,,,,
Dave's Westside Motel,Hotel/Motel,3001 W 4th St ,,Reno,NV,Tel 786 Swimming Pool,,,,,
Women's Center,Centers,,checked,Reno,NV,No Phone Listed Counseling and referrals,****,Organizations,,,University of Nevada 1201 North Virginia St
"Marilyn Foley Msw, Acsw, Judith E Sigler Msw Acsw",Centers,30 South Main St ,,Concord,NH,"Tel 224 5600 24-hour answering service. Private counseling by clinical social workers gay women-owned, gay women operated",,,,,
Apple Tree Bookstore,Bookstores,24 Warren St,,Concord,NH,Tel 228 8451 limited selection of gay and women's titles,,,,,
Lesbian Support Group,Group,,checked,Concord,NH,Tel 785 8191 ,**,Organizations,,,c/o Durrant PO Box 106 03301
Dignity-Integrity/Concern,Religious Groups,,checked,Concord,NH,Tel 485 5770  Gay Catholics/Episcopalians and friends meets at 52 Pleasant Street,,,,,PO Box 521 03301
New Hampshire Lambda,Group,,checked,Concord,NH,Tel 746 3339 Tel 483 2592,**,Organizations,,,PO Box 11043 03301
Womankind,Centers,15 Warren St,,Concord,NH,Tel 225 2985 Counseling and consulting agency ,,,,,
New Hampshire Feminist Health Center,Centers,38 South Main St ,,Concord,NH,Tel 225 2739 Monthly publication 'Woman Wise',,,,,
Full Circle,Publication,,checked,Contoocook,NH,No Phone Listed Feminist journal/calendar,,,,,PO Box 235 03229
Women's Words Books,Bookstores,12 Main St ,,Contoocook,NH,Tel 746 4483 Specializing in out-of-print and hard-to-find books by and about women sells Gaia's Guide,,,,,
Dartmouth Gay Student's Association,Group,,checked,Hanover,NH,Tel 646 3579,*,Organizations,,,Hinman PO Box 5057 03755
Lesbian/Feminist Collective,Group,,checked,Penacook,NH,Tel 889 1416 A large group with a political orientation plus lots of social activities,*,Organizations,,,PO Box 47 03061
1 Gay Activist Alliance of Hudson County,Religious Groups,,checked,Jersey City,NJ,Tel 653 0843,,Organizations,,,Mail Box 107 261 Central Ave 07307
Pathway Lounge,Bar/Restuarant,280 Henderson Street,,Jersey City,NJ,Tel 434 3659 40% Gay men 40% Gay women ,**,"Bars, Clubs, Coffeehouses",,,
Delaware Valley Gay Neighbours,Group,,checked,Lambertville,NJ,"Tel 4466 1980
",*,Organizations,,,PO Box 222 08530
Lambertville House,Hotel/Motel,32 Bridge St ,,Lambertville,NJ,32 Bridge Street Route 179 Lambertville NJ 08530 Hotel/bar/restaurant ,,,,,
Herizon,Bookstores,91/2 Elm Street ,checked,Morristown ,NJ,Tel 267 3858,,,,,
Gay Activists Alliance/Morris County,Group,,checked,Morristown ,NJ,Tel 762 6217 Counseling and information all gay women and men welcome,,,,,PO Box 137 07961
Italian Kitchen,Bars,,checked,Newton,NJ,"No Phone Listing attractive bar, friendly service, juke box dancing, gays on weekends, recommended",**,"Bars, Clubs, Coffeehouses",,,Rte 94 (off 206)
New Jersey Gay Coalition ,Group,,checked,New Brunswick,NJ,No Phone Listing,*,,,,PO Box 1431 08903
Intergay,Radio Program,,checked,New Brunswick,NJ,Tel 932 8800 and 932 7600,,,,,
The Den,Bars,,checked,New Brunswick,NJ,Tel 5545 7329 A real old-timer which is just about a gay community center,***,"Bars, Clubs, Coffeehouses",,,12-15 Hiram St 08901
Lesbian Union of Central Jersey,Group,,checked,Plainsboro,NJ,Tel 799 8928,**,Organizations,,,PO Box 87 08536
Metropolitan Community Church of Christ the Liberator,Religious Groups,,checked,Princeton,NJ,Tel 443 1706,,,,,PO Box 703 Princeton 08540
New Jersey Gay Switchboard,Information Services,,checked,Princeton,NJ,Tel 466 1980,,,,,PO Box 2303 Princeton NJ 08540
Gay Activist Alliance of New Jersey,Group,,checked,Teaneck,NJ,Tel 692 1794,,,,,
Night Light,Bars,509 22md Street ,,Union,NJ,Tel 863 9515 Rough neighborhood ,***,"Bars, Clubs, Coffeehouses",,,
Amazon Autumn,Festival,,checked,Union,NJ,Tel 567 7509 Annual lesbian/feminist fall festival ,,,,,PO Box 2104 Union NJ 07083
Sapphic Sisters,Group,,checked,Union,NJ,Tel 352 4527 and 367 2227 A group for lesbians only ,**,Organizations,,,PO Box 2104 07083
The Lesbian Feminist,Group,,checked,Wayne,NJ,Tel 233 3848 and 763 1507 ,**,Organizations,,,Room 262 Benjamin Mattelson Hall William Patterson College 300 Prompton Road in Wayne 07470
Gay and Lesbian Student Union,Group, ,checked,Albuquerque,NM,"Tel 277 6739 Meetings, speakers, social events",,,,,University of New Mexico
Albuquerque Social Club and Last Chance Disco,Bars,4418 Central South East ,,Albuquerque,NM,Tel 255 3894 Social club and after hours non alcoholic disco ,,"Bars, Clubs, Coffeehouses",,,
Metropolitan Community Church,Religious Groups,116 Morningside North East ,,Albuquerque,NM,Tel 268 2937 Social and religious activities ,,Organizations,,,PO Box 26554 87125
Common Ground,Group,,checked,Albuquerque,NM,Tel 266 8041 ,,,,,PO Box 11191 87103
Lesbian Women for Sobriety ,Group,1216 Park SW,,Albuquerque,NM,No Phone Listed for information contact Full Circle Books,,,,,
The Rusti Cork,Bars,2428 San Mateo Place North East,,Albuquerque,NM,"Tel 881 9985 A very highly recommended women-only bar, it is a private club but guests with a copy of Gaia's Guide and valid ID are welcome",****,"Bars, Clubs, Coffeehouses",,,
Lesbian Support Group,Group,,checked,Albuquerque,NM,No Phone Listed for information contact Full Circle Books,,,,,
Full Circle Books,Bookstores,2205 Silver South East ,,Albuquerque,NM,Tel 266 0022 They sell Gaia's Guide,,,,,
Crickets Country Club,Bars,5511 Central South East ,,Albuquerque,NM,Tel 831 9915 and 836 2088 A private club that's for women and owned and operated collectively however reports have it that they let straight men in and the atmosphere can be quite tense and sometimes rough ,,"Bars, Clubs, Coffeehouses",,,
Our Space,Hotel/Motel,548 Agua Fria,,Santa Fe,NM,"No Phone Listed Town house for transient women and children, coordinated by monthly volunteer from the women's community",,,,,
Namaste,,,checked,Santa Fe,NM,No Phone Listed only open to ceremonious women and their children,,,,,PO Box 1134 87501
Herizon,Information Services,,checked,Binghamton,NY,Tel 723 3200 Runs lesbian switchboard on Monday nights 7pm-9pm,,,,,
Lenny's,Bars,201 State Street,,Binghamton,NY,"Tel 722 9677 Pinball machines, video games, disco, basically a men's cruise bar but always about 25% gay women ",MGM**,"Bars, Clubs, Coffeehouses",,,
Women's Center,Centers,,checked,Binghamton,NY,Tel 722 4256 and 723 3200 answering service not an open center as such no regular meetings but they do publish a newspaper HOSA ,,,,,
Kay's Book Studio,Bookstores,81 State st ,,Binghamton,NY,"Tel 722 4032 Specialists in women's studies, crafts books, selected children's books, poetry, and human sexuality. Feminist bookstore",,,,,
Wizards,Bars,Montgomery Street,checked,Binghamton,NY,Tel 722 6526 Caters mainly for gay men ,MGM**,"Bars, Clubs, Coffeehouses",,,
Talking Leaves,Bookstores,3144 Main St,,Buffalo,NY,"
Tel 837 8554 Gay periodicals and books, feminist titles ",,,,,
Villa Capri,Bars,926 Main St ,,Buffalo,NY,Tel 886 9469 Open 7 days a week dancing,MGM**,"Bars, Clubs, Coffeehouses",,,
Dominique's ,Bars,20 Allen St,,Buffalo,NY,Tel 882 48474 Primarily a gay men's bar but women do go there and are readily accepted,MGM**,"Bars, Clubs, Coffeehouses",,,
Emma Buffalo Women's Bookstore,Bookstores,168 Elmwood,,Buffalo,NY,"Tel 885 2285 Women's books and items coffee and tea is served
Feminist Bookstore",,,,,
Mean Alice's ,Bar/Restuarant,729 Main St,,Buffalo,NY,Tel 856 3298 Loud Disco ,MGM**,"Bars, Clubs, Coffeehouses",,,
Gay Rights for Older Women ,Group,,checked,Buffalo,NY,Tel 885 2295 Support group mainly but they organize dances once a month ,**,Organizations,,,
Gay Hotline,Information Services,,checked,Buffalo,NY,Tel 881 5335,,,,,PO Box 155 Ellicott Station 14203
Women's Studies College,Centers,108 Winspeer Ave ,,Buffalo,NY,Tel 831 3405 Academic and community courses and lesbian oral history,,,,,
Mr Chips ,Bars,,checked,Lake George,NY,Tel 792 9434 Disco dancing relaxed atmosphere,,"Bars, Clubs, Coffeehouses",,,Exit 20 off Northway on Route 9 North
132 North Main,Hotel/Motel,,checked,Long Island,NY,Tel 324 2246 Resort: main house and 2 acres also cabin and bunk house. Sexy swimming pool in the woods 1 1/2 mile from the beach. Mostly gay men about 10-20% gay women ,,,,,East Hampton
Bunkhouse,Bars,182 North Main St West Babylon,,Long Island,NY,"No Phone Listed Located across the street from Club M&M
",**,"Bars, Clubs, Coffeehouses",,,
The Ice Palace,Bars,,checked,Long Island,NY,Tel 597 6600 Super disco overflowing with gay gals and guys,**,"Bars, Clubs, Coffeehouses",,,"Cherry Grove, Fire Island"
Blue Whale,Bars,,checked,Long Island,NY,Tel 537 0499/1,**,"Bars, Clubs, Coffeehouses",,,"The Pines, Fire Island "
Coachman,Bars,239 Montauk Highway Sayville,,Long Island,NY,"Tel 589 99683 Quiet bar jukebox some dancing. This is Long Island's longest running gay bar
",***,"Bars, Clubs, Coffeehouses",,,
The Island Queen,Bars,,checked,Long Island,NY,No Phone Listed,**,"Bars, Clubs, Coffeehouses",,,"Cherry Grove, Fire Island"
Spring's Guest House,Hotel/Motel,71 Fort Pond Bvd East Hampton,,Long Island,NY,"Tel 324 9577 Fives miles to the village, 10 minutes to the Ocean, 1 minute to the Bay Beach and woods",,,,,
TC & Company,Bars,121 Woodfield Rd West Hempstead ,,Long Island,NY,Tel 486 9516 Very friendly women's bar ,****,"Bars, Clubs, Coffeehouses",,,
Sandpiper,Bars,,checked,Long Island,NY,Tel 537 0499/1,**,"Bars, Clubs, Coffeehouses",,,"The Pines, Fire Island"
Top of the Bay,Bar/Restuarant,,checked,Long Island,NY,Tel 597 6699 or 368 1518 Excellent sea food slightly older clientele,***,"Bars, Clubs, Coffeehouses",,,"Cherry Grove, Fire Island"
The Attic,Tea Dance,,checked,Long Island,NY,Tel 537 9611 Just before you get into town and actually located in a tiny hamlet called Wainscott,****,"Bars, Clubs, Coffeehouses",,,Montauk Highway 27 (East Hampton)
Alternatives Corner,Bookstores,"374 Woodfield Road, West Hempstead",,Long Island,NY,Tel 483 2050 They sell Gaia's guide,,,,,
New Lining,Bars,175 Cherry Lane Floral Park,,Long Island,NY,Tel 364 99641 Reported to be extremely friendly to newcomers,***,"Bars, Clubs, Coffeehouses",,,
The Cultured Elephant,Restaurant,,checked,Long Island,NY,No Phone Listing ,*,Restaurants,,,"The Pines, Fire Island"
Women's Liberation Center of Nassau County Inc,Centers,2570 Hempsteed Turnpike East Meedow ,,Long Island,NY,Tel 579 8712 Consciousness raising,****,Organizations,,,
Gansett Green LTD,Hotel/Motel,,checked,Long Island,NY,Tel 267 3133 Holiday apartments and cottages open to everyone especially gay women and men ,,,,,Box 799 Amagansett 11930
Womankind Books Inc,Bookstores,10 West Carver St Huntington,,Long Island,NY,Tel 427 1189 1/2 mile N of Jericho Turnpike ,,,,,
The Monster,Bars,,checked,Long Island,NY,Tel 597 6888,**,"Bars, Clubs, Coffeehouses",,,"Box 81, Ocean Walk, Cherry Grove, Fire Island"
262 East,Bars,262 Portion Rd Lake Ronkonkona ,,Long Island,NY,"Tel 588 9232 A mixed gay disco with 50% gay women
",**,"Bars, Clubs, Coffeehouses",,,
Club M&M,Bars,608 Sunrise Hwy W Bablyon,,Long Island,NY,"Tel 661 9580 Women's bar, small dance floor, juke box pool table
",****,"Bars, Clubs, Coffeehouses",,,
Kiss,Bars,60 Lake Shore Road Lake Ronkonkone ,,Long Island,NY,Tel 461 9161 Basically a women's bar ,***,"Bars, Clubs, Coffeehouses",,,
Freckly Bellies,Bars,1397 Jerulsam Ave N Merrick,,Long Island,NY,Tel 485 64445 Bar and disco on two floors,MGM**,"Bars, Clubs, Coffeehouses",,,
St Marks Clinic,Centers,88 University ,,New York City ,NY,Tel 691 828 Health service for any woman with lesbian/gay staff,,,,,
Women Make Movies,Distributors,100 5th St Ave,,New York City ,NY,Tel 929 6477,,,,,
Harlem Metropolitan Community Church,Religious Groups,,checked,New York City ,NY,No Phone Listing,,,,,PO Box 574 10030
Lambda Legal Defense and Education Fund,Information Services,132 W 43rd St,,New York City ,NY,Tel 944 9488 One of the major gay legal research and defense organizations in the country,,,,,
Dignity ,Religious Groups,,checked,New York City ,NY,Tel 869 3050,,,,,PO Box 15 54 FDR Station 10150
Now NY Lesbian Rights Committee,Group,84 Fifth Ave ,,New York City ,NY,Tel 989 7230 Political action group,,,,,Rm 907
Committee for the Visibility of the Other Black Woman (VOBW) ,Group,72-15 41st Ave,,New York City ,NY,Tel 565 8365 or 860 4936,,,checked,,
Aubrey Leis,Lawyers,51 E 42nd St,,New York City ,NY,"Tel 242 0160 Specializes in criminal law and handles bankruptcy, divorce, and wills",,,,,
New York Women Against Rape,Information Services,,checked,New York City ,NY,Tel 777 4000 free and confidential counseling and referrals for victims of sexual assault and their families ,,,,,
Willow Secretarial Service,Secretarial Typing Services,645 Water St ,,New York City ,NY,Tel 619 3431 Tape Transcriptions,,,,,
WOW,Theater/Art ,330 East 11th St,,New York City ,NY,Tel 777 9307 A performance space in a resource center,,,,,
New York Roommate Service,Room Mate Service,,checked,New York City ,NY,Tel 505 0770,,,,,
Crystal Quilt,Group,,checked,New York City ,NY,"Tel 622 7545 Discussion, workshops, referrals",,,,,
Alice Krause,Lesbian Accountants,682 Broadway,,New York City ,NY,Tel 473 5269 A really nice person,,,,,
Rivendell Marketing Company,Public Relations,,checked,New York City ,NY,Tel 242 6863 Specializes in securing national advertising for the gay press across the U.S. ,,,,,PO Box A Old Chelsea Station 10011
Walking Tour of Village,Walking Tour,1 Christopher St ,,New York City ,NY,Tel 226 1426 Two hour guided tour daily,,,,,Suite 14G
Lesbian and Gay Coalition/Village Voice,Group,842 Broadway,,New York City ,NY,Tel 475 3300,,,,,
Wimmin for Womyn,Group,1742 2nd Ave,,New York City ,NY,Tel 490 0070 A great lesbian organization,,,,,
Hikin' Dykes,Group,,checked,New York City ,NY,Tel 569 1888/799 2553/677 9142 Call or write to get on their mailing list,,,,,
Heresies,Publication,,checked,New York City ,NY,Tel 431 9060,,,,,PO Box 776 Canal St Station 10013
Sally Graham,Secretarial Typing Services,26 W 9th St 10011,,New York City ,NY,Tel 777 6647/924 5451 Experienced in dissertations and theses,,,,,
Metamorphosis ,Centers,,checked,New York City ,NY,Tel 728 4615 Peer and professional counseling available,,,,,PO Box 6245 Broadway Station Long Island City
Big Apple Dyke News (Bad News),Publication,192 Spring St ,,New York City ,NY,Tel 226 2621 ,,,,,
National Gay Task Force,Group,80 Fifth Avenue ,,New York City ,NY,Tel 741 5800 Crisis line 1-800-221-7044 for reporting violence. A powerhouse of political and legislative organization. Media monitor and contact center with countries where all homosexuality is illegal also the base for local gay ask forces in cities throughout the USA. ,,,checked,,
Karate School for Women,Martial Arts,149 Bleeker St ,,New York City ,NY,Tel 982 4739 Lots of lesbians there,,,,,
Nice N Sleazy Post Cards,Post Cards,1560 Broadway ,,New York City ,NY,"Tel 968 2005 Post Cards with lesbian theme. They are tasteless, obscene and vulgar. Also exquisite, hilarious, and gorgeous high camp. The perfect greeting card, party invitation and special message. I just love them. ",,,,,
