Name of Site/Org,Site Type,Address,Unclear Address?,City,State,Description (copy & paste),Stars,Star Type,Mentions Race?,Mentions Disability?,Notes to review (if any)
Casablanca,Bars,"1927 ""K"" St",checked,Bakersfield,CA,Tel. 395-9282.,**,"Bars, Clubs, Coffeehouses",,,
Linda Birner Design,Graphic Consultant,1934 Sloat Way,,Sacramento,CA,"95818 Tel. 456-5858. Logo design/brochure/business cards/photography/slide presentations.
",,,,,
Newport Station,Bars,1945 Placentia Ave,,Costa Mesa,CA,"Tel. 631-0031. Very strict dress code regarding women's shirts. They must be buttoned from right to left (or is it left to right?)- anyway, they must button in the female way.",**(MGM),"Bars, Clubs, Coffeehouses",,,
The City/Broadway,Bars/Restaurants,1946 Broadway,,Sacramento,CA,Tel. 731-8226. THE CITY is the restaurant and BROADWAY is the disco. Clientel: mostly gay men but Thursday nights are best for women. Disco weekends.,**,"Bars, Clubs, Coffeehouses",,,
Grass Roots Cultural Center Books & Records,Bookstores,1947 30th St,,San Diego,CA,"92102 Tel. 232-5009. Gay titles, feminist titles and GAIA'S GUIDE. New in 1982. Alternative bookstore.",,,,,
Mr Coney Island,Restaurant,2000 Normandy Dr,,Miami,FL,"(Miami Beach)Tel. 861-6464. 'We support ""Gay Human Beings"" human rights.'",*,Restaurants,,,
Buena Vista Women's Services,Health Center,2000 Van Ness,,San Francisco,CA,Tel. 771-5000. Lesbian gynecology clinic. Moderate fees.,,,,,
LAMBDA Rising INC,Gay/Lesbian Bookstore,2012 S St,,Washington,DC,"NW 20009 Tel. 462-6969. Gay bookstore with women's titles/lesbian titles/GAIA'S GUIDE. Also women's records, posters, buttons, jewelry, used books, T shirts, greeting cards, guides and gifts. ""We are now undeniably the largest and best stocked source for gay/lesbian literature in the world. Rare first editions and signed copies of such authors as Radclyffe hall, Gertrude Stein and Rita Mae Brown abound. ",,,,,
Long Beach Women's Union,Group,2025 E 10th St,,Long Beach,CA,Office address 2025 East 10th Street(POBox14785)Tel. 928-2197 and 427 4840. Lesbian collective for social and political action. Contact the GAY COMMUNITY SERVICES for more details. This Group is growing. Monthly activities/annual picnic/meetings/movies/parties,**,Organizations,,,
Top's Lounge,Bars,2027 Pembroke Rd,,Hollywood,FL,"Tel. 921-6563. Reasonable drinks and superb atmosphere. Dancing, pool tables, Clientele 100% women-open 4pm-4am, 7 days a week. Pin ball machines, large TV screens for special events. Local and out of town artists featured when available. Free parking. ",****,"Bars, Clubs, Coffeehouses",,,
The Exit,Bars,2028 Sheldon Ave,,Colorado Springs,CO,(at south 21st Street) Tel. 634-9276. Pool table/sandwiches/ terrific soups/lunches served every day. 'Gay Women are Welcome Here'.,**,"Bars, Clubs, Coffeehouses",,,
Care and Counseling Center,Health Center/Clinic/Counseling,2033 Burgundy,,New Orleans,LA,Tel. 947-4297. Counseling/group therapy/gay parents meetings/socials for couples/speakers bureau/hospital and jail visits/friendship rituals. 'A mini social services agency operated by GAYS FOR GAYS'. ,,,,,
The Sportspage,Health Center,2069 Cheshire Bridge Road,,Atlanta,GA,"Tel. 636-7517. EVERYBODY knows and loves this place, but I just want to say how much I enjoyed their Tuesday night show, featuring lots of attractive women lip-syncers/dancers. I couldn't believe the quality of the show. Hours: Mon-Fri 4pm-4am/Sat & Sun 12:30 till whenever. Disco nightly and very, very, very highly recommended. Now: full service restaurant/Sunday brunch from 1pm.",****,"Bars, Clubs, Coffeehouses",,,
Church Street Station,Restaurant,2100 Market St,,San Francisco,CA,Tel. 861-1266. 24 hour all gay coffee shop and restaurant. Recommended.,*,Restaurants,,,
Vision (Was Visa) Travel,Travel Agency,2101 Ponce de Leon Blvd,,Coral Gables,FL, Tel. 331-3344. Trips for gay women. The owner is active in MCC/Etz Chaim. They provide a resource list for gay women and men and gay weekend cruises to Nassau. Gay trips to Nassau/San Juan and St Thomas. Gay tours to Disney World etc and Key West. Projected gay trips to Greece. Be sure and say hi from GAIA.,,,,,
Hula's Bar & Lei Stand,Bars,2103 Kuhion Ave,,Honolulu,HI,"Tel. 923-0669. There's a nabyan tree outside and a disco inside. Highly recommended especially after 11pm - located across from the Kuhio Theater. Comment from a traveling GAIA contributor: 'An excellent places for women, especially on weekends, also excellent Is the 5-6pm Happy HounFood nightly.' Clientele: straight and gay. OK for gay women tourists. Open 2pm-2am.",**,"Bars, Clubs, Coffeehouses",,,
Frog Pond,Bars/Restaurants,2106 Hyperion,,Silverlake,CA,(Silverlake) Tel. 660-6222. Mixed gay bar/restaurant. Sunday brunch 11 am.,**,"Bars, Clubs, Coffeehouses",,,
Hamburger Mary's,Bars/Restaurants,2107 Kuhio ,,Honolulu,HI,"Tel. 426-2233. Good food and friendly atmosphere. 'Offers a full menu of gigantic portions of health salads, home-made soups and hearty sandwiches.· Also, 'the gay guys and lesbians all gather at the Pat10Bar (outdoors) between 4pm-6pm for cocktails and 'evening planning'. Not to be missed. Plus DIRTY MARY'S back bar open 3pm-3am, dance floor, DJ's Happy Hour Special Front bar, open from 10am, clientele, 25% gay women.",**,"Bars, Clubs, Coffeehouses",,,
Emma Goldman Clinic,Health Center/Clinic/Counseling,2114 W Belmont Ave,,Chicago,IL,60618 Tel. 528-4310.,,,,,
Journey/s Inn,Bars,2115 Broad St,,San Luis Obispo,CA,"93401. Tel. 543-1177. Disco dancing. Open 1pm-2am and very, very highly recommended. Snacks served. Happy hour 5-7pm, $1.50 pitcher beer, day Tuesday. One visitor's comment: 'mixed, friendly crowd, good tunes and good vibes. The atmosphere is nice.' ",**,"Bars, Clubs, Coffeehouses",,,
Volume III Bookstore,Bookstores,2116 Central St,,Evanston,IL, 60201 Altemative bookstore-well stocked with gay/lesbian and feminist titles.,,,,,
Chelsea Bookstore,Bookstores,2121 E Broadway,,Long Beach,CA,Tel. 434 2220. Alternative bookstore - featuring a wide selection of gay and lesbian literature and also has a whole section devoted to women's music.,,,,,
Calvary Metropolitan Community Church (MCC),Religious Groups,2124 Brewster,,Redwood City,CA,Tel. 368-0188. Sunday worship at 5pm/Thurs program at 7pm.,,,,,
Sammy's Steak House and Saloon,Bars/Restaurants,2125 E McDowell Rd,,Phoenix,AZ,"Tel.231-0168. Good Restaurant, reasonable prices. Dance Floor. Separate Game Room. Pin Ball. Pool. Dinner is served until 9pm. Recommended. Sunday brunch: noon. Showtime: Sunday nights",**,"Bars, Clubs, Coffeehouses",,,
Fran's,Bars,2127 E Pratt,,Baltimore,MD,"Tel. 7329815. Older crowd, unsophisticated atmosphere and very friendly.",***,"Bars, Clubs, Coffeehouses",,,
Talbott Street,Gay/Alternative Bookstore,2145 N Talbott St,,Fort Wayne,IN,46202. Tel. 925-2411. Candlelight cabaret and disco. Drag shows on Monday and Thursday nights. Live acts once a month. TALBOTT STREET opens at 8pm and there is a $1.00 cover during the week. $2.00 cover at weekends/drink specials. Clientele: 75% gay women/25% gay men and very highly recommended. ,***,"Bars, Clubs, Coffeehouses",,,
Sunset Boulevard,Alternative Bookstores,2161 Irving St,,San Francisco,CA,"(near 6th Avenue) 94118. Tel. 387-2272. Gay titles, women's titles. ",,,,,
Women's Training Center,Women's Gym,2164 Market St,,San Francisco,CA,"94114 Tel. 864-6835.Women's Gym and Weight Training Center. Restaurant service, and Nautilus Equipment/free weights/experienced trainers/sauna& massage.$100.00 membership for three months. $5.00 for one visit. They really are friendly, helpful people",,,,,
Seaworthy Women,Sailing,"2210 Wilshire Blvd, Suite 254",,Santa Monica,CA,(Santa Monica). Tel.659-6967.Sailing adventures for women by private charter cruises and sailing classes. Write to them for full details.,,,,,
Kinheart Inc,Center,2214 Ridge Ave,,Evanston,IL,at North Shore Women's Center 2214 Ridge Ave 6020 Tel. 491 1103. Office hours: Tues-Fri 1-5pm. Ask for Mary Jo or Phyllis. Fri night 8-11pm is drop in night for lesbians. Thurs night is drop in night for all women. Program on homosexuality and homophobia. Consultations educational exams special evenings for lesbians only. Counseling support groups.OpenedOctober1982,****(*),Organizations,,,
Center For Non-Traditional Religion,Religious Groups,2221 Prince St,,Berkeley,CA,(corner of Prince and Fulton in Berkeley) Tel. 848-8505. This is a Women's Center of Goddess Worship. Frequent meetings/other activities.,,,,,
Sorino's Dance Palace,Bars,2223 El Cajon Blvd,,San Diego,CA,"(between Texas and Mississippi Streets) Tel. 298-8686. It's huge & wild. Big dance floor, DJ/video games/3 service bars. Recent reports are 'VERYmixed - everybody and everything.'",*,"Bars, Clubs, Coffeehouses",,,
Lioness Bookstore,Feminist Bookstore,2224 J Street,,Sacramento,CA,"95816 Tel. 442 4657. Their selection of lesbian buttons, cards, T shirts and books is excellent. They have the largest selection of feminist literature in the area. The women who run the store are friendly and helpful. Closed Sun & Mon - open Tues to Fri, noon-8pm/Sat noon-6pm. This is a new (projected! location as of March, 1983, so there might be a change in phone number and hours. They sell GAIA'S GUIDE.",,,,,
White Women Against Racism,Special Interest Groups,2227 Aaron,,Los Angeles,CA,90026 Tel. 661-1575,**,Organizations,checked,,
Lyon-Martin Women's Health Services,Health Center,2252 Filmore St,,San Francisco,CA,94115 Tel. 921-1243. All women staff - mostly gay. The hours are 6pm-1Opm. The emphasis is on preventive medicine.Lesbian health problems are given top priority. Monday is general clinic night and Wednesday is for gynecology,,,,,
One INC,Special Interest Groups,2256 Venice Blvd,,Los Angeles,CA,"90006 Tel. 735-5252. One of the very oldest of homosexual organizations in the world. Primarily educational, some publishing, institute with MA and PhD in Homophile Studies. Lectures/social events/research library with 7000 volumes and periodicals. Membership organization- mostly men but quite a few women, too. Catalogue on request.",*,Organizations,,,
JJ's Den (Jae&Jill),Bars,2283 Wilton Dr,,Fort Lauderdale,FL,"Tel. 561-0242. Pinball machines, pool table. It opens around 12.30pm and they have a big screen where one can watch the soap opera. Beer and wine bar serving food. Juke box, weekly live entertainment. JJ's has its own softball team. Very, very highly recommended. Delicious food.",****,"Bars, Clubs, Coffeehouses",,,
Ray's Enterprises,Room Mate Service,2285 Peachtree Rd,,Atlanta,GA,"NE, Suite 210 Tel.351-6991/351-6904 Sine~ 1976Atlanta's OLDEST, Atlanta's LARGEST, Atlanta's BEST Roommates Service Member of the National Association of Roommate Referral Agencies. 'We guarantee our service in writing'.",,,,,
The Masquerade ,Bars,2308 Boston St ,,Baltimore,MD,Tel. 327 9538 Youngish/mixed crowd. Open Mon-Sat. 8pm-2am. Sun 3pm-2am. ,**,"Bars, Clubs, Coffeehouses",,,
Bake Shop Cafe,Restaurant,2310 W Leland,,Chicago,IL,60625 (at Lincoln Square) Tel. 334-1347. Fresh and natural light meals and desserts. Open Mon-Fri. 11am-7pm. Sat 11am-5pm. ,,,,,
Julian's Lounge,Bars,2314 Boston St,,Baltimore,MD,Tel. 675 9637. Dance bar/young crowd. Clientele: 50% gay women. Open 9pm-2am. Closed Mondays. Men and women Dancing. Shows. Open 7 nights.,**,"Bars, Clubs, Coffeehouses",,,
Belden Corned Beef Center,Restaurant,2315 N Clark St,,Chicago,IL,Tel. 935-2752.,,,,,
Raggedy Ann and Andy's,Bars,2320 North 32nd Street,,Phoenix,AZ,"(at Oak); Tel. 957-9929. Cocktails and dinnners. Very nice women's bar. Terrific atmosphere. Sunday brunch, occasional shows. large dance floor, pool tables and pinball. Slightly older crowd. Nominal cover charge after about 11.00pm on Saturday nights.",****,"Bars, Clubs, Coffeehouses",,,
Whitman-Walker Clinic,Health Center/Clinic/Counseling,2335 18th St,,Washington,DC,North West Tel. 332-7114. Lesbian health/ GYN care/VD testing.,,,,,
Arney's,Bars,2345-1 Cheshire Br Rd,,Atlanta,GA,"Tel. 320-1219. Clientele: nowadays, mostly gay women.",***,"Bars, Clubs, Coffeehouses",,,
Cafe San Marcos,Bars/Restaurants,2367 Market St,,San Francisco,CA,"Tel. 861-3846. 'Small and classy'. Recommended. However, more women use the restaurant than they do the bar. The restaurant is open 1Oam-11.30pm and the bar from noon-2.30am.",**,"Bars, Clubs, Coffeehouses",,,
A Pair of Toucans,Gift Store,2367 Westwood,,Los Angeles,CA,"Tel. 474-4344. Lesbian owned and operated- very nice, helpful people. Be sure and say hi from GAIA.",,,,,
Metropolitan Community Church of Bakersfield,Religious Groups,2415 Alta Vista Dr,,Bakersfield,CA,Tel.327-3724. Office hours: Sun. 7pm & Fri. 5-7pm.,,,,,
Incognito Lounge,Bars,2424 E Thomas Rd,,Phoenix,AZ,"Tel. 955-9805. Disco/young crowd, good music, friendly neighbourhood, bar atmosphere.",***,"Bars, Clubs, Coffeehouses",,,
Metropolitan Community Church,Religious Groups,2471 34th St,,Sacramento,CA,95817 Tel. 454- 4762. Social activities and services Sundays 11am & 7:15pm. The reverend is a lesbian and so is most of the congregation. A good place to pick up your copy of MOM . GUESS WHAT!,,,,,
Metropolitan Community Church,Religious Groups,2474 S Ballenger,,Flint,MI,Meets every Sunday at 2pm in the Unitarian Church at the same address. Loosely affiliated with MOONRISE. ,,,,,
The Wild Goose,Bars,2485 East Main St,,Ventura,CA,"(West of Leaward Ave- in a back alley on the north side of the street, right next to CARPENTERIA) Tel. 653-9194. Apparently there are signs saying 'this is a no-touch bar' and 'there should be no flying of colors'. However, this is a REAL friendly place with taped disco music, pool tables and highly recommended.",***,"Bars, Clubs, Coffeehouses",,,
Sappho's 1,Bars,2490 SW 17th Ave,,Coconut Grove,FL,"Tel. 854-7262. Mirrored ceiling, disco lighting plus dim lighting, cool quiet fountain patio, umbrella tables and green plants. Disco show bar. Highly recommended. Women only.",****,"Bars, Clubs, Coffeehouses",,,
Sebastians,Bars,2490 SW 17th Ave,,Miami,FL,"33145·(Miami) (Located at South West 17 Avenue at US1)Tel. 854-7262. Once more, highly recommended. Patio lounge, hquor bar and disco. Open 4pm-3am weekdays and 6pm-3am Sat. 7 days a week",****,"Bars, Clubs, Coffeehouses",,,
The Lite Factory,Bars,2500 N Southport,,New Town,IL,(New Town) Tel. 281-9661. Drag shows and disco. Open 4pm-4am.,**,"Bars, Clubs, Coffeehouses",,,
The Club,Bars,2501 Kettner,,San Diego,CA,"Tel.239-4377. Cozy tables for sitting and talking... pin, ball, pool table, small dance floor and the music is good. 'Great atmosphere' Sundayafternoon, is showtime. 'Stop by after the beach ... come as you are.' Now fully air-conditioned, Two, bars: front= disco, back= quiet, conversation atmosphere. Both have dance floors and pool tables. Tuesday nights there·~ a live band in the front bar. Highly recommended. The sign inside the door says 'This is a lesbian bar. You are a guest of the lesbian community; please bear this in mind and behave accordingly.·",****,"Bars, Clubs, Coffeehouses",,,
Ruby's,Bars,2512 E Grant Rd,,Tucson,AZ,Tel. 327-0114. Closed Mondays.,*****,"Bars, Clubs, Coffeehouses",,,
State Bar,Bars,2512 S Dort Highway,,Flint,MI,Tel 767 7050. Open 7 days a week. Dance floor. Mixed. Owned by women. ,**,"Bars, Clubs, Coffeehouses",,,
The Highland,Bars,2532 15th St,,Denver,CO,Tel. 455-9978. A neighborhood type gay bar for women and their gay men friends. Great Mexican food/parties/2 pool tables. They sponsor a national league bowling team and have regular pool tournaments.,***,"Bars, Clubs, Coffeehouses",,,
Pete's Pub,Bars,2550 W 47th St,,Kansas City,KS,Tel. 722 9667. Clientele: 98% women and one of the few open on Sundays. ,****,"Bars, Clubs, Coffeehouses",,,
Aurora,Publication,2575 Yale Station,,New Haven,CT,Art/politics/fiction/poetry/criticism. Contributions are welcome. Very high standards and one of my own personal favorites,,,,,
Random House,Restaurant,2600 N Clark St,,Chicago,IL,Tel. 871-2600. Open 24 hours. After hours meeting place. Homemade soups and breakfast things like pecan waffles and Hawaiian pancakes.,*,"Bars, Clubs, Coffeehouses",,,
Rene's Lounge,Bars,2605 W Kennedy Blvd,,Tampa,FL,"Tel. 872-9631. A real old-timer, with a swimming pool/barbecues/T dances. Used to be mostly gay women, now it's mostly gay men. ",**(MGM),"Bars, Clubs, Coffeehouses",,,
Cathedral House,Hotels/Motels/Guest Houses/ETC,2650 27th St,,Washington,DC,NW Washington DC Tel. 328-0860 and 667-3516.,,,,,
Ann Mellusi And Mary Joe Wagner,Counseling and Therapy,2656 B St,,San Diego,CA,92102 Tel. 231-1610. Individual counseling/lesbian couple counselling. Fees arranged on an individual basis.,,,,,
Mr Henry's Connecticut Avenue,Restaurant,2665 Connecticut Ave,,Washington,DC,"NW Tel. 667-5115. All you can eat night. Spaghetti Night. Sunday Brunches. Show Nights. Open 7 days a week. Open Fridays and Saturdays 24 hours. Steaks, seafood, sandwiches, lunch and dinner. (Across the street from the Sheraton Park Hotel).",*,Restaurants,,,
Howard Brown Memorial Clinic,Health Center/Clinic/Counseling,2676 N Halstead,,Chicago,IL,60614 Tel. 871-5777. Chicago gay/lesbian Med clinic.,,,,,
Silver Dollar,Bars,2710 Asher Avenue,,Little Rock,AR,"Tel. 663-9886. A mixed gay bar-often mostly women clientele. Game area with pool tables, video & pin-ball Serves beer & snacks. Open 12 noon-midnight.",***,"Bars, Clubs, Coffeehouses",,,
Pacific Center For Human Growth,Center,2712 Telegraph Ave,,Berkeley,CA,"Tel 841-6224 (switchboard). Crisis referral for housing, jobs, etc. Monthly newsletter and calendar of women's events, mental health services and switchboard. Offering these groups Lesbian rap group, Slightly Older Lesbians group, Women's Alcohol and Drug Abuse Group, Bi-sexual Women's Group, Black Lesbian Support Group. Under 30 Lesbian rap group. Also Lesbian incest survivors group and rape/sexual assault survivors group. One of the most successful and active gay centers in the world. A great first contact when new to the Berkeley/Oakland area.",***(**),Organizations,checked,,
