title,type,address,unclear.address,city,state,description,stars,star.type, mentions.race,mention.disability,notes,year
The Open Door Bookstore,Bookstores,128-136 Jay Street,,Syracuse,NY,"-Tel. 346-2719. General bookstore with a huge selection of women's titles/ lesbians titles. No periodicals They sell GAIA'S GUIDE, say 'hi' from GAIA.",,,,,,1989
Water-Works-One Flight Up (nee Secrets),Bars,76 Central Avenue,,Albany,NY,"· Tel. 463-92B2.
Upstairs Is the women's space",**(**),"Bars, Clubs, Coffeehouses",,,,1989
Gay Switchboard,Information Services,,checked,New York City,NY,"Tel 777-1800, noon-midnight 7 days a week",,,,,,1989
Silkwood Books,Feminist Bookstore,633 Monroe Ave,,Rochester,NY,"14607 -Tel. 473-8110. Full range of lesbian titles/ women's studies/ music/ T-shirts/ Jewelry/ non-sexist children's books/ & ticket sales/ MAIL ORDER SERVICE / bulletin board / local information center. Lots of excellent feminist publications and they sell GAIA'S GUIDE, say 'hi' when visiting from
GAIA.",,,,,,1989
The Hideaway,Bars,8736 Parsons Blvd,,Queens,NY,-Tel. 657-4585.,**,"Bars, Clubs, Coffeehouses",,,,1989
For-Evergreen,Bars,841 North Broome Ave,,Long Island,NY,"Lindenhurst -Tel. (516) 226-9357. (on sunrise Highway--route 27), 2 blocks east of Wellwood Ave, behind Century 21 Real Estate. Open 7 days a week from 8 pm-Sunday buffet, 5 pm",****,"Bars, Clubs, Coffeehouses",,,,1989
M.C. Compton's,Bars,1239 Niagara Street,,Buffalo,NY,"14213 -Tel. 886-2669. An all-gay bar that's mostly women, most of the time. Great women's entertainment night, open 7 days a week: Mon-Fri. 5pm-4am / Sat. 8pm-4am, Sun. 2pm-4am. Recommended, say 'hi' from GAIA.",****,"Bars, Clubs, Coffeehouses",,,,1989
Rhythms,Bars,6826 New Utrecht Avenue,,Brooklyn,NY,-Tel. 236-9779,***,"Bars, Clubs, Coffeehouses",,,,1989
Hotline,Information Services,,checked,Long Island,NY,Tel. (516) 666-0698,,,,,,1989
Long Island Women's Coalition,Information Services,,checked,Long Island,NY,Tel. (516) 666-8833 (24 hours),,,,,,1989
Top of the Bay,Bar / Restaurants,,checked,Long Island,NY,"Cherry Grove, Fire Island; -Tel. (516) 597-6699. Seasonal: April-Sept",*,"Bars, Clubs, Coffeehouses",,,,1989
Radclyffe Hall,Hotels/Motels/Guest Houses Etc.,,checked,Brooklyn,NY,•Tel (718)625·2653. Located In Brooklyn,,,,,,1989
Numbers,Bars,Upper Court Street,checked,Binghamton,NY,#NAME?,**,"Bars, Clubs, Coffeehouses",,,,1989
Lesbian Herstory Archives,Archives,PO Box 1258,checked,New York City,NY,"'-Tel (212)874-7232. Write to: PO Box 1258,
New York, NY: 10116. Truly impressive collection of Lesbian Memorabilia /books/photographs. Housed In someone's New York apartment and well worth a visit. Say 'hi' from GAIA who Is just sitting here trying to erotIcIze her own eyes which are turning square and green from gazing into this goddammed screen... It does not work... haven't time to try eroticizing my achin' back ..not even time to look up the spelling of eroticize... well, it's back into harness for moi",,,,,,1989
Gull Haven,Bar / Restaurants,2 Gull Haven Drive,,Long Island,NY,Central Islip; -Tel. (516) 234-5432. -might be mostly gay men??,**,"Bars, Clubs, Coffeehouses",,,,1989
Cafe Rumors,Bars,733 Main St.,,Buffalo,NY,-Tel. 855-2115,**,"Bars, Clubs, Coffeehouses",,,,1989
Cathode Ray,Bars,26 Allen Street,,Buffalo,NY,"(at North Pearl), -Tel. 884-3615. Video bar",**,"Bars, Clubs, Coffeehouses",,,,1989
Sunset Boulevard,Bars,11201 Queens Boulevard,,Forest Hills,NY,"-Tel. 830-9191.; listed under ""Queens"" ",**(**),"Bars, Clubs, Coffeehouses",,,,1989
Country Friends,Group,PO Box 106,checked,Clarence Center,NY,PO Box 106; 14032-Social group for lesbians.,*,Organizations,,,,1989
"Emma...Women's Books & Gifts, Inc.",Feminist Bookstore,168 Elmwood,,Buffalo,NY,"14201 -Tel 885-2285
Women's books. Jewelry, records. posters and cards & 3rd world items and lending library Bulletin board. reading tables. coffee and tea are served. Limited mall order service. Closed Sundays. Open Mon-Fr, 2pm-6pm I Sal I 2-5pm They carry COMMON GROUND and other publications for more local info. huge selection of other lesbian and feminist periodicals as well",,,,,,1989
Big Apple Dyke News -- B.A.D. News,Publications,192 Spring St. ,,New York City,NY,"(no. 15); 10012. $10.00 quarterly, B.A.D. News is one of the very best Lesbian Newspapers that I have ever come across. Their coverage of international news and resources is astounding. Hardcore Lesbian / Feminism. Subscribe now",,,,,,1989
Disco Loft Party,Bars,341 West 38th Street,,Manhatten,NY,-Tel. 613-9039. Private club & recommended. Open every night of the week. Answering machine-difficult to obtain information.,****,"Bars, Clubs, Coffeehouses",,,,1989
Lesbian Alcoholics Anonymous,"Counseling Centers / Health Centers, etc.",200 Park Avenue,,New York City,NY,"-at Alcoholics Anonymous Family Intergroup Headquarters, 200 Park Avenue, South: 10003",,,,,,1989
Lenny's,Bars,State Street,checked,Binghamton,NY,,**(MGM),"Bars, Clubs, Coffeehouses",,,,1989
Women's Center,Women's Center,213 State Street,,Binghamton,NY,"-Tel 724-3462 Very helpful women. Lesbian switchboard, Monday evenings",****,Organizations,,,,1989
Village Green Bookstore,General Bookstore,766 Monroe Ave,,Rochester,NY,"-Tel. 461-5380. 'We have a Lesbian/ Gay section and a Women's Studies section. Too many publications to list here & music/ T-shirts/ posters/ non-sexist children's books. There's a bulletin board and they sell GAIA'S GUIDE, say 'hi' from GAIA.",,,,,,1989
Reflections,Bars,1724 Oriskany St,,Utica,NY,-Tel. 724-9231,****,"Bars, Clubs, Coffeehouses",,,,1989
Lambda Legal Defense and Education Fund,Legal Aid,,checked,New York City,NY,'-Tel (212) 944-9488,,,,,,1989
"WBAI Radio, 99.5 FM -- Everywomanspace",Radio & Television Programs,,checked,New York City,NY,watch WOMANEWS for current schedules of feminist and gay/ lesbian programs,,,,,,1989
Sweet Sensations ('Sweets'),Bars,6322 20th Avenue,,Brooklyn,NY,'-Tel. (212)232-1605 & HOTLINE· (212)435-2580. 'Brooklyn's only gay video dance club'.,***,"Bars, Clubs, Coffeehouses",,,,1989
Starz,Bars,836 Grand Boulevard,,Long Island,NY,"Deer Park; -Tel. (516) 242-3857. Tuesday nights ('Club la Femme' are special club-type nights for women only. Women bartenders/DJ & Staff & free buffet, featuring videos 'por la femme' (sic). Operates on a special private club basis, but e-z enough to get into, I think",**(**),"Bars, Clubs, Coffeehouses",,,,1989
Lesbian / Gay Community Center,Gay / Lesbian Center,208 West 13th Street,,New York City,NY,"10111 -Tel
(212)620 7310 Women's coffeehouse. every Sunday 1:30-8pm & women's
entertainment nights",***(**),Organizations,,,,1989
NOW-Lesbian Task Force,Bars,560 Jerusalem Ave,,Long Island,NY,11553 -Tel. (516) 485-8902. Meets monthly,,,,,Seems like this one may have been mis-classified as a Bar,1989
National Gay Task Force Crisisline,Information and Emergency Services,,checked,,NY,"·Tel. New York Stale: ·{212)807-6016
& National (800)221 7044",,,,,,1989
Come Again,Sexuality Boutiques,246 East 51st Street,,Manhatten,NY,·Tel. 308·9394,,,,,,1989
Different Strokes,Bars,596 Merrick Road,,Long Island,NY,(Baldwin); -Tel. (516) 867-9635,**,"Bars, Clubs, Coffeehouses",,,,1989
The Laurel Tree,Bars,210 Hawley Ave,,Syracuse,NY,-Tel 471-2813.,****,"Bars, Clubs, Coffeehouses",,,,1989
Cubby Hole,Bars,438 Hudson Street,,Manhatten,NY,#NAME?,***,"Bars, Clubs, Coffeehouses",,,,1989
Wow Theater,Women's Theater Space,59 East 4th Street,,Manhatten,NY,"'-Tel. (212)460-8067. They best in women's
entertainment, see WOMANEWS, etc. for current schedule.",****,"Bars, Clubs, Coffeehouses",,,,1989
Allen Restaurant,Bars,16 Allen Street,,Buffalo,NY,-Tel 881-0586,**,"Bars, Clubs, Coffeehouses",,,,1989
Capitol District Lesbian / Gay Community Center,Centers,332 Hudson Avenue,,Albany,NY,P.O. Box 131; 12201. Center location: 332 Hudson Avenue. -Tel. 462-6138 7pm-11pm. Their publication: COMMUNITY,***(**),Organizations,,,,1989
DJ's Fat Kat,Bars,,checked,Manhatten,NY,West 4th at West 12th Street,***,"Bars, Clubs, Coffeehouses",,,,1989
Happy Acres Resort,Resort,Brooker Hollow Road,checked,East Worcester,NY,"'-Tel. (607)652-2290 or
(718)782-1897. Women only",,,,,,1989
St. Mark's Women's Health Collective,"Counseling Centers / Health Centers, etc.",9 Second Ave,,New York City,NY,10003 -Tel. (212) 228-7482,,,,,,1989
The Liberty,Bars,117-125 Liberty Pole Way,,Rochester,NY,"(near Pleasant); -Tel. 232-2240. Open 7
days a week and Tuesdays are women only",**(**),"Bars, Clubs, Coffeehouses",,,,1989
Lesbian Switchboard,Information Services,,checked,Manhatten,NY,"'-Tel. (212)777-1800, noon-12 midnight 7 days a week.",,,,,,1989
Northwoods,Lesbian Campgrounds,,checked,Odessa,NY,"Tel. 594-2804. 143 acre plot of land, Lesbian owned for over 9
years. Woods I open fields and two ponds. Bring your own tent. sleeping bags,
cooking utensils, load, coolers and anything else you may need to be sell-sufficient. Primitive but great. Phone up for directions, say 'hi' from GAIA.",,,,,,1989
State Street Pub,Bars,,checked,Albany,NY,corner State & Lark.,**,"Bars, Clubs, Coffeehouses",,,,1989
Incentra Village Apartments,Hotels/Motels/Guest Houses Etc.,32 8th Ave,,Manhatten,NY,Tel. 206-0007,,,,,,1989
Lesbians in Health Care,"Counseling Centers / Health Centers, etc.",,checked,New York City,NY,'-Tel (718) 788-1145,,,,,,1989
"Apostrophes Bookshop, Inc.",Alternative / Feminist Bookstores,666 Amsterdam Avenue,,Manhatten,NY,"{at West 92nd Street); 10025 -Tel. (212)877-9640. 'The largest selection In women's studies around'. Lots of lesbian titles/ music-women's and African, T-shirts/ nonsexist children's books/ GAIA'S GUIDE. Ticket sales, mall order service. For your further local information they have: WOMANEWS and lots of other great feminist publications. Be sure and say 'hi' from GAIA to this great new addition to our scene.",,,checked,,"Mentions ""African"" but, due to grammar, uncertain what it's referring to (studies? T-shirts? books?)",1989
Womankind Books,Lesbian / Feminist Mail Order Service,5 Kivy Street,,Long Island,NY,Huntington Station; 11746 -Tel. 427-1289. Over 300 books/records/videos. Their catalogue is terrific--their Lesbian Mail Order Catalogue is free upon request. They have GAIA'S GUIDE.,,,,,,1989
Kelly's Village,Bars,46 Bedford Street,,Manhatten,NY,"-Tel. 929-9322. Woman-owned and 50% lesbian,
usually.",*,"Bars, Clubs, Coffeehouses",,,,1989
Blanche,Bars,47-2 Boundary Ave,checked,Long Island,NY,"South, Farmingdale -Tel. (516) 694-6906",**,"Bars, Clubs, Coffeehouses",,,,1989
Kiss,Bars,Rose Drive,checked,Long Island,NY,"Lake Ronkonkoma; -Tel. (516) 467-9273. A gay / lesbian bar with a bowling alley! Bowling alley number: (516) 467-9823. Shows, disco, etc.",**,"Bars, Clubs, Coffeehouses",,,,1989
Tri-City Women's Center,Centers,PO Box 166,checked,Albany,NY,write: PO Box 166; 12201. -Tel. 465-1597,****,Organizations,,,,1989
Rumors,Bars,Glen Lake Road,checked,Lake George,NY,"Tel. 798-0820. Open 7 nights a week, accommodation, too. 100% gay, say 'hi' from GAIA.",**,"Bars, Clubs, Coffeehouses",,,,1989
Anti-Gay Violence Hotline,Information and Emergency Services,,checked,,NY,'-Tel. {212)772-0404-24 hour,,,,,,1989
Alternatives Corner Bookstore and Women's Community Center,Feminist Bookstore,675 Woodfield Road,,Long Island,NY,"West Hempsted, New York; 11552. -Tel. (516) 483-2050. Tuesday-Friday 11am-8pm, Saturday & Sunday 12-6 pm. Thursday night, Lesbian discussion group, singles support group, wonderful older women, gayme night, softball teams, cycling club, bowling team, etc. Monthly newsletter, referral and resource network. Bookstore features: womanmade products, records, buttons, jewelry, books, periodicals, posters, etc. Woman owned and operated for the Lesbian & Gay Community. They sell GAIA'S GUIDE. say 'hi' from GAIA",,,,,,1989
Squiggy's,Bars,34 Chenango Street,,Binghamton,NY,Unlisted phone,**,"Bars, Clubs, Coffeehouses",,,,1989
Ice Palace,Disco,,checked,Long Island,NY,,**(MGM),"Bars, Clubs, Coffeehouses",,,,1989
Meadowsweet Herbal Apothecary,Herbalist,77 East 4th Street,,Manhatten,NY,-Tel. 254-2870. Carries all sorts of herbs and teas. Open Tues. -Sat. 11am-7pm.,,,,,,1989
Magic Touch,Bars,73-13 37th Rd,,Jackson Heights,NY,-Tel. 429-8605.,**,"Bars, Clubs, Coffeehouses",,,,1989
Lesbian Switchboard,Information Services,,checked,New York City,NY,Tel (212) 741-2610. Operates 6 pm-10 pm,,,,,,1989
Gay Alliance of the Genessee Valley,Centers and Organizations,713 Monroe Ave,,Rochester,NY,"14607 -Tel. 244-8640, switchboard Mon. -Fri. 7: 30-9 30 & Office open (716)244-8246, Monday, Weds , Thursday 5pm- I 0pm. Say 'hi' from GAIA .. Includes Lesbian Resource Center & Rochester Gay Task Force & EMPTY CLOSET NEWSPAPER",***(**),Organizations,,,,1989
Duchess II,Bars,70 Grove Street,,Manhatten,NY,-Tel. 242-1408. A great old-timer come back.,****,"Bars, Clubs, Coffeehouses",,,,1989
Paralelle,Bars,75 North Rte. 92,,Nyack,NY,Tel 268-9800.,****,"Bars, Clubs, Coffeehouses",,,,1989
Sneakers,Bars,100 Harrison St,,Jamestown,NY,-Tel. 484-8816,**,"Bars, Clubs, Coffeehouses",,,,1989
Blue Boys,Bars,520 Niagara Street,,Niagara Falls,NY,-Tel 284-0152.,**,"Bars, Clubs, Coffeehouses",,,,1989
Boulevard Bookstore,Bookstores,15 Central Avenue,,Albany,NY,"12210 - Tel. 436-8848. Extremely well-stocked with women's studies, lesbian and feminist literature. Open Mon-Sat. 10am-6:30pm. Say 'hi' from GAIA.",,,,,,1989
Committee of Outraged Lesbians (COOL),Political Group,204 W. 20th St.,,New York City,NY,(R-23): 10011 • Tel (212)243-0202. • If you'd like to make COOL things happen,,,,,,1989
Sojourner - Women's Gathering Place,Coffeehouse,PO Box 1163,checked,Woodstock,NY,"PO Box 1163; 12498 -Tel. (914)246-8081 (Weed). Women-only, children o.k. on some nights. wheel-chair accessible. ASL can be arranged. Every other Friday night Sept. -June, from 7. 30-midnight.",****,"Bars, Clubs, Coffeehouses",,checked,,1989
Ithaca Lesbian and Gay Task Force,Organizations,PO Box 283,checked,Ithaca,NY,"write: Box 283; 14851. -Tel. 272-2850 Info tape when not staffed Emphasis on the political, newsletter and bi-monthly meetings. Has their own premises now.",****,Organizations,,,,1989
Prime Time,Bars,,checked,Highland,NY,"route 9-W; -Tel 691-8550. Outdoor patio. complete with fountain-the
interior is an old barn converted into a disco, it's on two floors with an intimate lounge upstairs. There's plenty of safe parking, and it's always all gay. Ring up for exact directions. Highly recommended.",**,"Bars, Clubs, Coffeehouses",,,,1989
Sappho's Isles,Publications,114-41 Queens Blvd,,New York City,NY,"(suite 347), Forest Hill, NY; 11375 Tel
(718)268-2389.",,,,,,1989
Epic Book Shop,Alternative Bookstore,232 Xenia Ave,,Yellow Springs,OH,45387. -Tel 767-7997 .. Lots of lesbian titles /women's studies / non-sexist children's books / women's music. They sell GAIA'S GUIDE Say 'hi' from GAIA,,,,,,1989
Nouveau,Publications,"PO Box 3176,",checked,Cincinnati,OH,"PO Box 3176, Cincinnati. Gay news journal.",,,,,,1989
Quest,Bars,1615 South Arlington Street,,Akron,OH,Akron Square Shopping Center. -Tel (216)773-8020 Open 8pm-Weds -Sun . after hours Fri & Sat.,**,"Bars, Clubs, Coffeehouses",,,,1989
Gay Hotline,Information Services,,checked,Dayton,OH,Tel. 228-4875. 7pm-11 pm & write to: PO Box 1203; 45401-1203,,,,,,1989
Clubhouse,Bars,616 Ruth Lyons Lane ,,Cincinnati,OH,-Tel. 421-3766.,c1*,"Bars, Clubs, Coffeehouses",,,"c1* not listed in ""how to read the stars""",1989
Ragtime,Group,PO Box 31123,checked,Dayton,OH,"PO Box 31123; 45431, -Tel. 228-4875 or try 277-6043. Support group for
lesbian and other women exploring their sexuality.",**,Organizations,,,,1989
Cricket Song Farm,Camping Space,8677 Boyer Road,,Bradford,OH,"45308-Tel 448-24 t 4, (call before 9pm)
Two lesbian women with 20 acres. Primitive camping available In woods. Phone or write, no drop-ins.",,,,,,1989
The Subway,Bars,609 Walnut,,Cincinnati,OH,"-Tel. 421-1294. Open 7 days a week, dancing & game
room.",**,"Bars, Clubs, Coffeehouses",,,,1989
Alternative Currents,Radio & Television Programs,,checked,Cincinnati,OH,"WAIF 88 3 FM Gay radio run by lesbians, Sat 3 5pm
& 'EveryWoman·. Sat. 1-3pm",,,,,,1989
Gay Hotline and Switchboard,Information Services,,checked,Cleveland,OH,-Tel. 651-7111.,,,,,,1989
Attraxions,Bars,6757 West 130th Street,,Parma Heights,OH,· Tel. 842-0020.,**,"Bars, Clubs, Coffeehouses",,,,1989
Degrees of Freedom,Camping and Cabins,10055 Kline Road,,Salem,OH,"RD no. 2, West Salem, OH; 44287.
Located just off I-71, SO miles south of Cleveland, 90 miles north of Columbus. Guest rooms/ pond swimming/cabin & tenting Guest room $11.00 per night/cabin $7.00/ platform tent $4.00 / camping $2.00 per person. Write In advance No drop-ins.",,,,,,1989
540 Club,Bars,540 Walnut Ave,,Canton,OH,-Tel 456-8622,**,"Bars, Clubs, Coffeehouses",,,,1989
Gaybeat,Publications,PO Box 19878,checked,Cincinnati,OH,"PO Box 19878. Cincinnati. OH; 45219 -Tel. (513)662-BEAT. In
Cincinnati or (800)727-BEAT elsewhere in Ohio.",,,,,,1989
The News,Publications,PO Box 8296,checked,Columbus,OH,Box 8296; 43201 -Tel. 263-2482,,,,,,1989
Gay / Lesbian Information Center,Information Services,PO Box 17,checked,Lorain,OH,Box 17; 44052 -Tel 988-9337,,,,,,1989
Wild Side,Bars,1155 Brown Street,,Dayton,OH,Show-bar.,**,"Bars, Clubs, Coffeehouses",,,,1989
Iris Books,Feminist Bookstore,1100 North Main Street,,Dayton,OH,"Women's Bookstore and Resource Center, 1100 North Main Street;
45405 -Tel. 228-1534. Well stocked with lots of lesbian titles/women's studies/sexual politics/non-sexist children's literature/women's music/jewelry/buttons/T-shirts/ & they have a feminist art gallery/ reading tables/ tea and coffee. They have their own newsletter which announces the social and political events held at and sponsored by IRIS, including their women-only dances. They sell GAIA'S GUIDE and are gain'
strength-say 'hi' from GAIA. Store hours: 3pm-7pm Tu. -Fri. & noon-6 pm Sat. & Sun.",,,,,,1989
Nite Club,Bars,2223 Broadway,,Lorain,OH,Tel. 245-63 19,**,"Bars, Clubs, Coffeehouses",,,,1989
Gay Hotline and Switchboard,Information Services,,checked,Cleveland,OH,-Tel. 781-6736,,,,,,1989
Bookstore on West 25th,General Bookstore,1921 West 25th St,,Cleveland,OH,"-Tel. 566-8897. 'We sell GAIA'S
GUIDE.",,,,,,1989
Richard's Night Club,Bars,15 East 5th Street,,Mansfield,OH,44902 / (at Main) -Tel. 526-9111 Dance bar/food served / cocktail hours. Open 7 days a week-4pm-2 30am Recommended. Say 'hi' from GAIA.,**,"Bars, Clubs, Coffeehouses",,,,1989
Troubadour Lounge,Bars,2622 Market St,,Youngstown,OH,"-Tel 788-4379. Very highly recommended lesbian/ gay entertainment complex Dancing, pool tables, drag shows& women's entertainment /community benefits. They sell GAIA'SGUIDE .. Say 'hi' from GAIA",**,"Bars, Clubs, Coffeehouses",,,,1989
