title,type,address,statewide.address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,Last Modified By,Last Modified,year
Oklahoma Human Rights Gay Information Line,Service,,,checked,Oklahoma City,OK,Tel.587-GAYS,,,,,,,,1987
Zippers,Bars,4812 E 33rd St,,,Oklahoma City,OK,"Tel.749-9797. Video disco, open 9pm-2am.",**,"Bars, Clubs, Coffeehouses",,,,,,1987
Razzy's ,Bars,21200 NW 39th,,,Oklahoma City,OK,Tel. 528-9056,***,"Bars, Clubs, Coffeehouses",,,,,,1987
Genoa,Restaurants,2832 SE Belmont,,,Portland,OR,Tel. 238-1464. Northern Italian cuisine.,*,"Bars, Clubs, Coffeehouses",,,,,,1987
Radio Cab,Taxi Cabs,,,checked,Portland,OR,Tel.227-1212,,,,,,,,1987
Just Out,Services,PO Box 15117,,checked,Portland,OR,"97215-Tel. 223-1252. Full of local resources.
",,,,,,Lilly Smith,7/23/2024 3:35pm,1987
Portland Feminist Women's Health Center,Health Centers/Clinics/Counselling,6510 SE Foster Rd,,,Portland,OR,Tel.777-7044. Well-woman clinic. Phone counseling.,,,,,,,,1987
The City Nightclub,Bars,624 SW 13th,,,Portland,OR,"Tel.224-CITY. An all age gay night club, open before hours and after hours.",**,"Bars, Clubs, Coffeehouses",,,,,,1987
Portland Women's Crisis Hotline,Services,3020 Burnside,,,Portland,OR,"Tel.235-5333
",,,,,,,,1987
14 Grains,Restaurants,SW 10th,,,Portland,OR,"S.W. 10th & Salmon; Tel. 224-7940. Emphasis on home- made and very natural food.
",*,"Bars, Clubs, Coffeehouses",,,,,,1987
Cynthia Cumfer,Attorneys,408 SW 2nd Ave,,,Portland,OR,"518 Govemon Building, 408 SW-2nd Ave;97204- Tel.295-2456",,,,,,,,1987
Jonah's Galley & Pub,Restaurants,7425 SW Barbur Rd,,,Portland,OR,Tel. 245-2188. Excellent seafood restaurant.,*,"Bars, Clubs, Coffeehouses",,,,,,1987
Old Wives Tales,Bars/Restaurants,1300 E Burnside ,,,Portland,OR,"97214/(at 13th)-Tel. 238-0470. Meeting and banquet room, children's playroom. Featuring the work of women writers and musicians and artists, browsing library. Vegetarian, chicken and fish dishes, all excellent, multi-ethnic menu. Open every day from 11:30am-10/11pm.--Say 'hi' from GAIA.",****,"Bars, Clubs, Coffeehouses",,,,,,1987
A Silent Partner,Bars,1810 NW Lovejoy St,,,Portland,OR,"Tel.223-2372. Pool tables, good food, lots of gay women and recommended.",**,"Bars, Clubs, Coffeehouses",,,,,,1987
Primary Doman,Bars/Restaurants,1033 NW 16th,,,Portland,OR,"(between Lovejoy & Marshall);97209-Tel. 224-4135. Full liquor license bar and women's restaurant. Disco, pool tables, + the very best in women's entertain- ment. Lots of letters recommending this place for great food, etc. Owned and operated by gay women who emphasize networking. A warm and friendly place, open 4:30pm-2:30am. Be sure and say 'hi' from GAIA.",****,"Bars, Clubs, Coffeehouses",,,,,,1987
Catbird Seat,Bookstores,913 SW Broadway,,,Portland,OR,Tel. 222-5817. Feminist titles.,,,,,,,,1987
Looking Glass Books,Bookstores,318 SW Taylor St,,,Portland,OR,(between 3rd 4th);97204. Tel. 227-4760. General bookstore with lesbian titles women's studies and GAIA'S GUIDE.,,,,,,,,1987
Phoenix Rising Foundation,Lesbian/Gay Service Center,408 SW 2nd,,,Portland,OR,(no.412); 97204-Tel.223-8299. Discussions/socials.etc.,***,Center,,,,,,1987
Sandra K. Pinches,Health Centers/Clinics/Counselling,1809 NW Johnson,,,Portland,OR,"(suite7);-Tel.227-7558
",,,,,,,,1987
Counseling Service for Sexual Minorities,Services,,,checked,Portland,OR,Tel.228-6785,,,,,,,,1987
Darcelle XV Tavern,Show Bars,208 NW 3rd St,,,Portland,OR,"Tel. 222-5338. Female impersonation shows.
",**,"Bars, Clubs, Coffeehouses",,,,,,1987
Karen L Zumwalt,Attorneys,520 SW Yamhill St,,,Portland,OR,"(suite 1001),Pacific Building, 520 S.W. Yamhill St;97204-Tel.227-6784
",,,,,,,,1987
Ben Merrill,Attorneys,408 SW 2nd,,,Portland,OR,(suite 519); 97204-Tel.295-2456,,,,,,,,1987
Twenty Third Avenue Books,Bookstores,1015 NW 23rd Ave,,,Portland,OR,"Tel.224-5097. Lesbian/gay books.
",,,,,,,,1987
A Woman's Place Bookstore,Restaurants,2349 SE Ankeny,,,Portland,OR,"Tel. 236-3609. Open noon-6pm. Books + posters, magazines and newspapers, jewlery, buttons, cards. Acknowledged local info center. Say 'hi' from GAIA.
",,,,,,,,1987
MCC,Religious Groups,1644 NE 24th ,,,Portland,OR,1644 NE 24th & Broadway. Tel. 281-8868,,,,,,,,1987
Hamburger Mary's ,Restaurants,840 SW Park Ave ,,,Portland,OR,Tel. 223-0900,,,,,,,,1987
Hobo Inn,Bars/Restaurants,120 NW 3rd ,,,Portland,OR,"Tel. 224-3285. Piano bar/ cocktails.moderate prices. Full bar and dinner house, open 7 days a week.
",**,"Bars, Clubs, Coffeehouses",,,,,,1987
Minorities,Services,,,checked,Portland,OR,Tel.228-6785,,,,,,,,1987
Broadway Cab,Taxi Cabs,,,checked,Portland,OR,Tel.227-1234,,,,,,,,1987
The Clinic On 21st,Health Centers/Clinics/Counselling,1216 NW 21st,,,Portland,OR,Tel.226-6678. Private V.D. clinic.,,,,,,,,1987
Joq's Tavern,Bars,1422 NE Broadway,,,Portland,OR,Tel. 287-4210. Neighborhood atmosphere- -no dancing but video games and pool tables. lnteracial clientel and recommended.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Capitol Forum Community Press,Publications,PO box 663,,checked,Salem,OR,97308--free distribution monthly for lesbian/gay community. $6.00 p.a.,,,,,,Lilly Smith,6/9/2024 1:01pm,1987
"Oregon Women's Land Trust, (OWL)",Land Trust,PO Box 1692,,checked,Salem,OR,"97470-Tel.672- 7925. RetreaVcampgrounds for women & chil- dren only. Workshops. There is a land-trust meeting every 3 months and they offer lots of local info for travelling lesbians and feminists. Dogs are allowed but say 'hi' from GAIA.
",,,,,,Lilly Smith,6/9/2024 1:01pm,1987
Bumper's,Bar/Restaurant,1930 State St,,,Salem,OR,"(nee Cassady's Tavern), 1930 State St. Tel.unlisted. Dance bar/shows/cocktail hours. Some straight clientel, but no hassle. Say 'hi' from GAIA.",**,Bar/Restaurant,,,,,,1987
Emily Heilbronn,Attorneys,915 Oak St,,,Eugene,OR,"97401-Tel.345-3113
",,,,,,,,1987
Sean-Leslie Witham,Counselling/Therapy,PO Box 1604 ,,checked,Eugene,OR,97440-1604- Tel.689-5267.,,,,,,Lilly Smith,6/9/2024 1:02pm,1987
Westside Bed and Breakfast,"Hotels/Motels/Guest Houses/Bed and Breakfast, etc",,,checked,Eugene,OR,"for Traveling Women-Tel. (503)343-3086. $20.00-$25.00
",,,,,,,,1987
Women's Referral and Resource Center,Centers,,,checked,Eugene,OR,"room 336, EMU, University of Oregon;- Tel.686-3327. Referrals and information. Nice women, very helpful, say 'hi' from GAIA.
",****,Center,,,,,,1987
Mother Kali's Books,Feminist Bookstore,1070A Lawrence ,,,Eugene,OR,"97401- Tel. 343-4864. Very well stocked, as well as books have: newspapers and magazines (The Women's Press), + posters, buttons, jewlery, women's music. Acknowledged info. center. They sell GAIA'S GUIDE, say 'hi' from GAIA.",,,,,,,,1987
Zoo's Zoo's Natural Foods Restaurant,Restaurants,454 Willamette St,,,Eugene,OR,"Women's Tea House every other Friday, women entertainers . Recommended by WOMEN'S PRESS. Open from 8am-9pm & till midnight on women's nights.",**,Restaurants,,,,,,1987
Cassady's,Bar,539 E 13th,,,Eugene,OR,Tel. 484-9983,MGM**,"Bars, Clubs, Coffeehouses",,,,,,1987
"Emerald Community Outreach to Lesbian/Gay Seniors, (E.C.O.L.S.)",Groups/-- Special Interest Groups,PO Box 1604,,checked,Eugene,OR,"write: c/o SALMACIS, P.O.Box 1604; 97440-1604--Tel.689-5267
",,,,,,Lilly Smith,6/9/2024 1:02pm,1987
Renee Augrain,Counseling,,,checked,Eugene,OR,Tel. 777-6653,,,,,,,,1987
Goldstein & Campbell,Attorneys,474 Willamette,,,Eugene,OR,"suite 303,;97401-Tel.484-4435. Self-help divorce, cohabitation, etc.",,,,,,,,1987
Women's Space,Hotlines/Emergency Services For Women,,,checked,Eugene,OR,"Tel.485-8232, (battered women)",,,,,,,,1987
Lesbian/Gay Alliance,Groups/-- Special Interest Groups,,,checked,Eugene,OR,"EMU-Building, Univ of Oregon. Tel. 686-3360",,,,,,,,1987
The Book and Tea Shop,Feminist Bookstore,1646 E 19th Ave,,,Eugene,OR,"Tel. 344-3422. Open M-F 11am-7pm/weekends 11am-5pm.
",,,,,,,,1987
Riveria Room,Bar,39 W 10th St,,,Eugene,OR,39-41 West 10th St. Tel. 344-4022. Disco and restaurant. Thursdays are now especially recommended.,***,"Bars, Clubs, Coffeehouses",,,,,,1987
Anita's Cafe,Restaurants,810 E 12th St,,,Eugene,OR,"Tel.485-5526, small restaurant serves breakfast, lunch and dinner. Lesbian-owned.
",*,Restaurants,,,,,,1987
Genesis Juice Bar,Restaurants,296 E 5th St,,,Eugene,OR,"Tel. 342-3053. Open 7am-6pm Th-Sat. & 9am-6pm Sun.
",*,Restaurants,,,,,,1987
Marlene Drescher (Attorney At Law),Attorneys,915 Oak St,,,Eugene,OR,"(suite 204);97401-Tel. 345-3113. A feminist in the practice of law, emph- asizing real estate, small business, domestic relations, etc.",,,,,,,,1987
Peralandra,Metaphysical Bookstore,790 E 11th Ave,,,Eugene,OR,Tel.485-4848. Say'hi'from GAIA.,,,,,,,,1987
Metropolitan Community Church,Religious Groups,1236 Kincaid St,,,Eugene,OR,"Tel.485-3665
",,,,,,,,1987
Women's Press,Publications,PO Box 562,,checked,Eugene,OR,"97401. $6.00 p.a.- -Excellent feminist newspaper. World famous, in fact, for high standard journalism.",,,,,,Lilly Smith,6/9/2024 1:02pm,1987
Terry's,Bar,959 Peal St,,,Eugene,OR,Tel.683-2360. Mixed gay/straight dance bar.,*,"Bars, Clubs, Coffeehouses",,,,,,1987
Womyn's Eugene Hotline,Hotlines/Emergency Services For Women,,,checked,Eugene,OR,"Tel.344-1227, (emergency In- formation and referrals)
",,,,,,,,1987
Eugene Rape Crisis Network,Hotlines/Emergency Services For Women,,,checked,Eugene,OR,Tel.485-6700,,,,,,,,1987
Women's Awareness Center,Centers,4000 E 20th ,,,Eugene,OR,"Lane Community College, 4000 East 20th; 97405- Tel. 747-4501, ext. 2353. Emphasis on support/info/ resources and outreach.",****,Center,,,,,,1987
Keystone Cafe,Restaurants,395 W 5th,,,Eugene,OR,Tel. 342-2075,*,Restaurants,,,,,,1987
Paradox,General Bookstore,825 E 13th ,,,Eugene,OR,"97461; Tel. 343-6705. Emphasis on women authors and women's issues. Buttons, women's music. They sell GAIA'S GUIDE.
",,,,,,,,1987
OWL Farm,Women's Ret,PO Box 133,,checked,Days Creek,OR,"97429. Open wimmin's land in the hills of southern Oregon.--A haven for any woman who needs it, temporarily or permanently.
",,,,,,Lilly Smith,6/9/2024 1:02pm,1987
Oregon Women's Land Trust (OWL),Women's Land Trust,PO Box 1692,,checked,Days Creek,OR,"write: P.O.Box 1692, Days Creek;97429- Tel.(503)672- 7925. Location: Cannonville Exit to 227 West Days Creek Road-(to Woods Creek Road, right 8/10th of a mile, right at fork, then 2 miles)/ near Woods Creek Road. Women and children only. Retreat & camping land. Courses. Dogs are allowed. Say 'hi' from GAIA.",,,,,,Lilly Smith,6/9/2024 1:02pm,1987
It's A Natural,Food Store,226 NW 2nd Ave,,,Myrtle Creek,OR,"(at Pleasant); Write: P.O. Box 1777;97457Tel. 863-6811. Natural food store owned and operated by lesbians. 'We provide extensive gay and lesbian networking for this area.' Drop in on Daphne & Judith's Tea Shop at HERITAGE FOOD COMPANY on 2nd Ave, it's the lesbian, feminist and gay gathering place between Ashland and Eugene. Open M-F 10am-5:30 Mon.-Sat. A real old-timer still going strong!-be sure and say 'hi' from GAIA.
",,,,,,,,1987
Gay & Lesbian Switchboard,Service,,,checked,Roseburg,OR,"Tel. 672-4126.
",,,,,,,,1987
Religious Groups,Religious Groups,,,checked,Roseburg,OR,Tel.672-4126. Messages.,,,,,,,,1987
"Gay and Lesbian Alliance, (GALA)",Group,PO Box 813,,checked,Roseburg,OR,"write: P.O. Box 813;97470-Tel. (503)672-4126 24 hour switchboard). Rap groups: 7:30pm Tuesdays/Metropolitan Community Church: 2pm Sunday Service/GALA meetings: 3rd Sat. of each month. We sponsor: events/concerts/parties/benefits/movie nights/ & speakers' bureau. 'No gay bars here,(yet) but phone switchboard fro info. on: women's farms/ places to camp & where to meet women.' Say 'hi' from GAIA.
",*,Organizations/Groups,,,,Lilly Smith,7/11/2024 5:57am,1987
Rootworks/Womanspirit ,Lesbian Land,2000 King Mountain Trail,,,Sunny Valley,OR,97497/(at PlacerRoad)-no phone. Retreat/campgrounds for strictly women only. Cabins and an out-house. Food is jointly prepared. $5.00 per woman-per day. No dogs allowed. You can read about ROOTWORKS in LESBIAN LAND by Joyce Cheney. Local info center. Say 'hi' from GAIA.,,,,,,,,1987
Jacqueline's See Vue Motel,Motel,95590 Highway 101,,,Yachats,OR,"Tel.547-3227, Location: 95590 Highway 101, this is the only gay/lesbian oriented motel on the Oregon coast. Now owned and operated by two really nice gay guys. Say 'hi' from GAIA.",,,,,,,,1987
The Experience Restaurant,Restaurant,3750 Highway 34,,,Waldport,OR,"Tel. 563-4555
",,,,,,,,1987
Sundown Lounge,Bars,429 N Mulberry St,,,Lancaster,PA,392-2737.,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Maddi-Jane Sobel,Counselling And Therapy,,,checked,Philadelphia,PA,"Tel. 446-5197. Treating victims of incest and childhood sexual assault/therapy for lesbians/custody, etc. assessments/rapevictims. Private, hours by appointment only.",,,,,,,,1987
Venture Inn,Bars,255 S Camac St,,,Philadelphia,PA,"Tel. 545-8731. Usually_more gay men than women, but still o.k.- -this is the oldest gay bar in the U.S.!- -great food, it's extremely fresh and extremely cheap. Recommended.",**,"Bars, Clubs, Coffeehouses",,,,,,1987
Philadelphia Consultation Center,"Health Centers/Counseling and Therapy, etc.",313 S 16th St,,,Philadelphia,PA,"(16th & Spruce)-Tel. 732-8244. 'Supportive psychotherapy for mem- bers of the lesbian and gay community. Office in Wayne: Tel.647-3750.
",,,,,,,,1987
Les Femmes Unies,"Archives/Libraries,etc.",PO Box 42833,,checked,Philadelphia,PA,Phila; 19101. Black Lesbians. Also see AU COURANT.,,,,,,Lilly Smith,6/9/2024 1:01pm,1987
Season's,Bars,1306 Drury St,,,Philadelphia,PA,"Upstairs at the KENNEL BAR and GRILL, 1306/08 Drury Street; Tel.546-7134. Cock1ails/music/video. Soup and hand carved sandwiches. Opens at 5pm closes about 9pm/Sunday T-dance at 5pm-free buffet at 5:30. Obviously a great after work bar.",****,"Bars, Clubs, Coffeehouses",,,,,,1987
Lesbian Hotline ,Services,,,checked,Philadelphia,PA,"Tel. (215)222-5110/operates from 6pm-9pm M/T/Th.--their tape Is fabulous: everything you need to know about the current lesbian scene In Phlladelphla--lncludlng SISTERSPACE happenings, local group Info & Info about new and projected lesbian groups. (Nice voice, too)
",,,,,,,,1987
Lavender Archives,"Archives/Libraries,etc.",,,checked,Philadelphia,PA,Tel. 849-4612 also see AU COURANT.,,,,,,Lilly Smith,7/11/2024 5:57am,1987
Philadelphia Women's Cable Coalition,"Archives/Libraries,etc.",119 Houston Hall,,,Philadelphia,PA,"c/ Penn Women's Center, 119 Houston Hall, 3417 Spruce Street;19104. Seeking cover- age of women's interests on city cable networks. Also see AU COURANT.",,,,,,,,1987
Gay Switchboard,Services,,,checked,Philadelphia,PA,"Tel. 546-7100. 6pm-11pm 7 nights a week. Otherwise a taped message. Counseling, what's happening, medical/ legal/business referrals.
DISCRIMINATION AND VIO",,,,,,,,1987
Maddi Jane Sobel,"Health Centers/Counseling and Therapy, etc.",,,checked,Philadelphia,PA,"Tel. 446-5197. Treating victims of incest and childhood sexual assaulVtherapy for lesbians/custody, etc. assessments/rape victims. Private, hours by appointmentonly.",,,,,,,,1987
Mitchell Migatz,Dentists,,,checked,Philadelphia,PA,Tel.665-0800,,,,,,,,1987
The Cat Doctor,Cat Doctor,535 N 22nd St,,,Philadelphia,PA,"Diane Eigner. DMV, 535 North 22nd Street 19130-Tel.561-7668.
",,,,,,,,1987
Cypress,Restaurants,303 S 11th St,,,Philadelphia,PA,19107-Tel. 238-9967,,,,,,,,1987
Mamzelle's,Bars,204 S Quince St,,,Philadelphia,PA,(between 11th & Walnut) Tel.629-0590. Lesbian entertainment complex which gets rave recom- mendations from visitors all over the world.- -2 floors of disc/bars/ excellent women's entertainment. Black jack tablel Open Weds-Sat. 8pm-2am/Sun. Spm-1 am. Be sure and say 'hi' from GAIA.,****,"Bars, Clubs, Coffeehouses",,,,,,1987
Uncle's ,Restaurants,1220 Locust,,,Philadelphia,PA,"Tel. 546-6660.-Dinner: 5pm-11pm. Sunday brunch: 11am-5pm.
",*,"Bars, Clubs, Coffeehouses",,,,,,1987
Discrimination and Violence Information and Referral Service of the Philadelphia Lesbian and & Gay Task Force,Services,,,checked,Philadelphia,PA,"Tel.(215)563-4581- -hours: Tuesday,Thurs & Fri. 5pm-9pm. If you have been the victim of, or witnessed: physical assault/sexual abuse/verbal abuse/vandalism, robbery or arson/ police harassment or brutality-or been fired or evicted, denied health care or admittance to bars, etc.
",,,,,,,,1987
The Abby,Hairstyling,419 S 20th St,,,Philadelphia,PA,"Tel. 735-1151
",,,,,,,,1987
Custody Action for Lesbian Mothers (CALM),Special Interest Groups,PO Box 281,,checked,Philadelphia,PA,"c/o Rosalie Davies, P.O. Box 281, Narbeth,PA;19072-also see AU COURANT for recent details",,,,,,Lilly Smith,6/9/2024 1:01pm,1987
Elizabeth Blackwell Health Center For Women,"Health Centers/Counseling and Therapy, etc.",1124 Walnut St,,,Philadelphia,PA, Tel.923- 7577.,,,,,,,,1987
Judy's ,Restaurants,,,checked,Philadelphia,PA,"3rd & Bainbridge. Recommended by GIOVANNI'S ROOM,
'elegant food' apparently a bit on the expensive side, but worth it for a really special eating night out. Owned by 2 very nice women.",*,"Bars, Clubs, Coffeehouses",,,,,,1987
Psychotherapy Options,"Health Centers/Counseling and Therapy, etc.",2004 Chestnut St,,,Philadelphia,PA,19107- Tel. 567-2260. Private. ,,,,,,,,1987
Lavender Archives,"Archives/Libraries,etc.",,,checked,Philadelphia,PA,Tel.849-4612 also see AU COURANT.,,,,,,,,1987
Giovanni's Room,Gay/Lesbian/Feminist Bookstore,345 S 12th St,,,Philadelphia,PA,"19107-Tel. 923-2960. An eleven year old bookstore with a huge variety of feminist and lesbian titles- -non-sexist children's literature, posters, button- s, records, (women's music), cards and gifts ..plus periodicals and newspapers, guides, Including GAIA'S GUIDE + feminist tarot cards and jewelry. Enormous MAIL ORDER CATALOGUE-. Bulletin board, ticket sales, local info, reading couches, authors nights. Your first stop In lesbian/feminist Philadelphia. Say 'hi' from GAIA...For your mall ordering convenience, they now have a toll-free number: 1-800-222-6996. (with credit card). A great way to buy GAIA'S GUIDE for $12.50 Including postage and discretion.
",,,,,,,,1987
Lesbian And Gay Library of Philadelphia,"Archives/Libraries,etc.",2500 Lancaster Ave,,,Philadelphia,PA,"Community Education Center;-Tel.726-1970 for more information. Over 1000 books/periodicals, etc.-open 2-5pm.",,,,,,,,1987
Wooden Shoe Books And Records,Alternative Bookstores,112 S 20th St,,,Philadelphia,PA, (at Chestnut); Tel. 569-2477. Lesbian titles/non- 'adult' gay titles/women's studies/magazines and newspapers/posters/buttons. MAIL ORDER. They sell GAIA'S GUIDE,,,,,,,,1987
Philadelphia Consultation Center,Counselling And Therapy,313 S 16th St,,,Philadelphia,PA,"(16th & Spruce)-Tel. 732-8244. 'Supportive psychotherapy for members of the lesbian and gay community. Office in Wayne: Tel. 647-3750.
",,,,,,,,1987
Amazon Country,Radio Program,,,,Philadelphia,PA,"WXPN-FM,88.9FM. Sunday at 1-2pm. See AU COURANT for other related programs including AMAZON GAYD- REAMS
",,,,,,,,1987
GLOW,Special Interest Groups,PO Box 53431,,checked,Philadelphia,PA,"Phila; 19105. Lesbians over 40. Also see AU COURANT.
",,,,,,Lilly Smith,6/9/2024 1:01pm,1987
Drury lane/Cafe Lafitte,Restaurants,1302 Drury Lane,,,Philadelphia,PA,1302-04 Drury Lane; Tel.546-2656,,,,,,,,1987
Tel-A-Woman,Services,,,checked,Philadelphia,PA,Tel 563-8599 Women's info. exchange.,,,,,,,,1987
Philadelphia Gay News,Publications,,,checked,Philadelphia,PA,"Lots of local Info. On sale at GIOVANNI'S ROOM.
",,,,,,,,1987
Two-Four Club,Bars,1224 St. James St,,,Philadelphia,PA,"Tel.732-4377 After hours dance bar, a private club with lots of privacy. Recommended.",****,"Bars, Clubs, Coffeehouses",,,,,,1987
Latimer Deli & Restaurant,Restaurants,255 S 15th St,,,Philadelphia,PA,Tel. 545-9244/ 545-9150.,,,,,,,,1987
Metropolitan Community Church,Religious Groups,2125 Chestnut St,,,Philadelphia,PA,19103- Tel.563-6601.,,,,,,,,1987
Raffles,Bars,243 S. Camac St,,,Philadelphia,PA,Tel. 545-6969,**,"Bars, Clubs, Coffeehouses",,,,,,1987
Beth Ahava,Religious Groups,2116 Walnut St,,,Philadelphia,PA,"19103; Tel.569-3109. (LOX 3109). Gay Jews (why else would they have LOX in their phone number??)- -Services 1sU3rd/5th Friday of each month.
",,,,,,,,1987
