title,type,address,unclear.address,city,state,statewide.address,description,stars,Star Type,Mentions Race?,Mentions Disability?,notes,Questions/Unsure Dr. R should check,year,Last Modified By,Last Modified
Bill's Disco,Bars,207 W Amite St,,Jackson,MS,,Tel. 969-9765,***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Cha Cha's,Bars,236 Capitol St,,Jackson,MS,,Disco,***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Zan's,Bars,944 Robinson Rd,,Jackson,MS,,(no phone),***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Sister Spirit Inc ,Mail Order, Box 21244,checked,Billings,MT,,Tel. (406)652-4325. Lesbian titles/women's studies and women's music. They sell GAIA'S GUIDE. ,,,,,,,1985,Amanda Regan,7/20/2025 5:38pm
Yellowstone Lambda Alliance,Gay/Lesbian Group,PO Box 20011;5910,checked,Billings,MT,, Tel. 256-6216 ,,,,,,,1985,Amanda Regan,7/20/2025 5:38pm
Lambda Alliance Of Lesbians & Gay Men,Gay/Lesbian Group,,checked,Bozeman,MT,,Tel. 587-5831,,,,,,,1985,Amanda Regan,7/20/2025 5:40pm
Toad Hall,Bars,"304 Central Ave. ,West",,Great Falls ,MT,,Beer and wine bar/jukebox/dancing/pool table. Often more gay women than men. Open every day of the week.,**,,,,,,1985,Amanda Regan,7/20/2025 5:41pm
Daddy's,Bars,125 1/2 West Main Street,,Missoula,MT,,"728-4566. Dancing/video/food/Sunday
brunch. (Mailing address: P.O. Box 7524;59807)-Opened Feb.,1985-a really great
place, be sure and say'hi' from GAIA.",**,,,,,,1985,Amanda Regan,7/20/2025 5:43pm
Out In Montana,Organizations, PO Box 8896,checked,Missoula,MT,checked,59807 Tel 728-6589 This is an extremely active Group with six chapters throughout the state of Montana The Missoula mailing address reaches their main office. They have a very useful and informative monthly newsletter.,,,,,,,1985,,8/8/2024 8:42am
North Crow Vacation Ranch,Vacation Ranch, RR1 Box 62A;59864,checked,Ronan,MT,,"Tel. 676-5169. 'Our
ranch can be found In northwest Montana-60 mlles west of Missoula. Relax
around the camp or take advantage of our adventure packages. Tlpls/hottubs/hearty meals. Entertanlment every Friday night and great dances every
Sat.""Welcome to Dyke Country'. Lots of letters of recommendation. Be sure
and say'hl' from GAIA.
",**,,,,,,1985,Amanda Regan,7/20/2025 5:46pm
Cahoots,Restaurants,Patton Ave,checked,Asheville,NC,,,*,Restaurants,,,,,1985,,8/8/2024 8:42am
Cabaret,Bar/Restaurant,Cherry Street,checked,Asheville,NC,,,MGM**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Malapron's Bookstore/ Cafe,Bookstore Cafe,61 Haywood St,,Asheville,NC,,Tel. 254-6734,,,,,,,1985,Amanda Regan,7/21/2025 10:40pm
O’ Henry's,Bar/Restaurant,59 Haywood St. ,,Asheville,NC,,Tel. 254-1891,*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Chapel Hill Women’s Center,Centers,P O Box 1057. ,checked,Chapel Hill,NC,,Tel. 968-4646. Answer phone. ,,,,,,,1985,Amanda Regan,7/21/2025 10:43pm
Alexis ,Bar/Restaurant,400 West Franklin Street,,Chapel Hill,NC,,"Tel. 968-9707. Tuesday is gay night, other wise
mixed gay and straight.
",*(**),,,,,checked,1985,,8/8/2024 8:42am
Scorpio Lounge ,Bars,2301 Freedom Dr.,,Charlotte,NC,,Tel. 373-9124,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
City Nights,Bars,1615 Elizabeth Ave;,,Charlotte,NC,,Tel. (704) 376 9291,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Chase's,Bars,1600 Freedom Drive,,Charlotte,NC,,Tel. 375-9061,MGM**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Gay Lesbian Switchboard of Charlotte,Services,,checked,Charlotte,NC,,Tel. 525-6128 Answer phone,,,,,,,1985,,8/8/2024 8:42am
Tags,Bars,3018 The Plaza,,Charlotte,NC,,Tel. 333-2353,*,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
The Paddock,Bars,1008-B Dlckenson,checked,Charlotte,NC,,Tel. (919) 758-0990. ,**,Bar/Restaurant,,,,,1985,Amanda Regan,7/21/2025 10:46pm
Diana's,Bars,Wilmont and Piper off Billy Graham Parkway ,checked,Charlotte,NC,,"Tel.
525-6485 {behind drive-in bank)",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
MCC Charlotte ,Religious Groups, 1927 North Sharon Amity.,,Charlotte,NC,,Tel. 535-0541,,,,,,,1985,,8/8/2024 8:42am
The Refuge,Bars, 706 9th St.,,Durham,NC,,Tel. 286-3532.,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
The Regulator Bookshop,Bookstores,720 Ninth St.,,Durham,NC,,"Tel. 286-2700. The
acknowledged local Info center. Lesbian and gay titles, women's studies,
women's music and periodicals. They sell THE FRONT PAGE & GAIA'S
GUIDE. Say'hi' from GAIA.",,,,,,,1985,,8/8/2024 8:42am
Back Stage,Bars,Highway 301,checked,Fayetteville ,NC,,"Tel. 483-2521. A private club
on 2 floors,-disco/game room and bars South-off 1-95",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
White Rabbit Books,Alternative Bookstore,1833 Spring Garden,,Greensboro,NC,,"Tel. (919)272-7604.
Books/magazines/newspapers/records/cards for lesbians and gay men. Park in rear.
They sell GAIA'S GUIDE",,,,,,,1985,,10/11/2024 10:49pm
The Palms,Bars,413 North Eugene St,,Greensboro,NC,,"Tel. 272-6307. Small place, serves beer only,
juke box, DJ weekdends. Opens about 8:30-1am. Closed Th.",**,,,,,,1985,,8/8/2024 8:42am
Switchboard Crisis Center,Services,,checked,Greensboro,NC,, Tel. 275-0896. 24 hour hotlline,,,,,,,1985,,8/8/2024 8:42am
Friends Lounge ,Bars,1551 Lejeune Blvd.,,Jacksonville,NC,,"Tel. 353-9710. Private club, disco, no food
& highly recommended show-bar",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
St. John Metropolitan Community Church ,Religious Groups,814 Dixie Trail.,,Raleigh,NC,,Tel. 834-2611 Answer phone,,,,,,,1985,,8/8/2024 8:42am
The Front Page /Bugle Publishing Inc Co,Publications, P O Box 25642,checked,Raleigh,NC,checked,"Tel
{919)829 0181. Gay/lesbian newspaper with loads of local resources. $10.00 p.a",,,,,,,1985,,8/8/2024 8:42am
David’s Lounge ,Bars,114 Market St,,Willington,NC,,"Tel. 763-8068. Hot disco. Enter through the back
door at the rear of the building.",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Dignity/ Lutherans Concerned,Religious Groups,,checked,Fargo,ND,,Tel. 235-734,,,,,,,1985,,8/8/2024 8:42am
My Place,Bars, 1001 First Avenue,,Fargo,ND,,"Tel.280-2192;•
-there are special women's nights with drinks specials In the all gay b~r.
Cllentel: 50% women. Dancing/good food/pool tables/drag shows/special
women's entertainment nights/patio. Open 2pm-1am. They sell GAIA'S
GUIDE, be sure and say'hl' from GAI",**(**),Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Cherchez La Femme,Bars,200 South 18th St.,,Lincoln,NE,,,****,,,,,,1985,,8/8/2024 8:42am
Women's Resource Center,Centers,"Room 117, Nebraska Union",,Lincoln,NE,,Tel. 472-2597 ,,,,,,,1985,Amanda Regan,7/21/2025 10:49pm
Community Of Grace,Religious Groups,PO Box 30137;68503,checked,Lincoln,NE,,Tel. 476-9913,,,,,,,1985,Amanda Regan,7/21/2025 10:50pm
Lincoln Legion Of Lesbians,Group ,,checked,Lincoln,NE,,Tel. 488-9060 ,,,,,,,1985,Amanda Regan,7/21/2025 10:50pm
222 Dessert ,Ice Cream Shop, South 13th Street ,,Lincoln,NE,,,,,,,,,1985,Amanda Regan,7/21/2025 10:50pm
The Max ,Bars,1417 Jackson Street,,Omaha ,NE,,,**,,,,,,1985,,8/8/2024 8:42am
Swing Time ,Bars,2820 Cuming St,,Omaha ,NE,,,****,,,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church,Religious Groups,"PO Box 3173,68102-church: 420 South 21st st. ",checked,Omaha ,NE,,,,,,,,,1985,Amanda Regan,7/21/2025 10:52pm
The Chesterfield ,Bars,1951 St. Mary's Ave,,Omaha ,NE,,Tel. 342-1244. Open 3pm-1am.,****,,,,,,1985,Amanda Regan,7/21/2025 10:52pm
Gay AA,A.A.,24th St.,,Omaha ,NE,,,,,,,,,1985,Amanda Regan,7/21/2025 10:52pm
The Highland Inn,Hotel,"O Box 118H, Valley View Lane, Bethlehem,NH;03574 ",checked,Bethlehem ,NH,,"Tel. 869-3978. Situated on 100 scenic, private acres offers all the comfort and
charm you'd expect of a gracious country inn. Lovely room with private bath,
comfortable fireplace living room and library .. Your innkeepers: Judith Hall
and Grace Newman. ",,"Hotels, Motels, Services?",,,,,1985,,8/8/2024 8:42am
Women's Words Books,Feminist Bookstore,12 Main Street,,Contocook,NH,," 746-4483 Good local info center-
-fascinating range of women's books. They sell GAIA'S GUIDE. Say'hi' from GAIA. ",,bookstore,,,,,1985,Amanda Regan,7/21/2025 10:53pm
Press Club (Daily Planet) ,Bars,,checked,Manchester ,NH,,"Tel. 623-6888. Big screen T.V. +
pool/games room. Private club.",**,Bar/Restaurant,,,,,1985,Amanda Regan,7/21/2025 10:54pm
Front Runner,Bars,361 Pine St.,,Manchester ,NH,,Tel 623-9310,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Club Merrimac,Bars,pool/games room. Private club.,,Manchester ,NH,,Tel. 623-9362,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
New Hampshire Lambda Of Greater Nashua,Groups,10 Piermont St. ,,Nashua,NH,,Tel. 889-1416,,Organizations,,,,,1985,,10/11/2024 9:50pm
Womansplace Sojourn,Hotels/Motels/Guesthouses,"RFD- 3,Box 206A",checked,Plymouth,NH,,"Retreat with workshops, yoga, aerobics, hiking cross-country skiing, and great food.",,Organizations,,,,,1985,Amanda Regan,7/21/2025 10:54pm
Iris,Bars,40 Pleasant St,,Portsmouth,NH,,"(at State Street) Tel. 436-8958. Women's social club. Drug-free
women only space for educational workshops, women's entertainment nights, quiet
floor, disco downstairs. pool tournaments and great food served nightly. Open ThSun. 7pm-1 :30am. Membership: $10.00 per year. (Directions: old federal building
at the intersection of Pleasant Street right behind the landmark white church). Say
'hi' from GAIA.",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
New Hampshire Feminist Health Center,Health Center,232 Court St. ,,Portsmouth,NH,,Tel. 436-7588. Walkin service: 5:30-6:30pm. Basic fee: $15.00 ,,Organizations,,,,,1985,,8/8/2024 8:42am
NEW JERSEY GAY SWITCHBOARD,Services,,checked,,NJ,checked,Tel. 466-1980-7pm-10pm,,,,,,,1985,,8/8/2024 8:42am
United Sister,Groups,P.O. BOX 41; Garwood; 07027,checked,,NJ,checked,,,,,,,,1985,,8/8/2024 8:42am
THE OWN'N' PUSSY CAT BAR,Bars,109 2nd Ave,,Asbury Park,NJ,,Tel. 988-7979,****,"Bars, Clubs, Coffeehouses",,,,,1985,,10/11/2024 10:35pm
M&K CLUB,Bars,611 Hech St. ,,Asbury Park,NJ,,Tel. 775-9694. 8am-2am.,MGM**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
BLUE NOTE,Bars,707 Bangs Ave.,,Asbury Park,NJ,,775-9510. Piano bar/cabaret/liver entertainment nightly/kitchen open Weds.-Sun. 5pm-10pm.,,,,,,,1985,,8/8/2024 8:42am
ODYSSEY CLUB,Bars,427 Cookman Ave,,Asbury Park,NJ,,Tel. 775-9849,MGM**,,,,,,1985,,8/8/2024 8:42am
KEY WEST HOTEL,Hotel,109 2nd Ave,,Asbury Park,NJ,,"Tel. 988-7979. Over 50 units/swimming pool/3 women's bars: Owl &Pussy Cat, Over the Rainbow Disco/Tree House Lounge + Key Largo Restaurant. Sunday bruch: noon-5pm. Say'hi' from GAIA.",,"Hotels, Motels, Services?",,,,,1985,,8/8/2024 8:42am
Sapphis Gay Alliance,Group ,P.O. BOX 7897; 08404,checked,Atlantic City,NJ,,,**,Group,,,,,1985,,8/8/2024 8:42am
RATHSKELLER,Group ,,checked,Atlantic City,NJ,,"Tel. 344-2364. in the Columbus Hotel, Pacific Ave/St. James Place",*****,Group,,,,,1985,,10/11/2024 9:55pm
SARATOGA,Group ,205 South New York,,Atlantic City,NJ,,Tel. 344-9878,MGM**,Group,,,,,1985,,8/8/2024 8:42am
MAMA MOTT'S,Restaurants,151 South New York,,Atlantic City,NJ,,Tel. 345-8218,*,Restaurants,,,,,1985,,8/8/2024 8:42am
CHESTER INN,Hotel,132 South New York Ave,,Atlantic City,NJ,,"Tel. 345-1964. Clientel: mostly gay men but some gay women, too.",,"Hotels, Motels, Services?",,,,,1985,Amanda Regan,7/21/2025 10:55pm
LADIES FOR THE 80s'- at GATSBY'S,Bar Night,2310 West Marlton Park ,,Camden,NJ,,(at Delaware)-in Cherry H.li .lTe 663-8744. Ring for curent schedule-this famous disco night for women only si attended by hundreds of women from allover the area. Highly recommended.,****,,,,,,1985,,8/8/2024 8:42am
CHARLIE'S WEST,Bars,536 Main St.,,East Orange,NJ,,,**,Restaurants,,,,,1985,,8/8/2024 8:42am
Doop's,Bars,630 Central Ave.,,East Orange,NJ,,Tel. 678-7060,***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Barrell House,Bars,40 West Grand St.,,Elizabeth,NJ,,,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
PANDORA BOOK PEDDLERS,Feminist Bookstore,68 West Palisades Ave.,,Engelwood,NJ,,Tel. 894-5404,,,,,,,1985,,8/8/2024 8:42am
Pathway Lounge,Bars,280 Henderson St.,,Jersey City,NJ,,Tel. 434-3659,*,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Delaware Valley Gay Neighbors,Group ,Box 22,checked,Lambertville,NJ,,Tel. 466-1980,,Group,,,,,1985,,8/8/2024 8:42am
Wood East,Bars,Route 40,checked,Mays Landing,NJ,,Tel. 625-2988,*,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
GAY ACTIVISTS ALLIANCE*MORRIS COUNTY (GAAMC),Group ,PO Box 137.,checked,Morristown,NJ,,Tel 762-6217. Answerphone.,,Group,,,,,1985,,8/8/2024 8:42am
THE DEN,Bars,12-15 Hiram St,,New Brunswick,NJ,,Tel. 545-7329 100% gay &50% women.,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
RAH-RAH,Bars,51 S Day St,,Orange,NJ,,Tel. 676 1399. 100% gay and 50% women.,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
LILLY'S,Bars,235 Grand St. ,,Paterson,NJ,,Tel. 684-9294,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Bea's Inn,Bars,65 Mill St.,,Paterson,NJ,,,***,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
THE OTHER HALF*THE WHOLE,Group ,"547, Kennedy St",,Perth Amboy,NJ,,,**,Group,,,,,1985,,8/8/2024 8:42am
LESBIAN UNION OF CENTRAL JERSEY,Group ,PO Box 87,checked,Plainsboro,NJ,,Tel. 799-8928,**,Group,,,,,1985,,10/11/2024 9:44pm
CENTRAL JERSEY LESBIAN & GAY SWITCHBOARD,Services,P O Box 2303,checked,Princeton,NJ,,Te.l 466-1980,,,,,,,1985,,8/8/2024 8:42am
METROPOLITAN COMMUNITY CHURCH OF CHRIST THE LIBERATOR,Religious Groups,PO Box 703,checked,Princeton,NJ,,Tel. 443-1706|,,,,,,,1985,,8/8/2024 8:42am
CASABLANCA,Bars,586 Raritan Rd,,Roselle,NJ,,Tel. 245-9653,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
NOW: NJ LESBIAN RIGHTS TASK FORCE,Organizations,PO Box 332,checked,Somerville,NJ,,Tel. 727-0135,**,Organizations,,,,,1985,,8/8/2024 8:42am
Rainbow Club,Bars,677 South Broad St.,,Trenton,NJ,,Tel. 393-3430,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Omni,Bars,1200 South Broad St.,,Trenton,NJ,,Tel. 695-5663,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
CASA LIDO,Bars,120 South Warren St.,,Trenton,NJ,,Tel. 394-8158,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church,Religious Groups,120 Morningside North East,,Albuquerque ,NM,,Tel.268-2937,,,,,,,1985,,8/8/2024 8:42am
Sisterload,Publications,PO Box 2161 Corrales,checked,Albuquerque ,NM,checked,"48-events calendar, buy it at FULL CIRC",,,,,,,1985,,8/8/2024 8:42am
Full Circle Books,Feminist Bookstore,2205 Silver SE,,Albuquerque ,NM,checked,"Tel. 266-0022.
Feminist/lesbian/gay/non-sexist children's titles. Posters,records,cards andgifts and they sell GAIA'S guide. Bulletin board,info/referrals,readlng tables.author's nights. MAIL ORDER SERVICE-& they serve tea and coffee. COMMON BOND AND SISTER LOADon sale. They also now have T-shirts and
jewelry and regular meetings called Lesbian Forum. Open Mon-
Fri.10am-6pm/Sat. 10am-5pm/Sun.1pm-5pm. Be sure and say 'hi' from GAI",,Feminist Bookstore,,,,,1985,,8/8/2024 8:42am
Women’s Center,Centers,Las Lomas 1824,checked,Albuquerque ,NM,, Tel. 277-3716. Lesbian rap group: Weds.7:30pm.,****(*),Organizations,,,,,1985,,8/8/2024 8:42am
The Chase,Bars,6800 Albuquerque Highway,,Albuquerque ,NM,,"  Take Cerrrillos exit off 1-25;1 1/2 miles
towards Santa Fe on the east side; Tel. 471-9164.Clientel: all gay and 50% women.
Open 6pm-midnight Sundays and 6pm-2am weekday",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Corkey's,Bars,,checked,Albuquerque ,NM,,"Tel.881-9985.Very highly recommended women-
only bar. Private club. Say 'hi' from GAI",****,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Foxes Lounge,Bars,8521 Central Ave NE,,Albuquerque ,NM,, Tel. 255-3060,**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Common Bond Inc,Publications,,checked,Albuquerque ,NM,," on sale at FULL CIRCLE FEMINIST BOOKSTORE-lists all
special interest groups: A.A./daily events calendar, et",,,,,,,1985,,8/8/2024 8:42am
Willow Southwest,Resorts,PO Box 4,checked,Galisteo,NM,,"Tel. (505)983-5585. Situated on 8 picturesque acres in the historic village of Galisteo, with a main house that is 250 years old. Heated 50' lap swimming pool with adjoining spa/indoor
sauna/terapeutic massage/nouvelle cuisine-optional meals/walking, hiking,horseback riding by arrangement. Special group rates for up to 20 people. Rooms from $35.-$95 per night for individuals. WOMEN ONLY TIMES AVAILABLE BYREQUEST",*,Resort,,,,,1985,,8/8/2024 8:42am
Albuquerque Social Club and Last Chance Disco,Bars,4021 Central ,,NM,NM,,"4021 Central, Tel.255-2150.",**,Bar/Restaurant,,,,,1985,,8/8/2024 8:42am
Metropolitan Community Church,Religious Groups,630 Canyon Rd,,Santa Fe,NM,,Tel. 268-2937.Answerphone,,,,,,,1985,,8/8/2024 8:42am
Artemis Wilderness Tours,Resorts,PO Box 1178;874771,checked,Taos,NM,,"Tel.758-9522. Offering outdoor adventures for women interested in exploring the mountains and rivers of the Southwest. Canoe trips, cross-country skiing,whalewatching,rafting and backpacking. Prices range from $250.00 to $375.00 NEW YORK STATE 203
NEW YORK STATE ALBANY (518) CENTER ***(**) CAPITAL DISTRICTLESBIAN/GAYCOMMUNITY CENTER,P OBox 131,Tel.462-6138
TRI-CITY WOMEN'S CENTER, P O Box 166 Tel. 434-4037
BARS
**** SECRETS, 76 Central Ave. Tel 463-9282
CLOUDS, 76 Central Ave. (same block as Secrets). Women verywelcome
BOOKSTORES
BOULEVARD BOOKSTORE, 12 Northern Blvd. Tel. 436-8848. HouseMon-Sat
10-6.30pm. They sell GAIA'S GUIDE.
BINGHAMTON (&on
WOMEN'S CENTER
**** WOMEN'S CENTER, Tel. 722-3200
BARS
MGM** WIZARDS, Montgomery St. Tel. 722-6526
** SQUIGGY'S, 34 Chenango Street. Unlisted phone. l.Dw-keyatmosphere and good
place to socialize, nice decor. They play tapesof all kinds of music, classical, jazz
etc. All gay and 50% women.
* * * * HERIZON, 213 State Street. Tel. 724 2582. Privatesocial club/restaurant for women.
Dancing/pool/entertainment. Calendar of events, concerts, theme nights. Open
Thurs 8pm-12, Fri &Sat 9pm-2am. I.D. entrance fee. Say'hi' from GAIA.
FEMINIST BOOKSTORE
KAY'S BOOK STUDIO, 81 State Street, Tel. 722-4032. A differentkind of bookstore.
Specialists in women's studies, crafts books.selected children's books, poetry,
human sexuality. We will order anybook. Plus bulletin board, poetry readings. Bigger
and better thanever. Mon-Fri 10am-5.30pm. Thurs 10am-9pm. Sat 10am-5pm. Kay's
sellGAIA'S GUIDE.
BUFFALO (716)
GROUP
GAY RIGHTS FOR OLDER WOMEN (GROW), Tel. 831 3405
CENTER
BARS
GAY AND LESBIAN COMMUNITY CENTER,647 West Delevan Ave.Mailing address,
PO Box 1595, Ellicot Station, Tel. 866-1274.
** M.C.COMPTON'S, 1239 Niagara St., Tel. 886-2669
** ALLEN RESTAURANT,16 Allen St. Tel. 881-0586
BOOKSTORE
TALKING LEAVES...BOOKS,3144 Main St. Tel.837-8554. Gayperiodicals and books,
feminist titles, plus GAIA'S GUIDE. HoursMon-Fri 10am-6pm, Sat 11am-5pm.'Our
focus is literature & politics ofthe serious variety.'
FEMINIST BOOKSTORE
EMMA - WOMENS RESOURCE AND CULTURAL CENTER, 168 Elmwood.
Tel.885-2285. women's books, records, jewelry, posters, cards and thirdworld items
and lending library. Also bulletin board, reading tables.Coffee & tea is served. Open
Mon-Fri 11am-7pm, Sat 12 noon-5pm.Limited mail order service. They sell GAIA'S
GUIDE.
",,Resort,,,,,1985,,8/8/2024 8:42am
Gipsy,Bars,4605 Paradise Drive ,,Las Vegas,NV,, Tel. 731-1919 ,**,"Bars, Clubs, Coffeehouses",,,,,1985,,8/8/2024 8:42am
Maxies,Bars,5110 East Charleston Blv,,Las Vegas,NV,,,,,,,,,1985,,8/8/2024 8:42am
Gay Switchboard,Services,,checked,Las Vegas,NV,,"Exclellent taped message with full events
calendar and local bar info. ",,,,,,,1985,Amanda Regan,7/22/2025 3:10pm
Secrets,Bars,72 Central Ave,,Albany,NY,,Tel 463-9282 ,****,"Bars, Clubs, Coffeehouses",,,,,1985,Amanda Regan,7/22/2025 3:12pm
Capital District Lesbian/ Gay Community Center,Centers,PO Box 131,checked,Albany,NY,,"Tel.462-6138 TRI-CITY WOMEN'S CENTER, P O Box 166 Tel. 434-4037 BARS**** SECRETS, 76 Central Ave. Tel 463-9282
CLOUDS, 76 Central Ave. (same block as Secrets). Women everywelcomeBOOKSTORES BOULEVARD BOOKSTORE, 12 Northern Blvd. Tel. 436-8848. HouseMon-Sat10-6.30pm. They sell GAIA'S GUIDE.
BINGHAMTON (&on
WOMEN'S CENTER
**** WOMEN'S CENTER, Tel. 722-3200
BARS
MGM** WIZARDS, Montgomery St. Tel. 722-6526
** SQUIGGY'S, 34 Chenango Street. Unlisted phone. l.Dw-keyatmosphere and good
place to socialize, nice decor. They play tapesof all kinds of music, classical, jazz
etc. All gay and 50% women.
* * * * HERIZON, 213 State Street. Tel. 724 2582. Privatesocial club/restaurant for women.
Dancing/pool/entertainment. Calendar of events, concerts, theme nights. Open
Thurs 8pm-12, Fri &Sat 9pm-2am. I.D. entrance fee. Say'hi' from GAIA.
FEMINIST BOOKSTORE
KAY'S BOOK STUDIO, 81 State Street, Tel. 722-4032. A differentkind of bookstore.
Specialists in women's studies, crafts books.selected children's books, poetry,
human sexuality. We will order anybook. Plus bulletin board, poetry readings. Bigger
and better thanever. Mon-Fri 10am-5.30pm. Thurs 10am-9pm. Sat 10am-5pm. Kay's
sellGAIA'S GUIDE.
BUFFALO (716)
GROUP
GAY RIGHTS FOR OLDER WOMEN (GROW), Tel. 831 3405
CENTER
BARS
GAY AND LESBIAN COMMUNITY CENTER,647 West Delevan Ave.Mailing address,
PO Box 1595, Ellicot Station, Tel. 866-1274.
** M.C.COMPTON'S, 1239 Niagara St., Tel. 886-2669
** ALLEN RESTAURANT,16 Allen St. Tel. 881-0586
BOOKSTORE
TALKING LEAVES...BOOKS,3144 Main St. Tel.837-8554. Gayperiodicals and books,
feminist titles, plus GAIA'S GUIDE. HoursMon-Fri 10am-6pm, Sat 11am-5pm.'Our
focus is literature & politics ofthe serious variety.'
FEMINIST BOOKSTORE
EMMA - WOMENS RESOURCE AND CULTURAL CENTER, 168 Elmwood.
Tel.885-2285. women's books, records, jewelry, posters, cards and thirdworld items
and lending library. Also bulletin board, reading tables.Coffee & tea is served. Open
Mon-Fri 11am-7pm, Sat 12 noon-5pm.Limited mail order service. They sell GAIA'S
GUIDE.
",***(**),Center,,,,,1985,,8/8/2024 8:42am
