title,type,statewide.address,address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,year
Mae's Cabaret,Bars,,207 W Amite,,Jackson,MS,"39201. Tel. (601) 969-9765. Open: Sun-Thurs. 8pm-midnight; Fri & Sat. 9pm-3am. ""Both Sexes get along very well here."" Dancing, entertainment, pool table, pin ball. Recommended. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Mississippi Gay Alliance,Organization and Service,,PO Box 8342,checked,Jackson,MS,39204. Tel. (601) 353-6447 or 372-3449. Switchboard. Newsletter. ,***(?),Organizations,,,,1979
Crystal Lounge,Bars,,Broadway and 1st Ave,checked,Billings,MT,"Broadway at First Avenue. ""Might be gay... might not.""",(?),"Bars, Clubs, Coffeehouses",,,,1979
Marquis Club,Bars,,204 1st S Ave ,,Great Falls,MT,Disco. gay women and men. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Montana Lesbian Coalition,Group,,Po Box 523,checked,Helena,MT,"59601. $5.00 per year includes subscription to bi-monthly journal ""Amazon Spirit"". ' M.L.C. is a statewide organization providing contacts, information and support to lesbians in Montana. At this point, no regular meetings are held, but MLC occasionally co-sponsors cultural events, i.e. dances, concerts, etc."" (Women's Resource Center.)",**,Organizations,,,,1979
Women's Resource Center,Women's Center,,"University Center, University of Montana",checked,Missoula,MT,"University Center, University of Montana; 59812. Tel. 243-4152. Open: Monday-Friday 9am-4pm. Newsletter-not primarily lesbian, but lesbian issues are dealt with. ""The WRC is primarily, but not exclusively, for students. We serve the lesbians in Missoula through our library and journals and by sponsoring the Gay Women's Rap Group.""",****(*),Center,,,,1979
Al & Vic's Bar,Bars,,119 W. Alder,,Missoula,MT,"59801. Tel. (406) 728-9970. They say... ""we feel this is basically a bisexual singles bar- some weirdo's but mostly ok. Friday is swap night!' (They get five stars for honesty.) Open: 7am-2am. Pool table, pin ball. ",*,"Bars, Clubs, Coffeehouses",,,,1979
After Dark Disco,Bars,,80 Ashland Ave,,Asheville,NC,"28802. Tel. (704) 253-5409. Open: 8pm-1:30am (last Sunday in October to first Sunday in April); 8pm-2:30am (first Sunday in April to last Sunday in April); 8pm-2:30am (first Sunday in April to last Sunday in October). Private Club. Dancing, entertainment, pin ball, pool table. Women have the upstairs for meetings once a month. ",**(**),"Bars, Clubs, Coffeehouses",,,,1979
Tree Top ,Bars,,85 Patton Ave,,Asheville,NC,Tel. 255-9921. Just gay men??,**,"Bars, Clubs, Coffeehouses",,,,1979
Scorpio Lounge,Bars,,2301 Freedom Dr,,Charlotte,NC,"Tel.(704) 373-9124. Largest game room, 480 square foot underlit dance floor, complete line of beverages and mixes, low prices, onsite parking. ",***,"Bars, Clubs, Coffeehouses",,,,1979
Charlotte Women's Center,Center,,1615 Lyndhurst Ave,,Charlotte,NC,"Tel (704) 334-9655. Lesbian nights, also library and referrals for lesbians. Newsletter (with photos). ",****(*),Organizations,,,,1979
A Women's Place,Center,,110 Henderson St,,Chapel Hill,NC,"PO Box 509, 110 Henderson Street; 27514. Tel. (919) 967-8006. Opening hours at present are irregular so don't give up... ""A Woman's Place is a resource center for women, currently located in the local Presbyterian Student Center. Lots of information about women's concerns and activities in this area and we sponsor programs, such as support groups, bag lunches, monthly forum series highlighting issues of concern to women: career advisory groups."" ",****,Organizations,,,,1979
Christopher's,Bars,,15 501 Chapel Hill Blvd,,Chapel Hill,NC,Tel. (919) 942-3536. Private members club - just gay men?,**,"Bars, Clubs, Coffeehouses",,,,1979
Brass Rail,Bars,,3513 Wilkinson Blvd,,Charlotte,NC,Tel;. 399-8413. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Club South ,Bars,,1708 South Blvd,,Charlotte,NC,Tel. 333-3859. ,MGM**,"Bars, Clubs, Coffeehouses",,,,1979
Oleen's Lounge,Bars,,1831 South Blvd,,Charlotte,NC,Tel. (704) 373-9604. Gay women and men. Showcase and disco. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Christopher's ,Bars,,Route 15-501,checked,Durham,NC,Route 15-501 (between Durham an Chapel Hill). ,**,"Bars, Clubs, Coffeehouses",,,,1979
Triangle Area Lesbian Feminists (T.A.L.F.),Organization and Service,,PO Box 2272,checked,Durham,NC,"27702. Tel. c/o YWCA Women's Center: (919) 688-4396. Regular meeting place at the YWCA. Activities cover social, educational, political, annual talent show, yard sale. ",**,Organizations,,,,1979
"Black Cat Cafe, Spirit Square",Restaurants,,110 E 7th St,,Charlotte,NC,Tel. 332-8182. Natural food restaurant. ,,,,,,1979
Josh's Restaurant,Restaurants,,224 East Blvd,,Charlotte,NC,"Tel. (704) 333-7007. ""Good home cooking."" open 11am-10pm. everyday. ",*,Restaurant,,,,1979
The Other Side,Bars,,457 W Russell St,,Fayetteville,NC,Tel. 483-9115. Disco. ,***,"Bars, Clubs, Coffeehouses",,,,1979
Herb's Lounge,Bars,,228 Hunt St,,Durham,NC,Tel. 682-9714. ,MGM**,"Bars, Clubs, Coffeehouses",,,,1979
The Palms ,Bars,,209 W Bellemeade,,Greensboro,NC,"Tel. (919) 373-9216. Private Women's Club. Open from 7pm till late. ""Elegant. All-women's bands on Friday nites. Snax. Membership cards available at 'happy nights disco'."" ",****,"Bars, Clubs, Coffeehouses",,,,1979
Happy Nights Disco,Bars,,2312 E. Bessemer Ave,,Greensboro,NC,"27405. Tel. (919) 363-9409. Open: Mon-Thurs 8pm-1:30am/2:30am on Fri & Sat; Sun 3pm-midnite. Showbar. ""More than just a bar- a place to come together."" ",**,"Bars, Clubs, Coffeehouses",,,,1979
The Bushes,Bars,,411 N Eugene,,Greensboro,NC,Tel. 373-9479. Just gay men?? ,**,"Bars, Clubs, Coffeehouses",,,,1979
Monroe's G.G.G. Lounge,Bars,,253 N Green St,,Greensboro,NC,,MGM**,"Bars, Clubs, Coffeehouses",,,,1979
Davey's ,Bars,,723 Kenilworth ,,Greensboro,NC,Dancing. ,**,"Bars, Clubs, Coffeehouses",,,,1979
C.C. of Raleigh/Mousetrap,Bars,,1622 Glenwood Ave,,Raleigh,NC,"27608. Tel. 755-9123. open: 9pm-2am. Private club. Food, dancing, pin ball.",**,"Bars, Clubs, Coffeehouses",,,,1979
"Women's Center, Quaker House",Center,,120 Woodburn Rd,,Raleigh,NC,Tel. 834-2223. ,****,Center,,,,1979
Paddock Club,Showbar,,1008 Dickerson Ave,,Greenville,NC,"Tel. (919) 752-9139. Open: Tues-Thurs & Sun 9pm-1:30am; Fri & Sat 8pm-1:30am; closed Mondays. ""Up-to-date disco""... but is it just gay men?? ",**,"Bars, Clubs, Coffeehouses",,,,1979
The Capital Corral,Bars,,313 W Hargett St,,Raleigh,NC,"27601. Tel. (919) 755-9599. Open: 8pm-1:30am (2:30am D.S.T.). Private club. Dancing, pool table, pin ball, ""Hot disco.""",MGM**,"Bars, Clubs, Coffeehouses",,,,1979
David's ,Bars,,114 Market St,,Wilmington,NC,"Tel. (919) 763-8068. Private club, Open: 8pm-2:30am. Closed Tuesdays. Recommended. ",***,"Bars, Clubs, Coffeehouses",,,,1979
Ye Ole Tavern,Bars,,12 Market St,,Wilmington,NC,"Tel. (919) 763-1236. Open: 8pm-1:30am, six nites a week; closed Mondays. No cover charge. Mostly gay men??",**,"Bars, Clubs, Coffeehouses",,,,1979
New Leaf Bookstore,Bookstores,,223 W. Bloodworth,,Raleigh,NC,,,,,,,1979
Cave Under The Hill ,Bars,,505 S 16th St,,Omaha,NE,"505 or 506 South 16th Street; 68102. Tel. 346-9983. Open: 7 days a week from 8pm-1am. ""Young clientele. 40% gay women on weekends."" Pool table, pin ball, dance bar, disco. Recommended. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Women's Resource Center,Centers,,14th and R st,checked,Lincoln,NE,"Room 116, Nebraska Union, 14th and 'R' Streets; 68588. Tel;. (402) 472-2597. Open: Mon-Fri. 10am-4pm. ",****,Center,,,,1979
Gullotta's Bottleneck,Bars,,1401 Jackson,,Omaha,NE,"1401 Jackson at 14th (on Jackson Street behind Police Station). Tel. 346-3030. Open: 9am-1am. ""Dance bar specializing in Mexican food."" ",****(?),"Bars, Clubs, Coffeehouses",,,,1979
M's,Restaurant,,10th and Howard,checked,Omaha,NE,10th and Howard (in the Old Market). ,*,Restaurant,,,,1979
Stage Door,Bars,,16th and Howard,checked,Omaha,NE,16th and Howard. Mostly gay men but Sunday evenings are best for gay women. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Swing Time,Bars,,29th and Cass,checked,Omaha,NE,29th and Cass. Very small. Pool table. ,**,"Bars, Clubs, Coffeehouses",,,,1979
New Hampshire Lambda,Group,,PO Box 1043,checked,Concord,NH,"03301. Tel: check GCN for current telephone numbers as they change because of volunteers' home service. ""We meet in people's homes, local gay clubs give us their space for benefits. Over 700 members and contact with many, many more lesbians and gay men in N.H. Our activities range from social, outdoor, educational, political to a good resource information service."" Mostly lesbian. ",**,Organizations,,,,1979
Lesbian Rights Task Force,Group,,,checked,Dover,NH,Tel. (603) 749-4278. ,,,,,,1979
Apple Tree Bookstore,Bookstores,,24 Warren St,,Concord,NH,Tel. (603) 228-8451. Full range of women's and gay titles. ,,,,,,1979
Women's Words Books,Feminist Bookstore,,Fountain Square,,Contookook,NH,"03229. Tel. (603) 746-4483. ""We are a bookstore specializing in out-of-print and hard-to-find books by and about women. We also carry a general line of used books and some gay male literature as well."" ",,,,,,1979
UNH Women's Center ,Center,,,checked,Durham,NH,"Room 134. Memorial Union Building, University of New Hampshire; 03824. Tel.(603) 862-1968. 10am-4pm daily. ""Workshops, varied programs and lectures, lending library, political and general resource center for women's interests and needs.""",****,Center,,,,1979
New Victoria Printers,Printing Service,,7 Banks St,,Lebanon,NH,(women's collective). 03766. Tel. (603) 448-2264. ,,,,,,1979
NOW Lesbian Rights Task Force,Group,,4 Valentine Hill Rd,,Durham,NH,Tel. (Durham) 02834. ,,,,,,1979
Women's Concern Center,Center,,20 Main St,,Littleton,NH,03561. Tel. 444-3349. Home of Tigris Euphrates lesbian/feminist bookstore. ,****,Center,,,,1979
Tigris-Euphrates,Feminist Bookstore,,20 Main St,,Littleton,NH,03561. Tel. (603) 444-3349. Lesbian/feminist books and records. Open: Tues-Sat. 10am-6pm. ,,,,,,1979
Manchester Civic Club,Bars,,,checked,Manchester,NH,Merrimack Street. tel. (603) 623-8264. ,**,"Bars, Clubs, Coffeehouses",,,,1979
484 Club,Bars,,484 Chestnut,,Manchester,NH,"(also called Queen's City Club), 484 Chestnut. Elegant showbar. Most popular with lesbians. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Daughters of Bilitis (DOB),Group,,PO Box 137,checked,Northwood,NH,"Write: Occupant, PO Box 137; 03261. Tel (603) 431-9857",**,Organizations,,,,1979
The Tudor,Bars,,361 Pine St,,Manchester,NH,,**,"Bars, Clubs, Coffeehouses",,,,1979
The Cityside Club/'David's',Bars,,,checked,Portsmouth,NH,Tel. (603) 659-5719 (Angela) or UNH Women's Center (603) 862-1968. Highly recommended. Membership is required for weekends.,**,"Bars, Clubs, Coffeehouses",,,,1979
Seaport Club ,Bars,,,checked,Portsmouth,NH,"Route 1 By-pass (on a hiway near main arteries, hotels and motels near traffic circle) 03801. Open: Monday thru Thursday 8pm-1:30am; Friday-Sunday 6:00pm-1:30am. Private club- membership $3 per year. No food. Cocktail lounge only. Disco dancing, entertainment, pool table, pin ball. Tel. (603) 436-9451. ",MGM**,"Bars, Clubs, Coffeehouses",,,,1979
New Jersey Gay Coalition,Service,checked,PO Box 137,checked,Morris Township,NJ,"Covent Station; 07961. ""A committee of delegates drawn from over a dozen N.J. community, university and religious groups.""",,,,,,1979
South Jersey Lesbian/Feminist Rap Line,Service,checked,,checked,,NJ,Tel: (609) 667-4766. ,,,,,,1979
New Jersey Gay Switchboard,Service,checked,,checked,,NJ,Tel. (609) 921-2565.,,,,,,1979
M & K Club,Bars,,319 Cookman Ave,,Asbury Park,NJ,07712. Tel. (201) 775-9694. This is a disco club with five bars and two disco floors. The entire second floor is for women only. Sunday nite show: 11:30pm. ,**(**),"Bars, Clubs, Coffeehouses",,,,1979
Challenge,Newsletter,,PO Box 137,checked,Morris Township,NJ,"Covent Station; 07961. This is the publication of the Gay Coalition. Local and national news, poetry, calendar of events and a very handy ""places to go"" column.",,,,,,1979
The Odyssey Club,Bars,,4247 Cookman Ave,,Asbury Park,NJ,07712. Tel. (201) 775-9694 or 774-6040. Showtime: 11pm on Sundays. Sunday brunch: 1-4pm. Recommended. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Archie's Lounge,Bars,,312 Cookman Ave,,Asbury Park,NJ,07712. Tel. 775-9741. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Asbury Hudson Hotel,Hotel,,331 Cookman Ave,,Asbury Park,NJ,07712. Tel. (201) 775-7087. Gay women and men. ,,,,,,1979
Atlantic City Gay News,Newspaper,,233 S 13th St,,Atlantic City,NJ,"Philadelphia, Pennsylvania; 19107. Tel. (215) 248-2228. Part of the Masco news chain. ",,,,,,1979
Top Of The Rail ,Bars,,12 S Mt. Vernon Ave,,Atlantic City,NJ,"08401. Tel. (609) 344-9418. Open 24 hours. Food, dancing, entertainment. ""A private women's bar with over 3,000 members."" Highly recommended. Downstairs is the Brass rail-mixed gay clientele. ",****,"Bars, Clubs, Coffeehouses",,,,1979
Lyle Place,Restaurants,,120 S New York Ave,,Atlantic City,NJ,"03401. Tel. (609) 345-0955, 7:30am-4pm. Lunch. ",*,Restaurant,,,,1979
Brass Rail,Bars,,12 S Mt. Vernon Ave,,Atlantic City,NJ,"08401. Tel. (609) 345-9535. Open 24 hours a day, seven days a week. ""The top of our bar caters to women and the bottom to both men and women. The atmosphere is relaxed and most local people find us the bar to go to after 10. Our food is entertainment, pool table, pin ball and bowling machine. Snacks served. Recommended. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Chez Disco/DCA ,Bars,,245 S New York Ave,,Atlantic City,NJ,08401. ,****,"Bars, Clubs, Coffeehouses",,,,1979
Mama Motts,Restaurants,,151 S New York Ave,,Atlantic City,NJ,08401. ,*,Restaurant,,,,1979
Chester Inn & Lounge,Hotel/Resort,,132 S New York Ave,,Atlantic City,NJ,"08401. Tel. (609) 345-1964. 100 rooms, swimming pool. Mostly gay men. ",,,,,,1979
Grant Central Resort,Hotel/Resort,,PO Box 1401,checked,Atlantic City,NJ,P.O. Box 1401; 08401. Mostly gay men. ,,,,,,1979
Sound Effects,Bars,,751 Washington Ave,,Belleville,NJ,"Tel. 759-5126. ""Very loud disco with a huge dance floor. About 50% gay women, local crowd.""",**,"Bars, Clubs, Coffeehouses",,,,1979
Lamplighter,Bars,,5 N Gate Plaza,,Camden,NJ,(right before Benjamin Franklin Bridge). Tel. 966-1421. Ring up for directions because it's hard to find. 50% gay women and highly recommended. ,**,"Bars, Clubs, Coffeehouses",,,,1979
South Jersey Lesbian/Feminist Rap Line,Service,,,checked,Cherry Hill,NJ,Tel. (609) 667-4766. ,,,,,,1979
Women Together,Center,,7 State St,,Camden,NJ,Tel. 881-4040. ,*****,Center,,,,1979
Penelope's ,Bars,,611 Central Ave,,East Orange,NJ,Tel. (201) 603-7710. Two disco bars. ,MGM**,"Bars, Clubs, Coffeehouses",,,,1979
Gatsby's ,Bars,,Route 70,checked,Cherry Hill,NJ,Route 70; 08002. Tel. 663-8744. Opened April '78. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Mine Hill Tavern ,Bars,,Randolph Ave,checked,Dover,NJ,Randolph Ave,***,"Bars, Clubs, Coffeehouses",,,,1979
Tea & Symphony ,Coffeehouse,,1550 Lemoine Ave,,Fort Lee,NJ,"Cardinale Square, 1550 Lemoine Avenue. Tel. (201) 947-9744. Open: Mon-Thurs: 11am-10pm; Fri & Sat: 11am-2am;Sun: 1pm-midnight. Crepes, salads, soups, desserts, chili. Live music Fridays, Saturdays and Sundays. ",****,"Bars, Clubs, Coffeehouses",,,,1979
My Sister's Place,Bookstores,,100 Main St,,Fort Lee,NJ,07024. Tel. (201) 944-2236. Walking distance from the George Washington Bridge. Feminist bookstore selling Gaia's Guide. Nice people. Very highly recommended. ,,,,,,1979
The Bell,Bars,,41 State Hiway,,Hackensack,NJ,"Tel (201) 487-1282. ""Two bars, disco dancing, a lounge, real fireplace burning in the winter, stage shows, a lounge, real fireplace burning in the winter, stage shows and a fantastic costume party every Halloween."" Recommended. ",**,"Bars, Clubs, Coffeehouses",,,,1979
Ladybug Inn,Bars,,6803 Bergeline Ave,,Guttenberg,NJ,"07093. Tel. (201) 869-9670. ""A quiet small tavern with a 90% lesbian clientele. Entertainment by small groups twice monthly. Excellent vibes and a great juke box."" Open: Thurs-Tues: 8pm-3am. ",****,"Bars, Clubs, Coffeehouses",,,,1979
Rap Lines,Rap Lines,,,checked,Morristown,NJ,"(201) 347-6234 before noon or weekends
347-3929 evenings or weekends
884-0653 evenings or weekends
455-9738 Monday evenings only",,,,,"No specific name listed, only a site type. I listed the site type name in the name column and site type column. ",1979
Closet Lounge,Bars,,North Blvd,checked,Landisville,NJ,North Blvd. and Auburn off Rt. 40 Tel. 697-9801. Bar and Restaurant. Open: 7pm-3am. Closed Weds. Disco dancing. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Gay Activists Alliance in Morris County,Organization ,,PO Box 137 Convent Station,checked,Morristown,NJ,"07961. Meetings: Morristown Unitarian Fellowship, Normany Heights, Morristown. tel. (201) 691-0388. ""Meetings are held in Morristown every Monday night using the facilities of the Fellowship. GAAMC is a non-profit organization whose aims primarily social, educational and political in nature. GAAMC serves the gay women and men in the areas of Morris, Essex, Sussex, and Warren Counties. We provide a friendly and informal atmosphere with programs designed to meet the needs and tastes of all- socail nites, speakers, bureau, movies, game nites, bloodbank to service our members, community disaster aid program, gay artist' group, and more."" Their publ. ""Challenge"". ",*,Organizations,,,,1979
Italian Kitchen ,Bar / Restaurants,,Route 94,checked,Newton,NJ,"Route 94 (off Route 206). ""Bar and food after 9pm. Saturday only. Attractive bar, friendly service, dancing to juke box."" Gay on weekends. Recommended by ""Challenge"". ",**,"Bars, Clubs, Coffeehouses",,,,1979
Murphey's ,Bars,,59 Edison Place,,Newark,NJ,07102. Tel. 622-9176. open 11am-2am-3am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Manny's Den,Bars,,111 Albany St,,New Brunswick,NJ,08901. Tel. (201) 545-7329. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Music Bar,Bars,,216 S Main St,,Phillipsburg,NJ,Tel. 454-9085. Open: 1pm-2am. ,**,"Bars, Clubs, Coffeehouses",,,,1979
Pad 1,Bars,,389 Madison Ave,,Paterson,NJ,,***,"Bars, Clubs, Coffeehouses",,,,1979
The Jazz Date,Bars,,321 State St,,Perth Amboy,NJ,"""New Gay Bar"". Shows on Saturday nites- no cover charge. ",**,"Bars, Clubs, Coffeehouses",,,,1979
J.T.'s Key Club,Bars,,295 Union Ave,,Paterson,NJ,"Open: 7am-3am. Dancing, pool table and pin ball. Small neighborhood dance bar. Some straights, but should be o.k. ",***,"Bars, Clubs, Coffeehouses",,,,1979
Gay Alliance of Princeton,Group,,306 Green Annex,,Princeton,NJ,"Princeton University; 08540. Tel. 452-5338 on Sunday, Monday, Tuesday and Thursday: 7:30pm-1:30pm. ""Peer counseling, legal and medical referrals, social activities. Meeting: Wednesday at 8pm at 185 Nassau Street, Room 128. ",*,Organizations,,,,1979
A Place Of One's Own,Restaurant,,64 Main St,,South River,NJ,"Tel. (201) 254-9774. ""A restaurant for feminists and their friends."" ",**,Restaurant,,,,1979
Night Moves,Bars,,21 Ferry St,,South River,NJ,"(formerly The Seashell), 21 Ferry Street. Tel. (201) 254-9812. Open: Wed-Sat: 8pm-2am; Sun: 2pm-2am; closed Monday and Tuesday. ""We are a small club with a very homey atmosphere. Sunday afternoons are great for relaxing, having a beer and playing some pool. Our evenings usually get busy after 10pm. All our people are fun, partying and friendly. Wednesday nights there is a price reduction on all drinks."" Dancing, pool table, Friday night D.J., hotdogs served. A highly recommended new place. ",****,"Bars, Clubs, Coffeehouses",,,,1979
