title,type,address,statewide.address,unclear.address,city,state,description,stars,star.type,Mentions Race?,Mentions Disability?,notes,year
Time Piece Lounge,No Site Type,1244 Argonne Dr,,,Natrona Heights,PA,Tel. 224-5035. ,**,"Bars, Clubs, Coffeehouses",,,,1991
"Gay and Lesbian Community Center of Colorado , Inc. ",Lesbian / Gay Community Center,1245 E Colfax ,,,Denver,CO,"Center address: 1245 East Colfax, (suite 319) 80218; mail to: PO Drawer E, Denver, CO, 80218; Tel. 831-6268 & 837-1598. Switchboard: Monday-Saturday, 4pm-10pm/Administrative hours: Monday-Friday, 10am-4pm. Say 'hi' from GAIA. Data call/library/meeting space/Women's Committee. ",,,,,,1991
Stars,Bars,1245 S Vandeventer St,,,St Louis,MO,Tel. 534-2737. Very popular-large screen tv/pin-ball/patio/security guards. ,****,"Bars, Clubs, Coffeehouses",,,,1991
The Junction,Bars,1261 King St,,,Jacksonville,FL,No phone. Beer and wine bar/disco/pool tables. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Encore- Cards & Gifts,"Books, Cards and Gift Shop",1266 Madison Ave,,,Memphis,TN,"(next to J Wags); Tel. 772-8963. Open noon to 9pm, Monday-Saturday. Ceramics, posters, calendars, T-shirts, Brass, cards, gift wrap, books, MAIL ORDER available on books (LARGEST selection in Mid-South). Lesbian/women's studies literature, women's music. ",,,,,,1991
J-Wags Lounge and Restaurant,Bar/Restaurant,1268 Madison Ave,,,Memphis,TN,"38104 (at Claybrook); Tel. 726-9011. Memphis only 24 hour gay bar (BYOB). Patio/food/wine screen TV/twin bar/game room/mixed crowd: drag/leather/-men and women. J-WAGS is the home of WINGS, a leather club & MEN OF LEATHER, shop is also located in the bar. The gay card and gift shop ENCORE has a door into the bar. Say 'hi' from GAIA. ",MGM**,Bar / Restaurants,,,,1991
Chute,Bars,1278 S Virginia,,,Reno,NV,Tel. 323-7825. Disco. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Gigglin' Pig,Gift Shop,1280 University Ave,,,San Diego,CA,Tel. 299-1887. ,,,,,,1991
Carmichael's ,Bookstores,1295 Bardstown Rd,,,Louisville,KY,"40204; Tel. 456-6950. Lesbian titles and women's studies/music/ticket sales. They carry books about violence against women. Pick up your copy of THE LETTER. Say 'hi' from Gaia. They sell GAIA'S GUIDE, & are open: Monday-Saturday 10am-10pm/Sundays, 11am-6pm. ",,,,,,1991
JJ's Pub,Bars,1300 27th St,,,Sarasota,FL,"(MLK Way); Tel. (813) 953-5945. 'Predominately women, Gay men welcome. Small dance floor, nice sound system, full liquor, 2 pool tables. Very quaint and a long time favorite gathering place for women. 'Open: 7 days a week, 4pm-2am. Recommended by Jamie Fox. Say 'hi' from GAIA. ",****(*),"Bars, Clubs, Coffeehouses",,,,1991
Outlines,Publications,1300 W Belmont ,checked,,Chicago,IL,60657; Tel. (312) 871-7610. Loads of Lesbian Resources. ,,,,,,1991
Mary A. Celeste,Attorneys,1301 Pennsylvania St,,,Denver,CO,80203. Tel. 863-1711. Affordable rates. ,,,,,,1991
P-Gee's,Bars,1302 Allo Marrero,,,New Orleans,LA,Tel. 340-0049. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Paradigm,Women's Bookstore,1302 Kettner Blvd,,,San Diego,CA,"92101; Tel. (619) 232-5909. Located at the corners of Kettner & A, near the downtown AMTRAK Station. Open: Monday-Friday, 8am-4:30pm & Saturdays. 10am-3pm. new this year & long over-due! (Ed.) Lesbian & Feminist books/Women's & Alternative music/ + 'as many other sideline items as space permits'. Say 'hi' to Karen from GAIA. ",,,,,,1991
Metro Travel,Travel Agents,1302 S Pearl St,,,Denver,CO,Tel. 744-7500. ,,,,,,1991
Drury Lane/Cafe Lafitte,Restaurants,1302-04 Drury Lane,,,Philadelphia,PA,Tel. 546-2656. ,,,,,,1991
Lifestyles Lounge,No Site Type,1303 Del Prado Blvd,,,Cape Coral,FL,33904/at S.E. 13th Street; Tel.(813) 772-4440. Dancebar/DJ/shows. Recommended. Say 'hi' from GAIA. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Lifestyles,Bars,1303 Del Prado Blvd,,,Fort Myers,FL,Cape Coral; Tel. 772-4440. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Staff of Life,Restaurants,1305 Water St,,,Santa Cruz,CA,Tel. 423-8065. ,,,,,,1991
Season's ,Bars,1306/08 Drury St,,,Philadelphia,PA,"Tel. 546-7134. Cocktails/music/video. Soup and hand carved sandwiches. Opens at 5pm, closes about 9pm. Sunday Tea Dance at 5pm-free buffet at 5:30. Obviously a great after work bar. ",****,"Bars, Clubs, Coffeehouses",,,,1991
DJ's,Bars,1308 St. Louis,,,Fort Worth,TX,Tel. 927-7321. ,***,"Bars, Clubs, Coffeehouses",,,,1991
Goering Book Center,Bookstores,1310 W University Ave,,,Gainesville,FL,Tel. 378-0363. Women's studies. ,,,,,,1991
Lesbian Resource Center,Lesbian Center,1315 Skiles,,,Dallas,TX,Tel. 821-3999. ,,,,,,1991
Flutters,Bars,1316 Westover Rd,,,Albany,GA,Tel. 888-7972,*,"Bars, Clubs, Coffeehouses",,,,1991
Psychological Alternatives,"Health Centers/Counseling and Therapy, Etc.",1326 Spruce St,,,Philadelphia,PA,19107; Tel. 546-1767. ,,,,,,1991
Shirley's Place,Bars,1341 Capital St,,,Indianapolis,IN,Tel. 632-9931. Male dancer nights. ,MGM**,"Bars, Clubs, Coffeehouses",,,,1991
Ziegfeld's,Bars & Bar/Restaurants,1345 Half St SE,,,Washington,DC,Tel. 554-5141.  Bar/Restaurant + disco. ,****,Bar / Restaurants,,,,1991
Sisterhood Bookstore,Feminist Bookstore,1351 Westwood Blvd,,,Los Angeles,CA,"90024; Tel. 477-7300. Complete selection of feminist and lesbian books + pamphlets/journals/record albums/children's books/posters and jewelry. Local and international mail-order/information on local events. Author appearances, readings, etc. They sell GAIA'S GUIDE & LESBIAN NEWS. One of the friendliest bookstores in the world - say 'hi' from GAIA FREE MAIL ORDER CATALOGUE. ",,,,,,1991
Folkways Natural Foods Cafe,Restaurants,1351 Williamson St,,,Madison,WI,"Tel. 255-7085. Open: 7:30am-8:30pm & 7:30am-2:30pm, Sun & Mon",,,,,,1991
National Center For Lesbian Rights,Victim / Emergency Services,1370 Mission St,,,San Francisco,CA,"94103; Tel. 621-0674. 'Promoting Justice of the Lesbian Community Since 1977'. Co-parenting, lesbians choosing children, custody and much, much more. Say 'hi' from GAIA. ",,,,,,1991
The 8th Day,Bars,1382 Poplar St,,,Memphis,TN,Predominantly women. ,****,"Bars, Clubs, Coffeehouses",,,,1991
Club Isis,Bars,1400 W 6th St,,,Cleveland,OH,Tel. 589-5966. Disco: nice atmosphere. Private club. ,****,"Bars, Clubs, Coffeehouses",,,,1991
National Organization For Women,N.O.W.,1401 New York Ave NW,,,Washington,DC,"suite 300, 20005; Tel. 347-2279. Sponsor of Lesbian Rights Conference, annual. ",,,,,,1991
Coast Inn,Hotel,1401 South Coast Highway,,,Laguna Beach,CA,Tel. 494-7588. ,,,,,,1991
Lesbian & Gay Illini,Lesbian/Gay Student Organization,1401 W Green,,,Urbana,IL,"270 Illini Union, 1401 West Green, 61801; Tel. 333-1187. ",*,"Bars, Clubs, Coffeehouses",,,,1991
Gay & Lesbian Illini,Student Group,1401 West Green,,,Urbana,IL,"270, Illini Union, 1401 West Green, 61801. Very helpful people, say 'hi' from GAIA. Tel. 333-1187. ",*,Group,,,,1991
Snick's Place,Bars,1402 S 4th St,,,Reno,NV,Tel. 385-9298. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Martique,Bars,1403 N Main,,,Dayton,OH,Tel. 228-1050. Cocktail lounge with dance area/juke box. ,***,"Bars, Clubs, Coffeehouses",,,,1991
Alternative,Bars,1404 1/2 Gervais St,,,Columbia,RI,Tel. 252-8144. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Lesbian Resource and Counseling Center,Clinics/Health Centers/Counseling,1407 S St NW,,,Washington,DC,"of the Whitman-Walker Clinic, 1407 'S' Street NW/near Columbia Road; Tel. 332-5935 + 797-3500, information in Spanish: Tel. 328-0697, HOTLINE: Tel. 833-3234/Every night, 7pm-11pm. Counseling, outreach and Gyn. care. ",,,,,,1991
High Energy,Bars,1409 Collier St,,,Winston-Salem,NC,"Tel. 768-7088. Write PO Box 26351; - GAY owned and operated night club/show-bar with patio (for cook outs). It's WOMEN ONLY on Thursday nights. Open: 5pm, Monday-Saturday & 3pm, on Sundays. private club, I think. Must be 18+ to get in. ",**(**),"Bars, Clubs, Coffeehouses",,,,1991
Berkeley Women's Inn,Guest Houses,1411 Allston Way ,,,Berkeley,CA,"94702; Tel. (415) 849-4524. lesbian household with one charming guest room and hot-tub. $45.00 per night. Write or phone up first, -no drop-ins. ",,,,,,1991
Womantrek,Women's Holiday and Travel Agency,1411 E Olive Way,,,Seattle,WA,"Tel. 325-4772. DOZENS of letters each year recommend this great old-timer. Adventure holidays for women, say 'hi' from GAIA. ",,,,,,1991
Kismet South,Bars,1412 Southern Blvd,,,West Palm Beach,FL,Tel. 683-6928. ,***,"Bars, Clubs, Coffeehouses",,,,1991
Hombres,Bars,1413 14th Ave,,,Seattle,WA,"Tel. 323-2158. Friendly neighborhood type place, 'women welcome'. ",,,,,,1991
The Max,Bars,1415 Jackson St,,,Omaha,NE,at 15th Tel. 346-4110. ,**,"Bars, Clubs, Coffeehouses",,,,1991
The Townhouse,Bars,1415 University Ave,,,St Paul,MN,Tel. 646-7755. Disco/restaurant/pool tables/drag shows. ,**,"Bars, Clubs, Coffeehouses",,,,1991
The Lesbian/Gay Community Service Center,Gay/Lesbian Center,1418 W 29th St,,,Cleveland,OH,"Tel. 781-6736-HOTLINE; Monday- Friday, 7pm-11pm/Saturday & Sunday, 3pm-11pm; taped message. Office phone: 522-1999. Many groups and events, women's coffeehouse nights, etc. ",***,Centers,,,,1991
Lammas,Lesbian Bookstore!,1426 21st NW,,,Washington,DC,"Tel. 775-8218. Full selection of Lesbian/Feminist/Gay/Non-Sexist Children's titles. they sell GAIA'S GUIDE + cards/buttons/T-shirts/records, cassettes/CD's/jewelry and other gift items. MAIL IRDER SERVICE/bulletin board for community events/resource books for housing/jobs/support groups + ticket sales for cultural and local events. They have expanded this DuPont Circle store in order to provide their customers with the best Lesbian literature/music and gifts. Say 'hi' from GAIA. ",,,,,,1991
El Goya,Bars,1430 E 7th Ave,,,Ybor City,FL,Tel. 247-2711. Show bar and disco. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Le Chat,Bars,1435 E Broadway,,,Long Beach,CA,Tel. 432-4146. A woman's bar for all. ,****,"Bars, Clubs, Coffeehouses",,,,1991
The Loft,Theatre,1441 E. Fletcher Ave,,,Tampa,FL,"Suite 2425, 33612; Tel. 972-3383. Owned and Produced by Wendy Leigh & Jenni Person. Ring for details. ",,,,,,1991
Joan's Place,Bed & Breakfast For Women,1443 Poinsett Dr,,,Chapel Hill,NC,"27514; Tel. 942-5621. ""Rustic, quiet, country-setting house. Two miles south of Chapel Hill. Centrally located in the Raleigh-Durham area. Open year-round. Reservations are encouraged. 1/2/ deposit required"". Say 'hi' from GAIA. ",,,,,,1991
Metro,Bars,1445 Tuolmne,,,Fresno,CA,Tel. 237-9540. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Four Seasons,Bars,1447 Acushnet,,,New Bedford ,MA,"Tel. 997-9915. Bar/Disco/Drag. Open: 7 days, 4pm-2am. ",**(**),"Bars, Clubs, Coffeehouses",,,,1991
Bock's Bed & Breakfast,Hotel/Motels/Guest Houses,1448 Willard St,,,San Francisco,CA,"94117 (corner pamassus); Tel. (415) 664-6842. Lovely 1906. Edwardian residence in the Parnassus Heights area of San Francisco. Beautiful views of the city. Private or shared bath, decks, TV, phones, refrig,. & a delicious continental breakfast served in a restored wood paneled dining room. 2 blocks from Golden Gate Park. Close public transportation. No pets/No smoking. 2 nights minimum. Your host:a native San Franciscan enthusiastic about her city. Be sure and say 'hi' from GAIA'S GUIDE. Newly renovated in 1991. ",,,,,,1991
Mainstreet ,Bars,1460 S Coast Highway,,,Laguna Beach,CA,Tel. 494-0056. ,MGM**,"Bars, Clubs, Coffeehouses",,,,1991
Memphis Center For Reproductive Health,Health Center,1462 Poplar,,,Memphis,TN,"at McNeil, 38104; Tel. 274-3550. Non-profit feminist health clinic offering a full range of gyneacological care. ",,,,,,1991
1470 West,Bars,1470 W Dorothy Lane,,,Dayton,OH,Tel. 293-0573. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Crazy Ray's,Restaurants,1492 Piedmont Blvd,,,Atlanta,GA,Tel. 873-4655. Show-bar/restaurant/breakfast/lunch/dinner & Sunday brunch. ,*,Restaurants,,,,1991
Beyond The Closet Bookstore,Lesbian / Gay Bookstore,1501 Belmont Ave,,,Seattle,WA,"at East Pike Street, 98122; Tel. (206) 322-4609. Seattle's EXCLUSIVELY lesbian & gay bookstore, carrying fiction, non-fiction, poetry, humor, games, magazines, erotica/ Also: readings and autographings. OPEN EVERY DAYS!- call for hours. They sell GAIA GUIDE, say 'hi' from GAIA. ",,,,,,1991
Paperback Traffic ,Alternative/Gay/Lesbian Bookstores,1501 Polk St,,,San Francisco,CA,"(at California); Good selection of feminist, lesbian and gay books-over 700 titles. They sell GAIA'S GUIDE, foreign and domestic magazines. ",,,,,,1991
Upstage 54,Bars/Restaurants ,1501 White,,,Knoxville,TN,Tel. 522-6966. ,**,Bar / Restaurants,,,,1991
Shades of Lavender,Feminist Bookstore,1502 Hendricks Ave,,,Jacksonville,FL,"32207; Tel. (904) 346-3182. Books/unique gifts/novelties/speciality jewelry. Say 'hi' from GAIA, they sell GAIA'S GUIDE. ",,,,,,1991
Women's Works Bookstore and Art Gallery,Feminist Bookstore/Local Information Center,1506 Harrison,,,Davenport,IA,"52803/at 15th St; Tel. 326-4518. Lesbian titles/non-sexist children's books, women's music, posters jewelry, buttons, T-shirts, local info/bulletin board. Reading tables, authors' nights, LESBIAN WOMEN SUPPORT GROUP MEETINGS. They sell GAIA'S GUIDE, say 'hi' from GAIA. ",,,,,,1991
Neighbours,"Restaurants and Cafes, Etc. ",1509 Broadway,,,Seattle,WA,Tel. 324-5358. All you can eat lunches and dinners. lesbian hang-out. ,,,,,,1991
San Jose,Restaurants,1510-C Piedmont Ave,,,Atlanta,GA,Tel. 872-9747. Mexican food. ,*,Restaurants,,,,1991
Stagedoor,Bars,1512 Howard,,,Omaha,NE,Tel. 342-8712. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Maggie's ,Bars,1515 S Harrison St,,,Amarillo,TX,Tel. 372-5081. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Golden Crown Restaurant and Lounge,Show-Bar,1516 2nd Ave,,,Seattle,WA,Tel. 522-5304. Reservations recommended if you want to see the shows. ,**,"Bars, Clubs, Coffeehouses",,,,1991
Townhouse,Restaurants,1517 21st St,,,Sacramento,CA,Tel. 441-5603. ,,,,,,1991
Three Birds Bookstore and Coffeeshop,Feminist Bookstore and Cafe,1518 7th Ave,,,Tampa,FL,33604 (Ybor City); Tel. 247-7041. Small press; feminist Lesbian literature. ,,,,,,1991
Real Luck Cafe,Bars/Restaurants ,1519 Penn Ave,,,Pittsburgh,PA,Strip District; Tel. 566-8988. Recently opened by the former proprietor of Traveler's Bar.,,,,,,1991
Bay Windows,Publications,1523 Washington St,,,Boston,MA,"02118; Tel. (617) 266-6670. 'Political mainstream' Gay-Lesbian newspaper. Very thorough calendar of events & activities. Now available: 2 Women's Herstory Tour books; 'The Grandes Dames of Boston' (also includes Cambridge & Lowell) and 'Women's Walkabouts Down Under' (Australia & New Zealand) IN bookstore or order from: Ribe, PO Box 996, Cambridge, MA 02238",,,,,,1991
Lee Cafe,Restaurants,1529 Lee St,,,Fort Myers,FL,Tel. 332-5335. Breakfast/lunch/dinner.,*,"Bars, Clubs, Coffeehouses",,,,1991
Station No. 2,Bars,1534 W Grant St,,,Milwaukee,WI,The Eastern Connection; Tel. (414) 383-5755. ,****,"Bars, Clubs, Coffeehouses",,,,1991
"Galaxy (née, In Touch)",Bars,1535 Commercial Way,,,Santa Cruz,CA,Tel. 462-1611. ,***,"Bars, Clubs, Coffeehouses",,,,1991
Liz Matthews,Attorneys,1535 Grant St,,,Denver,CO,(suite 250); Tel. 831-4500. ,,,,,,1991
D.J.'s ,Bars,1535 Olympic Blvd,,,Walnut Creek,CA,Tel. 930-0300. ,,,,,,1991
Corland's ,Restaurants and Cafes,1538 Braodway,,,Long Beach,CA,,,,,,,1991
Girlfriend's Bookstore,Women's Bookstore,1540 South St,,,Philadelphia,PA,"Tel. (215) 546-4270. 'New Women's Bookstore, Women-of-Color Owned.' Books & periodicals about lesbian & feminist subjects, writers of color, gay subjects, children, the arts + Cards + CD's + Tapes + Jewelry, etc. Visiting Writers Series/ Community Events & much, much more. A very welcome new addition to our scene. be sure to say 'hi' from GAIA. ",,,checked,,,1991
Ansley Mall Bookstore,General Bookstore,1544 Piedmont Ave,,,Atlanta,GA,Tel. 875-6492. Feminist and lesbian titles. They sell GAIA'S GUIDE. ,,,,,,1991
Mountain Moving Coffeehouse,Coffeehouse,1545 West Morse,,,Chicago,IL,"(at Morse & Ashland) Chicago, Illinois; Tel. (708)584-1255. Drug and alcohol free space. The very, very best in women's entertainment. Some of their shows include appearance by Alix Dobkin, Sonia Johnson and some reallt great local talent. Films/art shows/discussion/and dances, too. Admission is always a suggested donation only. PLEASE NOTE: Front row seats at all events are reserved for the hearing impaired and differently abled. MOUNTAIN MOVING is open: Saturdays ONLY, from 7:30pm. Don't miss!!! Say 'hi' to Martha, from GAIA. ",****,"Bars, Clubs, Coffeehouses",,,,1991
Golden Gate Business Association,Business and Trade Organization,1550 California St,,,San Francisco,CA,94109; Tel. 441-3651/(800) 272-0278. Referrals. San Francisco's predominantly lesbian and gay chamber of commerce; members display the GGBA decal in their shop windows. Referral service: 11am-4pm weekdays. Monthly networking events. ,,,,,,1991
Draper World Travel,Draper World Travel,1551 4th Ave,,,San Diego,CA,"(suite 104), 92101-3149; Tel. 531-0070. ",,,,,,1991
Friends Lounge ,Bars,1551 Lejeune Blvd,,,Jacksonville,NC,Tel. 353-9710. Private club: disco & a highly recommended show-bar; (No food). ,**,"Bars, Clubs, Coffeehouses",,,,1991
Legend's Cafe,Restaurants,1560 NE 4th Ave,,,Fort Lauderdale,FL,(Wilton Dr)/next to Ft Lauderdale High School; Tel. 467-CAFE. ,*,Restaurants,,,,1991
Hamburger Mary's ,Restaurants,1582 Folsom St,,,San Francisco,CA,"Tel. 626-5767. For others, it's this... South-of-market... Anything goes... Spot. Definitely worth a visit. ",*,Restaurants,,,,1991
Blue Angel West,Bars,1583 Bandera,,,San Antonio,TX,Tel. 341-2818. ,****,"Bars, Clubs, Coffeehouses",,,,1991
Smoke Tree Villa Resort,Resorts / Guest Houses,1586 E Palm Canyon Dr,,,Palm Springs,CA,92264; Tel. (619) 323-2231. Women only. ,,,,,,1991
The Coffee House On The Hill,Restaurants,1600 E Colfax,,,Denver,CO,"(Fanny's Corner/2nd floor); Tel. 333-8545. Women-owned. Homemade/Freshly Baked/ Gourmet coffees & teas/Non-smoking rooms/Meeting rooms.Open: Tuesday-Thursday & Sunday, 11:30am-10pm/Frida & Saturday till 1am. Closed Mondays. ",,,,,,1991
Chateau Le Fluer,Resorts / Guest Houses,1600 E Palm Canyon Dr,,,Palm Springs,CA,"92264; Tel. (619) 322-5438. ""A private resort"" owned by 2 gay guys. ",,,,,,1991
The 1601 Club,Bars,1601 Park Pl,,,Fort Worth,TX,Tel. 926-0707. ,,,,,,1991
Women's Resource Center,Centers,1608 Woodmont ,,,Nashville,TN,YWCA. Tel. 385-3952. General services for women. ,,,,,,1991
