"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","year","publication","country","geocode.value","lon","lat","geoAddress"
"Moonstorm","Publications","P.O. Box 4201, 63118","checked","St. Louis","MO","Lesbian/femlnist
publication—big newsletter style. Monthly.Free. $1.00 per copy- $6.00 per year.","-","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"N.O.W./Southwest County","Groups","P.O. Box 3453, 63143","checked","St. Louis","MO","Tel.965-1105. And see MOONSTORM for correct, current details.","-","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Gay Crisis Intervention Hotline","Bars","","checked","St. Louis","MO","Tel.(314) 0084.Monday to Friday, 6-11pm; Sat & Sun. noon-6pm.","**","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Lesbian Mothers Rap Group","Lesbian Mothers","","checked","St. Louis","MO","Tel. 865-4623. ""We meet regularly on Saturday evenings at 7:30 to discuss problems in dealing with children, custody cases and other concerns"". Open to lesbian mothers and supporters. See MOONSTORM for correct current details","**","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Midcontinent Life Services Corp.","Centers"," 10 South Euclid Avenue, 63108.","","St. Louis","MO","Tel.(314) 367 0492.Open: Monday to Friday 9am-5pm. Gay social service agency. Emergency housing, crisis intervention and legal resources. Publisher of various publications ""Prime Time"", media watchdog, etc.","***(?)","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Metropolitan Community Center","Bars","5108 Waterman Blvd., 631108","","St. Louis","MO"," Tel.361-7264.Switchboard, religious and social activities, counselling and referrals. Gay women’s rap group, 2nd and 4th Friday of each month at 8pm. The Christian church with an outreach to the gay community.","-","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Middle Of The Road","Bars"," 1077 South Newstead","","St. Louis","MO","Tel. (314) 652-4438.Open: Mon-Fri 4pm-1.30am; Sat noon-1.30am; closed Sun. Private club. Feminist bar, feminist atmosphere. Snacks, dancing, pool table, occasional women’s entertainment. Highly recommended.","***(?)","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Potpourri","Bars"," 4755 McPherson","","St. Louis","MO","Tel.(314) 361-9203. Downstairs from ""The Bottom of the Pot"". Recommended.","****","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Herbie's","Bars"," One Maryland Plaza","","St. Louis","MO","Tel.(314)361-6200. Restaurant, bar and disco. ""Extremely popular with attractive decor and live plants. Good dance floor and membership cards free"". Open 4:30pn-l:30 am.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Kitty Kat Club","Bars","2800 California","","St. Louis","MO","Tel.776-5083","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Balaban's","Bars","405 North East Euclid","","St. Louis","MO"," Tel.361-9071. Open: 10am-10pm. Restaurant and bar. ","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Charlie’s","Bars","719 North 6th Street","","St. Louis","MO","Tel.621-9624.Open: 4pm-1.30am. Mostly gay men.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Club 115","Bars","115 North 9th Street","","St. Louis","MO","Open: 4pm-1.30am","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Golden Gate Bar","Bars","3542 Olive Street","","St. Louis","MO","Tel.371-6510.Open: 4pm-1:30am. Disco","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Martin's","Bars","201 South 20th Street","","St. Louis","MO","Tel.421-3242. Open: 9.30pm-1:30am. Disco","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Faces","Show-Bars","130 Collinsville","","St. Louis","MO","200-seat show bar. Huge disco on another level. Private bar for women only. Big name live entertainment. Highly recommended.","**(**)","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"City Cousin Restaurant","Restaurants","4111 Lindell, 63108","","St. Louis","MO","Tel (314) 535-2465. Open: Sun, Tues, Wed & Thurs. 6pm-10pm; Fri 6pm-11pm; Sat 6pm-midnight; closed Mon. ""Country-style French cooking. Dinners from $6.50-$9.00 incl. salad, potato or veg. Comfortable atmosphere."" Highly recommended","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Jefferson Avenue Boarding House","Restaurants","3265 South Jefferson","","St. Louis","MO","Tel. 771-4100.""....very unusual restaurant...""","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Llewellyn's Welsh Pub","Restaurants","4747 McPherson","","St. Louis","MO","Tel. 361-3003. Bohemian atmosphere. ","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Balaban's","Restaurants","405 North Euclid","","St. Louis","MO","Tel. 361-9701. Lunches and evening meals. French food. ","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Herbie's ","Restaurants","One, Maryland Plaza","","St. Louis","MO","Tel. (314) 771-4100. ""Sensational food and great service.""","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"The Woman’s Eye","Bookstore"," 6344 South Rosebury, 63105","","St. Louis","MO"," Tel.(314) 721-1616.Feminist bookstore and library. Women’s resource center, records, buttons, posters, T-shirts, jewlery, pottery. Open-11:30am-8pm. Weds/ Thurs/ Fri. & 11 am-5 pm Sat. They sell GAIA'S GUIDE. ","-","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"The Bookshelf","Bookstore"," 1116 Olive","","St. Louis","MO"," Tel.241-3260.","-","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"The Bookshelf","Bookstore","10 North Euclid","","St. Louis","MO"," Tel.361-3521. General bookstore — gay/feminist section.","-","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Olive Street News","Bookstore"," 3608 Olive","","St. Louis","MO","Tel.371-133O.Open; 11am-6pm. Gay titles for men and women.","-","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Left Bank Books","Bookstore","399 North Euclid, 63108","","St. Louis","MO","Tel. (314) 367-6371.Gay books, feminist books and Gaia’s Guide. Open: Mon. 10an-6pm; Tues/Sat. 10am-.l0pm.--Records, posters, bulletin board, coffee & tea served. They also sell used books.","-","","",NA,"",1981,"Gaia's Guide","United States","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"The Galaxy","Bars","300 College","","Springfield","MO","Tel. (417)866-8826.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Springfield, MO, United States",-93.2922989,37.2089572,"springfield, mo, usa"
"Homo on the Range","Publications"," P.O. Box 8896, 59807","checked","Missoula","MT","Tel.(406)728-8758. The publication of Out in Montana. Free—but donation appreciated.","-","","",NA,"",1981,"Gaia's Guide","United States","Missoula, MT, United States",-113.9940314,46.8721284,"missoula, mt, usa"
"Crystal Lounge","Bars","Broadway at 1st Avenue","","Billings","MT","""Might be gay - might not be?""","(?)","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Billings, MT, United States",-108.5006904,45.7832856,"billings, mt, usa"
"Amazon Spirit","Publications","Box 523, 59601","checked","Helena","MT"," The publication of THE MONTANA LESBIAN COALITION. Bi-montnly: $5.00 per year.","-","","",NA,"",1981,"Gaia's Guide","United States","Helena, MT, United States",-112.0391057,46.5891452,"helena, mt, usa"
"Montana Lesbian Coalition","Groups"," P.O. Box 523, 59601","checked","Helena","MT","$7.50 per year includes subscription to bi-monthly ""Amazon Spirit"". ""HLC 13 a statewide organization providing contacts, info and support to lesbians in Montana. Regular meetings not yet held but MLC occasionally co-sponsors cultural events, etc.","**","Organizations","",NA,"",1981,"Gaia's Guide","United States","Helena, MT, United States",-112.0391057,46.5891452,"helena, mt, usa"
"Helena Women's Center","Women's Centers","146 East 6th, 59601","","Helena","MT","Tel.(406)443-5353.Contact them for correct current details about the activities of the LESBIAN FEMINIST UNION and GAY WOMEN'S NETWORK. Helpful people.","****(*)","","",NA,"",1981,"Gaia's Guide","United States","Helena, MT, United States",-112.0391057,46.5891452,"helena, mt, usa"
"Out in Montana","Groups","P.O. Box 8896, 59807","checked","Missoula","MT","Tel.(406)728- 8758. ""A statewide group of lesbians and gay men involved in gay rights activities and sponsoring periodic social functions. Their publication HOMO ON THE RANGE is free but donations are : Encouraged and greatly appreciated.","*","","",NA,"",1981,"Gaia's Guide","United States","Missoula, MT, United States",-113.9940314,46.8721284,"missoula, mt, usa"
"Women's Resource Center","Women's Centers","University Center. 59812","","Missoula","MT","Tel. 243-4153. Open Mon-Fri. 9am-4pm. The center services are primarily, but not exclusively for students. Contact with Missoula Gay Women’s Network should be made through them. Their publication: MONTANA WOMEN'S RESOURCE. You w ill find them extremely helpful.","****(*)","","",NA,"",1981,"Gaia's Guide","United States","Missoula, MT, United States",-113.9940314,46.8721284,"missoula, mt, usa"
"Al & Vic's Bar","Bars","199 W. Alder, 59801","","Missoula","MT","Tel. (406) 728-9970. They say ...""we feel this is basically a bisexual singles bars - some weirdo’s but mostly O.K. Friday is swap night!"" (They get five stars for honesty.) Open: 7am-2am. Pool table, pin ball.","","","",NA,"",1981,"Gaia's Guide","United States","Missoula, MT, United States",-113.9940314,46.8721284,"missoula, mt, usa"
"Pathway Lounge","Bar/Restaurant","280 Henderson Street, 07302","","Jersey City","NJ","Tel. 434-3659.","**","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","Jersey City, NJ, United States",-74.0431435,40.7177545,"jersey city, nj, usa"
"Pad I","Bars","389 Madison Avenue","","Paterson","NJ","","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Paterson, NJ, United States",-74.171811,40.9167654,"paterson, nj, usa"
"The Asylum","Bars","","checked","Wallington","NJ","Tel. (201)491-3859. Encouraging gay patronage. Wallington is north
of Rutherford and east of Passaic. Phone up for directions.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Wallington, NJ, United States",-74.1137537,40.8531553,"wallington, nj, usa"
"Sound Effects","Bars","751 Washington Avenue","","Belleville","NJ","Tel.759-5126. VERY loud disco with a huge dance floor. About 50% gay women—local crowd.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Belleville, NJ, United States",-74.1500469,40.7936744,"belleville, nj, usa"
"Albion Hotel/Motel","Hotel","Second Avenue & Boardwalk","","Ashbury Park","NJ","Tel. 776-8300.","-","Hotels, Motels, Services","",NA,"",1981,"Gaia's Guide","United States","Ashbury Park, NJ, United States",-74.0120817,40.2203907,"asbury park, nj 07712, usa"
"My Sister's Place","Feminist Bookstore","100, Main Street, 07024","","Fort Lee","NJ","Tel. (201) 944-2236. They sell GAIA'S GUIDE and are very nice people.--Walking distance from the George Washington Bridge.-- A very highly recommended place. ","-","","",NA,"",1981,"Gaia's Guide","United States","Fort Lee, NJ, United States",-73.9701381,40.8509333,"fort lee, nj 07024, usa"
"Gay Activists Alliance/Morris County,","Groups"," P.O. Box 137, 07961","checked","Morristown","NJ","Tel.(201 )762-6217.Meetings at: Morristown Unitary Fellowship, Normandy Heights,Morristown. All gay women and _  ","*","Organizations/Groups","",NA,"",1981,"Gaia's Guide","United States","Morristown, NJ, United States",-74.4815438,40.7967667,"morristown, nj 07960, usa"
"Odyssey Club","Bars","427 Cookman Avenue","","Ashbury Park","NJ","Tel.(201)775- 9819- Showtime: 11pm on Sundays; Sunday brunch: 1-4pm. Recommenced.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Ashbury Park, NJ, United States",-74.0120817,40.2203907,"asbury park, nj 07712, usa"
"M & K Club","Bars","319 Cookman Avenue, 07712","","Ashbury Park","NJ","Tel.(201)775 9694.This is a disco club with five bars and two disco floors. The entire second floor is for women only. Sunday is show night at 11:30pm. Very, very highly recommended.","**(**)","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Ashbury Park, NJ, United States",-74.0120817,40.2203907,"asbury park, nj 07712, usa"
"Forty West","Bars","40 West State Street","","Trenton","NJ","","**(?)","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Trenton, NJ, United States",-74.759717,40.2205824,"trenton, nj, usa"
"Chez Disco/DCA","Bars","245 South New York Avenue","","Atlantic City","NJ","Tel. 344-9876.","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Atlantic City, NJ, United States",-74.4229266,39.3642834,"atlantic city, nj, usa"
"Mama Mott’s","Restaurants","151 South New York Avenue, 08101","","Atlantic City","NJ","","*","Restaurants","",NA,"",1981,"Gaia's Guide","United States","Atlantic City, NJ, United States",-74.4229266,39.3642834,"atlantic city, nj, usa"
"Sapphic Sisters","Groups","P.O. Box 2104, 07083","checked","Union","NJ","Tel.(201)757-
1073-Hotline, monthly newsletter, regular meetings and other
happenings. Counseling and referrals. Alternate phone
number: 245-7024 Also: Amazon Autumn Conference committee/organizes all lesbian yearly conference in New
Jersey—workshops on politics, health,sexuality, etc.","**","","",NA,"",1981,"Gaia's Guide","United States","Union, NJ, United States",NA,NA,NA
"Emerald City","Bar/Restaurant","Rte. 70, 08401","","Cherry Hill","NJ","Tel.(215)923-0233.Dinners ""rom 7pm—disco from 10pm. Weds/Fri/Sat. Alternate phone number: (609)488-0222.","**","Bar/Restaurant","",NA,"",1981,"Gaia's Guide","United States","Cherry Hill, NJ, United States",-75.0246312,39.926813,"cherry hill, nj, usa"
"Mine Hill Tavern","Bars","Randolph Avenue","","Dover","NJ","Tel. 366-9611","***","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Dover, NJ, United States",NA,NA,NA
"Lamplighter","Bars"," 5, North Gate Plaza","","Camden","NJ"," Tel. 966-1421. Ring up for directions because it’s hard to find. About 50% gay women and very highly recommended.","**","Bars, Clubs, Coffeehouses","",NA,"",1981,"Gaia's Guide","United States","Camden, NJ, United States",NA,NA,NA
"Herizon","Feminist Bookstore"," 92 1/2 Elm Street, 07960","","Morristown","NJ","Tel. (201) 267-3858.Records, buttons, jewelry, posters,concert tickets, book parties, mail order service, bulletin board, referral service . menstrual sponges, T-shirts & GAIA’S GUIDE.","-","","",NA,"",1981,"Gaia's Guide","United States","Morristown, NJ, United States",-74.4815438,40.7967667,"morristown, nj 07960, usa"
