"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","Last.Modified","Notes.2","year","publication","country","geocode.value","lon","lat","geoAddress"
"Everywoman's Center","Women's Center","14 Center St","","Provincetown","MA","Box 949 for mail; location 14 Center St 02657. Supposed to be open from 4-6pm. Check it out and report back. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Cafe Edwige","Restaurant","333 Commercial St","","Provincetown","MA","Breakfast, lunch, dinner, full bar. 'Excellent food and very pleasant atmosphere.'","*","Restaurants","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Vorelli's","Bars/Restaurants","228 Commercial St","","Provincetown","MA","Mail PO Box 901; 02657. No phone. Very popular restaurant with show bar/lounge area. They feature women entertainers as well as men. The atmosphere is always extremely pleasant and the central location is excellent. Clientele: gay women and men and a few others. Summer season only. Very highly recommended. ","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Pied Piper","Bars","193 Commercial St","","Provincetown","MA","Mail to PO Box 680; 02657. Location: 193 commercial Street 02657 (Alley) Tel. 487-1527. Top disco, top entertainment, excellent restaurant, game room, piano bar, pinball and pool tables. Exciting atmosphere overlooking the water and all of Provincetown-decks for summer sunning and swimming. Open 10am-1am. THE place for women in Provincetown. By far one of the most highly recommended women's bars in the world. Exceptionally friendly. ","****","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"The Cellar/at the CROWN AND ANCHOR","Bars","247 Commercial St","","Provincetown","MA","Tel. 487-1430. An all women's bar and a quiet respite from the disco scene. 'A place for women and their friends to meet.' Entertainment weekends (seasonal). ","****","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"The Town House","Bars/Restaurants","291 Commercial St","","Provincetown","MA","Tel. 487 0292. Super bar complex. 50% straight, 50% gay. ","*","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Womencrafts","Feminist Bookstore","373 Commercial St","","Provincetown","MA","Mail Po Box 190; 02657. Location: 373 Commercial Street Tel. 487-9854. Feminist books, records, gifts, handcrafts, jewelry and many other items especially for lesbians- including records, gifts, handcrafts, jewelry and many other items especially for lesbians-including GAIA'S GUIDE. They have a bulletin board for accommodation, events, etc. Open during the summer only. Say hi from GAIA.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"The Gull Walk-Inn","Hotels/Motels/Guest Houses/ETC","300A Commercial St","","Provincetown","MA","Mail to PO Box 456; 02657. Location: 300A Commercial St Tel. 487-9027. AN ALL WOMEN'S GUEST HOUSE (for 6 years!) Reasonable rates. Central location, large front yard and porch, TV/social lounge. Three steps off Commercial St, right near the bus depot, Boston ferry and the beach. OPEN ALL YEAR ROUND. Highly recommended.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Sea Fox (was Back Stage)","Restaurant","186 Commercial St","","Provincetown","MA","PO Box 193 186 Commercial St 02657 Tel. 487 3536. Mellow and comfortable. Show tunes and tapes of older music (40s to 60s). Omelettes plus fairly extensive breakfast and lunch menu. Gay owned. Gets the late night crowd. Open: 7am-2:30pm and 11pm-3am. Very highly recommended. ","*","Restaurants","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Lobster Pot","Restaurant","Commercial St","checked","Provincetown","MA","One block from the wharf and seems like the same menu as the old CLAMBAKE. It is fabulous! Clientele:mixed. Bar staff: gay and lesbian.","*","Restaurants","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Angel's Landing","Hotels/Motels/Guest Houses/ETC","353 Commercial St","","Provincetown","MA","02657 Tel. 487 1420. Studies and apartments on the waterfront in the heart of Provincetown. Private beach, sundecks and a gorgeous view of the bay. Woman owned and operated. Gay women are more than welcome here. Say that GAIA sent you. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Pilgrim House Hotel","Hotels/Motels/Guest Houses/ETC","336 Commercial St","","Provincetown","MA","02657 Tel. 487-0319. A hotel for gay women and men- 50 rooms. Also disco and lounge with top name live entertainment. Dinners served. Piano bar and open mike nights. Very highly recommended. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"The Gabriel Apartments","Hotels/Motels/Guest Houses/ETC","104A Bradfort St","","Provincetown","MA","02657 Tel. 487-3232. Furnished apartments and rooms for women only. Hot tub/sun deck/meeting/gathering space. Free coffee in central location. Free brochure upon request. 'Courtyard bar-B-ques/women's art gallery'. Women own and operate this resort guest house. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Renaissance Apartments","Hotels/Motels/Guest Houses/ETC","48 Commercial St","","Provincetown","MA","02657. Tel. 487-3083 (May-Oct) and (Chicago) (312) 752-1166 Oct-May. Situated in Provincetown's historic West End. These are fully and newly decorated apartments across the street from the beach. Free parking and pets welcome. Owned by two friendly young guys who've been together for over 20 years. Welcome gay women. Theirs is a small operation. 'Many women recommend RENAISSANCE.'","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Watership Inn","Hotels/Motels/Guest Houses/ETC","7 Winthrop St","","Provincetown","MA","02657 Tel. 487-0094. 'Serving gay women and gay men.' The location is good and central, the rooms are unique and comfortable. Private baths, contintetal breakfasts. The atmosphere is friendly and homey. Bar mixes are also available and WATERSHIP INN is very, very highly recommended. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"The Captain and His Ship","Hotels/Motels/Guest Houses/ETC","164 Commercial St","","Provincetown","MA","02657 Tel. 487 1850. An old Victorian house which has been restored and kept very nicely. Reasonable rates, living room with color TV, open all year round. Walking distance to shops, bars and beach. Rooms with water view. Very highly recommended by traveling gat women. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Richmond Inn","Hotels/Motels/Guest Houses/ETC","4 Conant St","","Provincetown","MA","Tel. 487-9193. 20 feet from Commercial Street and 3 blocks from PIED PIPER. It's a nice place to stay, gay owned and about $30.00 a night for a double.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Boatslip Hotel","Hotels/Motels/Guest Houses/ETC","161 Commercial St","","Provincetown","MA","Tel. 487 1669. Bar and swimming pool plus disco. Gay Clientele and very, very highly recommended. 6 apartments/40 rooms. Restaurant. Motel.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Twelve Center","Hotels/Motels/Guest Houses/ETC","","checked","Provincetown","MA","Tel. 487-0381. An elegant 1872 house. Rates $28 double. Efficiency cottage $40 per night, $250 per week. Complimentary coffee. 'Wonderful guest house-great hosts, Roger and Jon, made us feel welcome. Very good prices and clean lovely rooms. They give comp tickets to some of the bars too.'","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Coat of Arms","Hotels/Motels/Guest Houses/ETC","7 Johnson","","Provincetown","MA","Tel. 487 0816.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Haven House","Hotels/Motels/Guest Houses/ETC","12 Carver St","","Provincetown","MA","Tel. 487 3031. Swimming pool. Open year round. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Sandpiper Beach House","Hotels/Motels/Guest Houses/ETC","165 Commercial St","","Provincetown","MA","02657 Tel. 487 1928. Nice rooms, friendly, helpful, happy people.' Located on beach and next door to the BOATSLIP MOTOR INN (same ownership). SANDPIPER guests have the use of BOATSLIP, swimming pool deck, lounge, chairs. Free parking. Three short blocks away from PIED PIPER and other women's bars. Very very highly recommended. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Misha's Inn","Hotels/Motels/Guest Houses/ETC","9 Soper St","","Provincetown","MA","Tel. 487 0818.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Ocean's Inn","Hotels/Motels/Guest Houses/ETC","386 Commercial St","","Provincetown","MA","Tel. 487 0358. Seasonal. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Gifford House","Hotels/Motels/Guest Houses/ETC","9-11 Carver St","checked","Provincetown","MA","Tel. 487 0688. Seasonal. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Crown and Anchor Motor Inn","Hotels/Motels/Guest Houses/ETC","247 Commercial St","","Provincetown","MA","PO Box 111, 247 Commercial St 02657 Tel. 487 1430. Thirty hotel rooms, swimming pool (summer only), five bars, a restaurant, disco, entertainment center and a shopping arcade. Clientele: mostly gay men in summer season. Women are always most welcome, but 'post-season it was mixed straight and mostly gay men.'","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Rose and Crown Guest House","Hotels/Motels/Guest Houses/ETC","158 Commercial St","","Provincetown","MA","Tel. 487 3332 02657. 'Comfort and elegance.'","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Chancellor Inn","Hotels/Motels/Guest Houses/ETC","17 Center St","","Provincetown","MA","Tel. 487 9423.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Victoria House","Hotels/Motels/Guest Houses/ETC","5 Standish","","Provincetown","MA","Tel. 487 1319.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Christopher Inn Guest House","Hotels/Motels/Guest Houses/ETC","8 Dyer St","","Provincetown","MA","02657 Tel. 487 1920. Pool deck. Continental breakfast. Set ups. Open all year round. Center of town. Brochure and rates available on request. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"White Wind","Hotels/Motels/Guest Houses/ETC","174 Commercial St ","","Provincetown","MA","Tel. 487-1526","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Trade Winds Inn","Hotels/Motels/Guest Houses/ETC","12 Johnson St","","Provincetown","MA","Tel. 487-0138. Seasonal. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Normandy house","Hotels/Motels/Guest Houses/ETC","184 Bradford","","Provincetown","MA","02657 Tel. 487 1197. 'Reasonably priced guest rooms, cottages and apartments.'","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Carl's Guest House","Hotels/Motels/Guest Houses/ETC","68 Bradford ","","Provincetown","MA","02657 Tel. 487 1650. 'Clean, comfortable, inexpensive. Convenient to all, friendly.' April through November.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa"
"Peasant Stock","Restaurant","415 Washington St","","Somerville","MA","Tel. 354 9528. International dishes from around the world. Beers and wines. Open for lunch, dinner, and Sunday brunch. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Somerville, MA, United States",-71.0994968,42.3875968,"somerville, ma, usa"
"Women's Center","Center","38 Union Square","","Somerville","MA","(above Laundromat) Tel. 628-6311 (Tuesday 7-9pm office hours). Women's coffeehouse every Mon eve at 7:30-10:30pm. ","****(*)","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Somerville, MA, United States",-71.0994968,42.3875968,"somerville, ma, usa"
"Women's Center","Women's Center","M E Woolley Student Center Mt Holyoke College","checked","South Hadley","MA","Tel. 538 2178. Lesbian Alliance meets there. ","****(*)","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","South Hadley, MA, United States",-72.5747934,42.2591729,"south hadley, ma 01075, usa"
