"title","description","type","city","state","country","publication","year","notes","geocode.value","lon","lat","geoAddress"
"AAA Video","(Movie Arcade)","Business","Springfield","MO","United States","Bob Damron's Address Book",1983,"","Springfield, MO, United States",-93.2922989,37.2089572,"springfield, mo, usa"
"Aaron's Place","(Some L)","Bars/Clubs","Portland","OR","United States","Bob Damron's Address Book",1981,"","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa"
"Abby's Irish Rose","","Bars/Clubs","Oxford","MS","United States","Bob Damron's Address Book",1983,"","Oxford, MS, United States",-89.5188246,34.3659868,"oxford, ms 38655, usa"
"Acacia Park","","Cruising Areas","Colorado Springs","CO","United States","Bob Damron's Address Book",1981,"","Colorado Springs, CO, United States",-104.8213634,38.8338816,"colorado springs, co, usa"
"Acacia Park","","Cruising Areas","Colorado Springs","CO","United States","Bob Damron's Address Book",1983,"","Colorado Springs, CO, United States",-104.8213634,38.8338816,"colorado springs, co, usa"
"Academy","(Clothing)","Business","Houston","TX","United States","Bob Damron's Address Book",1983,"","Houston, TX, United States",-95.3698028,29.7604267,"houston, tx, usa"
"Acropolis","","Restaurant","Burlington","VT","United States","Bob Damron's Address Book",1981,"","Burlington, VT, United States",-73.212072,44.4758825,"burlington, vt, usa"
"Acropolis","(Looks promising)","Restaurant","St. Louis","MO","United States","Bob Damron's Address Book",1983,"","St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"Act I, II, & III Books","(Cruisy*)","Book Store,Cruising Areas","Charlotte","NC","United States","Bob Damron's Address Book",1983,"","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"Act I, II, & III Books","(Cruisy*)","Book Store,Cruising Areas","Charlotte","NC","United States","Bob Damron's Address Book",1983,"","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"Act I, II, & III Books","(Cruisy*)","Book Store,Cruising Areas","Charlotte","NC","United States","Bob Damron's Address Book",1983,"","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa"
"Act III","(Male movies)","Theatre","Denver","CO","United States","Bob Damron's Address Book",1981,"","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Act III","(Male movies)","Theatre","Denver","CO","United States","Bob Damron's Address Book",1983,"","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa"
"Adam & Eve Adult Ent. Center","","Erotic Shop","Charleston","WV","United States","Bob Damron's Address Book",1981,"","Charleston, WV, United States",-81.6326234,38.3498195,"charleston, wv, usa"
"Adam & Eve Adult Ent. Center","","Erotic Shop","Charleston","WV","United States","Bob Damron's Address Book",1983,"","Charleston, WV, United States",-81.6326234,38.3498195,"charleston, wv, usa"
"Adam & Eve Books","","Book Store","Philadelphia","PA","United States","Bob Damron's Address Book",1983,"","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Adam's Rib","(Disco - D - WE - Upstairs*)(Clifton)","Bars/Clubs","Cincinnati","OH","United States","Bob Damron's Address Book",1981,"","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Adam's Rib","(Disco - D - WE - Upstairs)(Sexist L * Guys not welcome) (Clifton)","Bars/Clubs","Cincinnati","OH","United States","Bob Damron's Address Book",1983,"","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa"
"Adams Inn","","Bars/Clubs","Dallas","TX","United States","Bob Damron's Address Book",1983,"","Dallas, TX, United States",-96.7969879,32.7766642,"dallas, tx, usa"
"Adams Street Bar","(Cocktail hour)(Disco)","Bars/Clubs","Akron","OH","United States","Bob Damron's Address Book",1983,"","Akron, OH, United States",-81.5188377,41.081199,"akron, oh, usa"
"Admiral's Loft Guest House","1/2 mi. N. T el: (207) 646-5496","Hotel","Ogunquit","ME","United States","Bob Damron's Address Book",1981,"","Ogunquit, ME, United States",-70.5986223,43.2468352,"ogunquit, me, usa"
"Admiral's Loft Guest House","1/2 mi. N. Tel: (207) 646-5496","Hotel","Ogunquit","ME","United States","Bob Damron's Address Book",1983,"","Ogunquit, ME, United States",-70.5986223,43.2468352,"ogunquit, me, usa"
"Adonis News","","Book Store","Houston","TX","United States","Bob Damron's Address Book",1981,"","Houston, TX, United States",-95.3698028,29.7604267,"houston, tx, usa"
"Adonis News","","Book Store","Houston","TX","United States","Bob Damron's Address Book",1981,"","Houston, TX, United States",-95.3698028,29.7604267,"houston, tx, usa"
"Adonis News","(Cruisy)","Cruising Areas,Book Store","Houston","TX","United States","Bob Damron's Address Book",1983,"","Houston, TX, United States",-95.3698028,29.7604267,"houston, tx, usa"
"Adonis Theatre","","Theatre","Minneapolis","MN","United States","Bob Damron's Address Book",1981,"","Minneapolis, MN, United States",-93.2650108,44.977753,"minneapolis, mn, usa"
"Adonis Theatre","","Theatre","Philadelphia","PA","United States","Bob Damron's Address Book",1983,"","Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa"
"Adonis Theatre","","Theatre","Minneapolis","MN","United States","Bob Damron's Address Book",1983,"","Minneapolis, MN, United States",-93.2650108,44.977753,"minneapolis, mn, usa"
"Adult Book & Cinema X","","Theatre,Book Store,Erotic Shop","Fargo","ND","United States","Bob Damron's Address Book",1981,"","Fargo, ND, United States",-96.7898034,46.8771863,"fargo, nd, usa"
"Adult Book & Cinema X","","Book Store,Erotic Shop","Fargo","NC","United States","Bob Damron's Address Book",1983,"","Fargo, NC, United States",NA,NA,NA
"Adult Book Center","","Bars/Clubs,Book Store,Erotic Shop","Middletown","CT","United States","Bob Damron's Address Book",1983,"","Middletown, CT, United States",-72.6506488,41.5623209,"middletown, ct, usa"
"Adult Book Store","","Erotic Shop,Book Store","Kansas City","MO","United States","Bob Damron's Address Book",1981,"","Kansas City, MO, United States",-94.5785667,39.0997265,"kansas city, mo, usa"
"Adult Book Store","","Erotic Shop,Book Store","Wheaton","MD","United States","Bob Damron's Address Book",1981,"","Wheaton, MD, United States",NA,NA,NA
"Adult Book Store","","Book Store,Erotic Shop","Spokane","WA","United States","Bob Damron's Address Book",1981,"","Spokane, WA, United States",-117.4235319,47.6579711,"spokane, wa, usa"
"Adult Book Store","","Cruising Areas,Book Store,Erotic Shop","Missoula","MT","United States","Bob Damron's Address Book",1981,"","Missoula, MT, United States",-113.9940314,46.8721284,"missoula, mt, usa"
"Adult Book Store","","Erotic Shop,Book Store","Minneapolis","MN","United States","Bob Damron's Address Book",1981,"","Minneapolis, MN, United States",-93.2650108,44.977753,"minneapolis, mn, usa"
"Adult Book Store","","Book Store,Erotic Shop,Cruising Areas","Phillipsburg","NJ","United States","Bob Damron's Address Book",1981,"","Phillipsburg, NJ, United States",-75.1901761,40.6937099,"phillipsburg, nj 08865, usa"
"Adult Book Store","","Book Store,Erotic Shop","Seattle","WA","United States","Bob Damron's Address Book",1981,"","Seattle, WA, United States",-122.3328481,47.6061389,"seattle, wa, usa"
"Adult Book Store","3 mi. S. (Late afternoons)","Cruising Areas,Book Store,Erotic Shop","Williamsport","PA","United States","Bob Damron's Address Book",1981,"","Williamsport, PA, United States",-77.0010786,41.2411897,"williamsport, pa, usa"
"Adult Book Store","(Arthur Ave.)","Book Store,Erotic Shop","Caldwell","ID","United States","Bob Damron's Address Book",1983,"","Caldwell, ID, United States",-116.6873596,43.6629384,"caldwell, id, usa"
"Adult Book Store","","Book Store,Erotic Shop,Cruising Areas","Missoula","MT","United States","Bob Damron's Address Book",1983,"","Missoula, MT, United States",-113.9940314,46.8721284,"missoula, mt, usa"
"Adult Book Store","","Book Store,Erotic Shop","Seattle","WA","United States","Bob Damron's Address Book",1983,"","Seattle, WA, United States",-122.3328481,47.6061389,"seattle, wa, usa"
"Adult Book Store","(Cruisy)","Cruising Areas,Book Store,Erotic Shop","Great Falls","MT","United States","Bob Damron's Address Book",1983,"","Great Falls, MT, United States",-111.3007715,47.5052849,"great falls, mt, usa"
"Adult Book Store","","Book Store,Erotic Shop","Waco","TX","United States","Bob Damron's Address Book",1983,"","Waco, TX, United States",-97.1466695,31.549333,"waco, tx, usa"
"Adult Book Store","","Book Store,Cruising Areas,Erotic Shop","Phillipsburg","NJ","United States","Bob Damron's Address Book",1983,"","Phillipsburg, NJ, United States",-75.1901761,40.6937099,"phillipsburg, nj 08865, usa"
"Adult Book Store","","Erotic Shop,Book Store","Minneapolis","MN","United States","Bob Damron's Address Book",1983,"","Minneapolis, MN, United States",-93.2650108,44.977753,"minneapolis, mn, usa"
"Adult Book Store","","Book Store,Cruising Areas,Erotic Shop","Detroit","MI","United States","Bob Damron's Address Book",1983,"","Detroit, MI, United States",-83.0457538,42.331427,"detroit, mi, usa"
"Adult Book Store","8 mi. N.","Cruising Areas,Book Store,Erotic Shop","Kannapolis","NC","United States","Bob Damron's Address Book",1983,"","Kannapolis, NC, United States",-80.6217341,35.4873613,"kannapolis, nc, usa"
"Adult Book Store & Arcade","","Book Store,Erotic Shop","Billings","MT","United States","Bob Damron's Address Book",1983,"","Billings, MT, United States",-108.5006904,45.7832856,"billings, mt, usa"
"Adult Book Store & Arcade","(Cruisy)","Book Store,Cruising Areas,Erotic Shop","Boise","ID","United States","Bob Damron's Address Book",1983,"","Boise, ID, United States",-116.2023137,43.6150186,"boise, id, usa"
"Adult Book Store Five Points","","Book Store,Erotic Shop","Bethlehem","PA","United States","Bob Damron's Address Book",1981,"","Bethlehem, PA, United States",-75.3704579,40.6259316,"bethlehem, pa, usa"
"Adult Book Stores","US 20 at Osceola","Cruising Areas,Book Store,Erotic Shop","South Bend","IN","United States","Bob Damron's Address Book",1981,"","South Bend, IN, United States",-86.2519898,41.6763545,"south bend, in, usa"
"Adult Book Stores","","Cruising Areas,Book Store,Erotic Shop","Grand Rapids","MI","United States","Bob Damron's Address Book",1981,"","Grand Rapids, MI, United States",-85.6680863,42.9633599,"grand rapids, mi, usa"
"Adult Book Stores","County Line Rd. at US 20","Cruising Areas,Book Store,Erotic Shop","South Bend","IN","United States","Bob Damron's Address Book",1981,"","South Bend, IN, United States",-86.2519898,41.6763545,"south bend, in, usa"
"Adult Book Stores","","Book Store,Erotic Shop","Waikiki","HI","United States","Bob Damron's Address Book",1981,"","Waikiki, HI, United States",-157.8291847,21.2793462,"waikiki, honolulu, hi 96815, usa"
"Adult Book Stores","","Book Store,Erotic Shop","Waikiki","HI","United States","Bob Damron's Address Book",1981,"","Waikiki, HI, United States",-157.8291847,21.2793462,"waikiki, honolulu, hi 96815, usa"
"Adult Book Stores","","Book Store,Erotic Shop","Waikiki","HI","United States","Bob Damron's Address Book",1983,"","Waikiki, HI, United States",-157.8291847,21.2793462,"waikiki, honolulu, hi 96815, usa"
"Adult Book Stores","","Book Store,Erotic Shop","Waikiki","HI","United States","Bob Damron's Address Book",1983,"","Waikiki, HI, United States",-157.8291847,21.2793462,"waikiki, honolulu, hi 96815, usa"
"Adult Book Stores","","Cruising Areas,Book Store,Erotic Shop","Grand Rapids","MI","United States","Bob Damron's Address Book",1983,"","Grand Rapids, MI, United States",-85.6680863,42.9633599,"grand rapids, mi, usa"
"Adult Books","('Backroom')","Cruising Areas,Book Store,Erotic Shop","Cleveland","OH","United States","Bob Damron's Address Book",1981,"","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Adult Books","(Cruisy arcade) known locally as 'filth' & Ludlow)","Cruising Areas,Book Store,Erotic Shop","Dayton","OH","United States","Bob Damron's Address Book",1981,"","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"Adult Books","","Cruising Areas,Book Store,Erotic Shop","Grand Junction","CO","United States","Bob Damron's Address Book",1981,"","Grand Junction, CO, United States",-108.5506486,39.0638705,"grand junction, co, usa"
"Adult Books","","Book Store,Erotic Shop","Lambertville","NJ","United States","Bob Damron's Address Book",1981,"","Lambertville, NJ, United States",-74.9429448,40.3659394,"lambertville, nj 08530, usa"
"Adult Books","('Backroom')","Cruising Areas,Book Store,Erotic Shop","Cleveland","OH","United States","Bob Damron's Address Book",1983,"","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa"
"Adult Books & Cinema X","","Theatre,Book Store,Erotic Shop","Lincoln","NE","United States","Bob Damron's Address Book",1981,"","Lincoln, NE, United States",-96.7025764,40.8136634,"lincoln, ne, usa"
"Adult Books & Cinema X","","Theatre,Book Store,Erotic Shop","Lincoln","NE","United States","Bob Damron's Address Book",1983,"","Lincoln, NE, United States",-96.7025764,40.8136634,"lincoln, ne, usa"
"Adult Books & Movies","","Theatre,Book Store,Erotic Shop","Columbus","OH","United States","Bob Damron's Address Book",1983,"","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Adult Books & Movies High & Towne","","Book Store,Theatre,Erotic Shop","Columbus","OH","United States","Bob Damron's Address Book",1981,"Pg. 304 Is this 3 different entries even if there is no address listed?","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa"
"Adult Bookstores & arcades","known locally as 'filth ' & Ludlow","Cruising Areas,Book Store,Erotic Shop","Dayton","OH","United States","Bob Damron's Address Book",1983,"","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa"
"Adult Boutique","","Erotic Shop","Highland Park","NJ","United States","Bob Damron's Address Book",1983,"","Highland Park, NJ, United States",-74.4243178,40.4959379,"highland park, nj 08904, usa"
"Adult Boutique","(Cruisy)","Cruising Areas,Erotic Shop","Edison","NJ","United States","Bob Damron's Address Book",1983,"","Edison, NJ, United States",-74.4120953,40.5187154,"edison, nj, usa"
"Adult Boutique","","Erotic Shop","Knoxville","TN","United States","Bob Damron's Address Book",1983,"","Knoxville, TN, United States",-83.9207392,35.9606384,"knoxville, tn, usa"
"Adult City","(Books, movies, etc.)","Book Store,Erotic Shop","New Orleans","LA","United States","Bob Damron's Address Book",1981,"","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"Adult Discount Books","(Cruisy arcade)","Cruising Areas,Book Store,Erotic Shop","Davenport","IA","United States","Bob Damron's Address Book",1981,"","Davenport, IA, United States",-90.5776367,41.5236437,"davenport, ia, usa"
"Adult Disocunt Books","(Arcade)","Book Store,Erotic Shop","Davenport","IA","United States","Bob Damron's Address Book",1983,"","Davenport, IA, United States",-90.5776367,41.5236437,"davenport, ia, usa"
"Adult Entertainment Center","(Books & peeps)(cruisy *) Beaver Valley Shopping Center","Book Store,Cruising Areas,Erotic Shop","Wilmington","DE","United States","Bob Damron's Address Book",1983,"","Wilmington, DE, United States",-75.5483909,39.744655,"wilmington, de, usa"
"Adult Literary Guild","(Books)","Book Store,Erotic Shop","Kansas City","MO","United States","Bob Damron's Address Book",1981,"","Kansas City, MO, United States",-94.5785667,39.0997265,"kansas city, mo, usa"
"Adult Scene","(Books, etc.)","Book Store,Erotic Shop","Allentown","PA","United States","Bob Damron's Address Book",1981,"","Allentown, PA, United States",-75.4714098,40.6022939,"allentown, pa, usa"
"Adult Scene","(Books, etc.)","Book Store,Erotic Shop","Allentown","PA","United States","Bob Damron's Address Book",1983,"","Allentown, PA, United States",-75.4714098,40.6022939,"allentown, pa, usa"
