"X","title","description","type","address","city","state","country","publication","year","notes","unclear.address","full.address","lon","lat","geoAddress","...1","ID","amenityfeatures","Year"
NA,"Fraternity House","(Disco)","Bars/Clubs","3215 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7934028,32.8165762,NA,9501,"3021","(D),(YC),(W)",1981
NA,"Gas Station","(Disco)(Also C -AH) (Enter thru rear parking lot) 19106 W o o d w a rd A ve.","Bars/Clubs","19106 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1146271,42.4324569,NA,9941,"1433","(D),(YC),(C),(AH),(*)",1981
NA,"Gaspipe","(head shop)","Bars/Clubs","4435 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7969879,32.7766642,NA,9957,"3022",NA,1981
NA,"Gold Coast","(Go go boys)(Disco)(Some L)","Bars/Clubs","2971 E. 7 Mile Road","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0725873,42.4331029,NA,10565,"1434","(L),(D)",1981
NA,"Good'n' Plenty",NA,"Restaurant","Morrison & S.W. 16th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.68814,45.521645,NA,10664,"2625","(M),(R)",1981
NA,"Hamburger Mary's",NA,"Restaurant","840 S.W. Park","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6808071,45.5185002,NA,11104,"2626","(M),(R),(Hip),(C)",1981
NA,"Hardtimes Adult Books",NA,"Book Store,Erotic Shop","926 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6761117,45.5164204,NA,11188,"2629","(*)",1981
NA,"Hidden Door","(Some W, SM)(Looks promising)","Bars/Clubs","5025 Bowser","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.818838,32.8246508,NA,11439,"3023","(W),(SM)",1981
NA,"Highland","('Truck driver' L)","Bars/Clubs","3018 Monticello","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7842177,32.8268439,NA,11505,"3024","(L)",1981
NA,"Hot Patata",NA,"Restaurant","5842 S.E. Foster Rd.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6029789,45.4925408,NA,11828,"2628","(M),(R)",1981
NA,"Hot Patata",NA,"Restaurant","13th & Morrison","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.685162,45.52085,NA,11829,"2627","(M),(R)",1981
NA,"Interchange","(Some SM, W , FFA)(Cruisy) at Trumbull","Bars/Clubs,Cruising Areas","1501 Holden","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0851869,42.3630305,NA,12217,"1435","(*),(SM),(W),(FFA),(PT)",1981
NA,"J & J Tavern","(Some W)","Bars/Clubs","1719 W. Burnside","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6886867,45.5231052,NA,12365,"2630","(W)",1981
NA,"JR's Saloon","(Fun neighborhood bar)","Bars/Clubs","4036 S.E. Hawthorne","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6208874,45.5118016,NA,12782,"2631","(PT)",1981
NA,"Jug's","(WE*)","Bars/Clubs","4527 Cole","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7895668,32.8228296,NA,12806,"3025","(OC),(L),(D),(WE),(*)",1981
NA,"La Palais Bar","(Some B )","Bars/Clubs","655 Beaubien","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0415287,42.3330212,NA,13279,"1437","(L),(RT),(B)",1981
NA,"Ladies Love Five West","at John R.","Bars/Clubs","7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.027305,42.4339079,NA,13356,"1436","(L)",1981
NA,"Lasso Bar","(Some RT, B)","Bars/Clubs","215 S. Akard","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7995137,32.779946,NA,13549,"3026","(RT),(B),(AYOR)",1981
NA,"Lobo Book Store",NA,"Book Store","3917 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8111128,32.8106643,NA,14087,"3027","(*)",1981
NA,"Lucas B & B","(Late)","Restaurant","3520 Oak Lawn","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8045535,32.8120298,NA,14311,"3028","(M),(R),(AH),(C)",1981
NA,"M.C.C.",NA,"Religious Institution","45 E. Adams","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0500922,42.3374507,NA,14384,"1439","MCC",1981
NA,"M.C.C.",NA,"Religious Institution","N.E. 24th & Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.641181,45.535104,NA,14386,"2632","MCC",1981
NA,"M.C.C.",NA,"Religious Institution","2701 Reagan","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8137749,32.8078536,NA,14418,"3031","MCC",1981
NA,"Magnolia's","(Disco)(WE*)","Bars/Clubs","3914 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8103948,32.8105759,NA,14932,"3029","(WE),(D),(YC),(*)",1981
NA,"Main Event",NA,"Restaurant","1707 Main","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7969568,32.7811186,NA,14956,"3030","(R)",1981
NA,"Majestic Hotel & Club Baths",NA,"Bathhouses,Hotel","303 S.W. 12th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6834287,45.5227804,NA,15017,"2633","(*)",1981
NA,"Manis","(Disco)","Bars/Clubs,Restaurant","1430 Holden","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0839658,42.3630731,NA,15151,"1438","(AH),(R),(D),(SM),(W),(YC),(*)",1981
NA,"Menjo's","(Disco)","Bars/Clubs","928 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1153867,42.4178367,NA,15537,"1440","(*),(D),(YC)",1981
NA,"Mid Continent Truck Stop","off I-20, just E. of I-30","Cruising Areas","Big Town Blvd.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.667529,32.797768,NA,15658,"3054","Cruisy Area",1981
NA,"Mom's Meatball Cafe",NA,"Restaurant","3506 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7983077,32.8059318,NA,15922,"3032","(R)",1981
NA,"New Metropolis","(Disco)(Ice cream fountain)(Connecting tavern)(WE*)","Bars/Clubs","1 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6736595,45.5225046,NA,16525,"2634","(YC),(D),(AH),(WE),(*)",1981
NA,"No Name Bar","(Some OC)(Cruisy)","Bars/Clubs,Cruising Areas","2513 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7838107,32.8123356,NA,16691,"3033","(W),(OC)",1981
NA,"Olympic Steam Bath","(10am - 11pm) Downtown","Bathhouses","509 S.W. 4th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.676226,45.519704,NA,17251,"2635",NA,1981
NA,"Olympic Steam Bath","Uptown (Open 24 hours)(Massages)","Bathhouses","531 S.W. 12th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6838941,45.5214529,NA,17252,"2636",NA,1981
NA,"Other Inn","(Some OC, W , SM)","Bars/Clubs","242 S.W. Alder","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6748024,45.518445,NA,17395,"2637","(OC),(W),(SM),(PT)",1981
NA,"Outlaw",NA,"Bars/Clubs","1028 W. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0929449,42.4323269,NA,17509,"1441","(W),(SM),(*)",1981
NA,"Oxford Book Store","(Cruisy)","Cruising Areas,Book Store","17530 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1063888,42.4200818,NA,17569,"1442",NA,1981
NA,"Park Avenue Baths","(Best days)","Bathhouses","2027 Park","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9462682,42.3642697,NA,17902,"1443",NA,1981
NA,"Peacock",NA,"Bars/Clubs","3224 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7933529,32.8173547,NA,18104,"3034",NA,1981
NA,"Prudential Health Club Baths",NA,"Bathhouses","124 W. State Fair","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.104356,42.439741,NA,18968,"1444","(YC),(*)",1981
NA,"Rafter's","(Disco)(Liquor)('Super bar' & light show - enter thru The Embers', then upstairs)","Bars/Clubs","Park & Yamhill","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.680947,45.518922,NA,19241,"2638","(*),(YC),(D)",1981
NA,"Raintree Landing","(Disco)","Bars/Clubs","2609 N. Pearl St.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8054166,32.7930321,NA,19307,"3035","(D)",1981
NA,"Rhinoceros",NA,"Restaurant","265 Riopelle","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0302374,42.3335098,NA,19666,"1445","(R),(M)",1981
NA,"Rhondee","(Liquor)","Bars/Clubs,Restaurant","1014 S.W. Stark St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.681617,45.522011,NA,19673,"2639","(PT),(D),(*),(R)",1981
NA,"Roxy Hearts","(Lunch & dinner - beer & wine)","Bars/Clubs,Restaurant","1121 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6824975,45.5225977,NA,20136,"2640","(R)",1981
NA,"Scorpio Adult Books",NA,"Book Store","209 S.W. Taylor","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6754378,45.5168843,NA,20733,"2641",NA,1981
NA,"Silver Star Bar","(Maybe moving & changing name)","Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1969255,42.3636956,NA,21174,"1446",NA,1981
NA,"Sin City Adult Books",NA,"Book Store","838 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.675973,45.517006,NA,21184,"2642",NA,1981
NA,"Six Mile 'Hustlers'","hitch -hiking betw . 6 & 7 Mile Roads","Cruising Areas","Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.027302,42.41943,NA,21221,"1466","Cruisy Area",1981
NA,"Six Mile Theatre",NA,"Theatre","16525 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1051091,42.4171825,NA,21224,"1447",NA,1981
NA,"Socio's","(Disco)","Bars/Clubs","10015 Chalmers","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9703598,42.4133433,NA,21383,"1448","(*),(D),(L)",1981
NA,"Somebody's Place Tavern",NA,"Bars/Clubs","729 S.W. 9th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6816666,45.5196891,NA,21393,"2643","(PT),(YC),(*)",1981
NA,"Steak 'n' Eggs","(Some B, RT)","Restaurant","3849 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8100554,32.8100874,NA,21857,"3036","(M),(R),(C),(B),(RT)",1981
NA,"Stephen's Saloon","(No sign- crazy Sundays)","Bars/Clubs","17436 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1059363,42.4193513,NA,21916,"1449","(W),(YC),(*)",1981
NA,"Studio 69",NA,"Bars/Clubs","3218 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7931621,32.8169545,NA,22053,"3037","(PT)",1981
NA,"Sundance Kid's","(Cruisy)(WE*)","Bars/Clubs,Cruising Areas","4025 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7969879,32.7766642,NA,22189,"3038","(*),(WE),(SM),(W)",1981
NA,"T.N.T. Health Club","(Health club - baths)","Bathhouses,Gym","13333 W. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.3678983,42.4407732,NA,22436,"1452",NA,1981
NA,"Tavern","('Half Moon')(Good days*)(Some W)","Bars/Clubs","122 S.W. Yamhill","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.67453,45.517091,NA,22579,"2644","(W),(PT),(*)",1981
NA,"Ted's on the Park",NA,"Restaurant","18002 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1089539,42.4238519,NA,22600,"1450","(YC),(M),(R),(AH)",1981
NA,"Terrace",NA,"Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1969255,42.3636956,NA,22649,"1451",NA,1981
NA,"Tex's Ranch","(C - AH)(WE*)","Bars/Clubs","4117 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7969879,32.7766642,NA,22671,"3039","(D),(W),(SM),(C),(AH),(WE),(*)",1981
NA,"Throckmorton Mining Co.","(Cruisy)","Bars/Clubs,Cruising Areas","3014 Throckmorton","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8114048,32.8106421,NA,23190,"3041","(PT),(*)",1981
NA,"Todd's Other Side","(Disco)","Bars/Clubs","8139 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0216192,42.4343253,NA,23285,"1454","(D)",1981
NA,"Todd’s Sway Lounge",NA,"Bars/Clubs","8139 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0216192,42.4343253,NA,23293,"1453","(YC),(*)",1981
NA,"Tom Kat Theatre",NA,"Theatre","425 S.W. Glisson","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.677976,45.517004,NA,23316,"2645",NA,1981
NA,"U.S. Adult Book Store",NA,"Book Store,Erotic Shop","628 E. Burnside","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6589991,45.5228108,NA,24358,"2647",NA,1981
NA,"Underground","at Greenfield","Bars/Clubs","15535 W. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.3214984,42.4415094,NA,24424,"1455","(D)",1981
NA,"Union Jack","(Clothing store)","Business","3918 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8104768,32.8107667,NA,24490,"3042",NA,1981
NA,"Upstairs at Crackers",NA,"Restaurant","2621 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.801882,32.7972639,NA,24566,"3043","(R)",1981
NA,"Uptown Book Stores",NA,"Book Store","16549 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1053705,42.4174251,NA,24581,"1457","(*)",1981
NA,"Uptown Book Stores",NA,"Book Store","16401 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1041741,42.416138,NA,24582,"1456","(*)",1981
NA,"Varsity Tavern",NA,"Restaurant","S.E. 35th PI. & Division","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.628578,45.504796,NA,24692,"2648","(R),(PT)",1981
NA,"Village Pizza",NA,"Restaurant","3901 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8106388,32.8105405,NA,24892,"3044","(R)",1981
NA,"Village Station","(Macho)(Disco)(Cruisy)","Bars/Clubs,Cruising Areas","4001 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8116146,32.810988,NA,24897,"3045","(D),(*)",1981
NA,"Wayman's Lounge",NA,"Bars/Clubs","1244 Randolph","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0452513,42.3345408,NA,25173,"1458",NA,1981
NA,"Wild Crowd Inn","(Small disco)(Country-Western)","Bars/Clubs","2515 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7838891,32.8124282,NA,25469,"3046","(D)",1981
NA,"Wilde Oscar's","(Patio)","Restaurant","318 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6741189,45.5205558,NA,25490,"2649","(R),(PT)",1981
NA,"Wood Six Twin Theatre",NA,"Theatre","16549 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1053705,42.4174251,NA,25645,"1459",NA,1981
NA,"Woodward Cocktail Lounge","(No sign, but don't miss it! Enter thru parking lot in rear)","Restaurant","6426 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0721051,42.3689354,NA,25687,"1460","(*),(R)",1981
NA,"Wrapper",NA,"Bars/Clubs","20401 W. 8 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.3214984,42.4415094,NA,25734,"1461",NA,1981
NA,"Yamhill","betw. 3rd & 4th","Cruising Areas","'Camp St.'","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.676306,45.517558,NA,25835,"2653","Cruisy Area",1981
NA,"214 Tavern","(Some OC, RT)","Bars/Clubs","214 W. Burnside","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6726795,45.5229004,NA,1264,"3912","(OC),(RT),(PT)",1982
NA,"Adams Inn","(Probably won't last)","Bars/Clubs","4036 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8118142,32.8119851,NA,1516,"4327",NA,1982
NA,"Alcatraz","(Macho) (Disco) (C-AH-WE)","Bars/Clubs","5404 Lemmon Ave.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8228337,32.8273909,NA,1867,"4328","(D),(C),(AH),(WE),(*)",1982
NA,"Amigas Club","(Disco) (betw. 7 & 8 Mile Roads)","Bars/Clubs","19326 Conant","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0755435,42.4358992,NA,2055,"2668","(L),(D)",1982
NA,"Aruba","(Disco)","Bars/Clubs","99 W. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1041001,42.4322586,NA,2385,"2669","(YC),(D),(*)",1982
NA,"Back Stage Deli","(Open until 4am*)","Restaurant","1020 W. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.114054,42.4323058,NA,2671,"2670","(*),(R)",1982
NA,"Back Street","(Disco) (Macho)","Bars/Clubs","15606 Joy at Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.199141,42.35857,NA,2677,"2671","(*),(YC),(D)",1982
NA,"Baja",NA,"Restaurant,Bars/Clubs","2508 Maple Ave.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8034663,32.7950414,NA,2757,"4329","(R),(*),(E)",1982
NA,"Bell Pepper","(Open 24 hours)","Restaurant,Bars/Clubs","3411 McKinney at Lemmon","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.79887,32.805602,NA,3131,"4330","(R),(*)",1982
NA,"Betty Ross",NA,"Restaurant","944 W. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1129142,42.4323259,NA,3263,"2672","(R),(C),(AH)",1982
NA,"Black Hawk","(Some L, OC)","Bars/Clubs","1422 N.E. Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6509477,45.5348404,NA,3436,"3876","(L),(OC),(PT)",1982
NA,"Bob White Theatre",NA,"Theatre","6423 S.E. Foster Rd.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.5961741,45.4897802,NA,3676,"3877",NA,1982
NA,"Bob's Adult Book Store",NA,"Book Store,Erotic Shop","1389 Broadway N.E.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6515351,45.5350431,NA,3680,"3919",NA,1982
NA,"Bookie's Club 870","(S - Sun) (Some B) (nr. Hamilton)","Bars/Clubs","870 McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.094762,42.4178807,NA,3861,"2673","(S),(D),(B)",1982
NA,"Boot Camp","(L on left, guys on right)","Bars/Clubs","2508 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7833322,32.8126323,NA,3899,"4331","(PT),(L)",1982
NA,"Brass Rail",NA,"Bars/Clubs","6545 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0733316,42.3696695,NA,4059,"2674",NA,1982
NA,"Bushes","(Disco) (Liquor) (Macho) (WE*) (Some W, SM, FFA)","Restaurant","1217 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.67463,45.5204767,NA,4488,"3878","(R),(PT),(D),(WE),(*),(W),(SM),(FFA)",1982
NA,"C.C.W. Saloon","(C&W) (Looks promising)","Bars/Clubs","16103 W. Warren","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.20266,42.343308,NA,4539,"2677","(C&W)",1982
NA,"Cafe Gigi's","(Use rear entrance) (Mon. go-go boys) (nr. Southfield)","Restaurant","16920 W. Warren","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2112377,42.3436462,NA,4670,"2675","(R),(YC),(D),(*)",1982
NA,"Capri",NA,"Bars/Clubs","7840 Michigan Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1395826,42.3313561,NA,4872,"2676","(L)",1982
NA,"Chuckles","(Liquor)","Bars/Clubs","Lovejoy nr. N.W. 17th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.68847,45.529978,NA,5617,"3879",NA,1982
NA,"Club 49","(Sun. Brunch)","Bars/Clubs","9217 E. Jefferson","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9852223,42.3587303,NA,5931,"2680","(E)",1982
NA,"Club 927","(Looks promising) (Liquor)","Bars/Clubs","927 S.E. Morrison","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6562575,45.5174509,NA,5963,"3881","(L),(D)",1982
NA,"Club Dallas Baths","(One of the 'tops' in CBC chain - also leather shop)","Bathhouses,Erotic Shop","2616 Swiss Ave.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7880611,32.7867706,NA,6059,"4332","(*)",1982
NA,"Club Detroit","(Some YC, W, SM, FFA)","Bathhouses","7646 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0748773,42.3731291,NA,6069,"2678","(YC),(W),(SM),(FFA),(*)",1982
NA,"Club X-Clusive","(8 mi. Rd.)","Bars/Clubs","16021 W.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0505965,42.3485185,NA,6310,"2679","(L),(S)",1982
NA,"Commerce St. News",NA,"Book Store","1513 Commerce St.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7983071,32.7805577,NA,6449,"4333","(M)",1982
NA,"Conference Room",NA,"Bars/Clubs","4548 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7876799,32.8224198,NA,6503,"4334","(P),(L)",1982
NA,"Continental Club Baths of Portland","(Baths for men) (Health club - gym)","Bathhouses,Gym","531 S.W. Park Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6802848,45.5204919,NA,6585,"3880","(*),(P),(YC)",1982
NA,"Crews In","(Sun. Brunch) (Cruisy) (AH - until 5am) (6 Mile Road)","Cruising Areas,Restaurant","950 McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.093512,42.417706,NA,6938,"2681","(R),(*),(AH)",1982
NA,"Crews Inn","(Cruisy)","Cruising Areas","3220 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7931034,32.8173233,NA,6941,"4335","(*)",1982
NA,"Crews Inn Country",NA,"Bars/Clubs","3121 Inwood at Lemmon","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.830621,32.826334,NA,6945,"4336","(W)",1982
NA,"Dahl & Penne","(Liquor) (Not what it used to be)","Bars/Clubs","604 S.W. 2nd at Alder","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.674179,45.518676,NA,7171,"3882","(L),(D)",1982
NA,"Dallas Crude","(Levi & W)","Bars/Clubs","3902 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.810075,32.8103152,NA,7201,"4337","(W),(PT),(*)",1982
NA,"Darcelle XV Tavern","(S-WE) (Some L, 'Drags') (Touristy)","Bars/Clubs","208 N.W. 3rd St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6729315,45.5247845,NA,7246,"3883","(S),(WE),(L),(M)",1982
NA,"Deck","(Opens 12 noon)","Bars/Clubs","14901 E. Jefferson","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9394009,42.3752009,NA,7360,"2682","(E)",1982
NA,"Dignity Detroit","(Catholic organ.)","Religious Institution","2846 17th St.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0817355,42.3343521,NA,7795,"2683",NA,1982
NA,"Eagle Leather","(Clothing, etc.)","Erotic Shop","4012 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8114233,32.8115021,NA,8275,"4338",NA,1982
NA,"Eighth Day","(Some YC, hustlers) (Go go boys)","Bars/Clubs","2509 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7836518,32.8124462,NA,8433,"4339","(YC)",1982
NA,"Embers Lounge","(Liquor) (also C - AH)","Restaurant,Bars/Clubs","739 S.W. Park","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.681,45.519154,NA,8569,"3884","(R),(E),(C),(AH)",1982
NA,"Emporium, Ltd.","(Clothing)","Business","3921 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8112555,32.8103325,NA,8606,"4340",NA,1982
NA,"Family Zoo","(Hip)","Hotel","820 S.W. 16th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6884308,45.5207094,NA,8914,"3885","(*),(H),(W)",1982
NA,"Famous Door","(Disco) (Closed Sun.)","Bars/Clubs","1256 Griswald at State","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0495,42.33338,NA,8919,"2684","(B),(YC),(M),(D),(*)",1982
NA,"Fitness Exchange Gym",NA,"Gym","2615 Oaklawn","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8129538,32.8059099,NA,9189,"4341","(*)",1982
NA,"Fraternity House","(Disco) (Some OC)","Bars/Clubs","3215 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7934028,32.8165762,NA,9503,"4342","(D),(OC),(*)",1982
NA,"Gas Station","(Disco) (Also C-AH) (Enter thru rear parking lot)","Bars/Clubs","19106 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1146271,42.4324569,NA,9942,"2685","(YC),(D),(C),(AH),(*)",1982
NA,"Glory Hole","(No booze) ('Wild back room') ('Flicks')","Cruising Areas,Theatre","862 McNichols West","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.231103,42.415227,NA,10522,"2686","(P)",1982
