"title","description","type","city","state","country","publication","year","notes"
"Eagle's Nest Lounge","Holiday Inn","Bars/Clubs,Hotel","Pittsfield","MA","United States","Bob Damron's Address Book",1983,""
"Earl Abel's","","Restaurant","San Antonio","TX","United States","Bob Damron's Address Book",1981,""
"Earl Abel's","","Restaurant","San Antonio","TX","United States","Bob Damron's Address Book",1983,""
"Earthly Delights","(Health foods, herbs, etc.)","Business","Marietta","PA","United States","Bob Damron's Address Book",1983,""
"East Delta Park","T-Room & Showers","Cruising Areas","Portland","OR","United States","Bob Damron's Address Book",1983,""
"East End Beach & bushes","behind the Bull Pen","Cruising Areas","Provincetown","MA","United States","Bob Damron's Address Book",1981,""
"East End Beach & bushes","behind the Bull Pen","Cruising Areas","Provincetown","MA","United States","Bob Damron's Address Book",1983,""
"East Independence Adult Center","","Organization","Charlotte","NC","United States","Bob Damron's Address Book",1981,""
"East Side","(Disco)(D - WE) 4 mi. E. (N. Belfast Ave.)","Bars/Clubs","Augusta","ME","United States","Bob Damron's Address Book",1981,""
"Eastlake East","(Disco)(Many L)","Bars/Clubs","Seattle","WA","United States","Bob Damron's Address Book",1981,""
"Eastlake East","(Disco)","Bars/Clubs","Seattle","WA","United States","Bob Damron's Address Book",1983,""
"Eastland Hotel Downstairs","T-Room","Cruising Areas,Hotel","Portland","ME","United States","Bob Damron's Address Book",1981,""
"Eastland Hotel Downstairs","T-Room","Cruising Areas,Hotel","Portland","ME","United States","Bob Damron's Address Book",1983,""
"Eastland Shopping Mall","nr. Ice Rink","Cruising Areas","Charlotte","NC","United States","Bob Damron's Address Book",1981,""
"Eastland Shopping Mall","Arthurs (R) at Ivey's Dept. Store & nr. Ice Rink","Cruising Areas","Charlotte","NC","United States","Bob Damron's Address Book",1983,""
"Eastwood Mall","","Cruising Areas","Warren","OH","United States","Bob Damron's Address Book",1983,""
"Eastwood Theatre","","Theatre","Toledo","OH","United States","Bob Damron's Address Book",1983,""
"Edelweiss","(Downstairs lounge - cocktail hour - 4-7pm) Ogunquit Beach Rd.","Bars/Clubs","Ogunquit","ME","United States","Bob Damron's Address Book",1981,""
"Eden","","Restaurant","New Orleans","LA","United States","Bob Damron's Address Book",1983,""
"Eden Park","Ohio River Overlook","Cruising Areas","Cincinnati","OH","United States","Bob Damron's Address Book",1981,""
"Eden Park","Ohio River Overlook","Cruising Areas","Cincinnati","OH","United States","Bob Damron's Address Book",1983,""
"Edgewater Park","","Cruising Areas","Cleveland","OH","United States","Bob Damron's Address Book",1981,""
"Edgewater Park","","Cruising Areas","Cleveland","OH","United States","Bob Damron's Address Book",1983,""
"Edgewater Shopping Center","","Cruising Areas","Biloxi","MS","United States","Bob Damron's Address Book",1981,""
"Edgewater Shopping Center","","Cruising Areas","Biloxi","MS","United States","Bob Damron's Address Book",1983,""
"Edison Hotel Bar & alley behind","","Cruising Areas,Hotel","Pittsburgh","PA","United States","Bob Damron's Address Book",1981,""
"Edmonds Beach Park","by ferry dock","Cruising Areas","Edmonds","WA","United States","Bob Damron's Address Book",1981,""
"Edmonds Beach Park","by ferry dock","Cruising Areas","Edmonds","WA","United States","Bob Damron's Address Book",1983,""
"Egyptian Baths","(201) 295-4900","Bathhouses","Brick Town","NJ","United States","Bob Damron's Address Book",1981,""
"Eighth Day","","Bars/Clubs","Dallas","TX","United States","Bob Damron's Address Book",1981,""
"Eighth Day","(Some YC, hustlers)(Go go boys)","Bars/Clubs","Dallas","TX","United States","Bob Damron's Address Book",1983,""
"El Bravo","(Some B, Latins, RT, drags)","Bars/Clubs","Philadelphia","PA","United States","Bob Damron's Address Book",1983,""
"El Cine Theatre & Books","","Book Store,Theatre","El Paso","TX","United States","Bob Damron's Address Book",1983,""
"El Greco Lounge","(Some 'hustlers')(Sun. only)","Bars/Clubs","Pittsburgh","PA","United States","Bob Damron's Address Book",1981,""
"El Jardin","(Cruisy)(Patio)(WE*)","Bars/Clubs,Cruising Areas","San Antonio","TX","United States","Bob Damron's Address Book",1981,""
"El Jardin","","Bars/Clubs","San Antonio","TX","United States","Bob Damron's Address Book",1983,""
"El Ranch Vista","(Bunk house)(Swim pool)(Guest Ranch) 817-897-4982","Hotel","Glen Rose","TX","United States","Bob Damron's Address Book",1981,""
"El Rancho Vista","(Bunk house)(Swim pool)(WE - all year)(Guest Ranch) 817-897-4982","Hotel","Glen Rose","TX","United States","Bob Damron's Address Book",1983,""
"Elbow Room","","Bars/Clubs","Boston","MA","United States","Bob Damron's Address Book",1981,""
"Elbow Room","('interesting' neighborhood bar)","Bars/Clubs","Boston","MA","United States","Bob Damron's Address Book",1983,""
"Elite Adult Books","","Book Store,Erotic Shop","Tulsa","OK","United States","Bob Damron's Address Book",1983,""
"Elite Tavern","(Fun neighborhood bar)","Bars/Clubs","Seattle","WA","United States","Bob Damron's Address Book",1983,""
"Elizabeth Sc.","(hustlers)","Cruising Areas","Brownsville","TX","United States","Bob Damron's Address Book",1983,""
"Ellis Park","","Cruising Areas","Cedar Rapids","IA","United States","Bob Damron's Address Book",1981,""
"Ellis Park","","Cruising Areas","Cedar Rapids","IA","United States","Bob Damron's Address Book",1983,""
"Ellwood Park","","Cruising Areas","Amarillo","TX","United States","Bob Damron's Address Book",1983,""
"Elmwood Park","","Cruising Areas","Amarillo","TX","United States","Bob Damron's Address Book",1981,""
"Elmwood Park","T-Room N. end","Cruising Areas","Omaha","NE","United States","Bob Damron's Address Book",1981,""
"Elmwood Park","T-Room N . end","Cruising Areas","Omaha","NE","United States","Bob Damron's Address Book",1983,""
"Embers","('Boom Boom Room')(Disco)(Some YC, L)(Adm)  at Couch","Bars/Clubs","Portland","OR","United States","Bob Damron's Address Book",1983,""
"Embers Lounge","(Liquor) (also C - AH)","Restaurant,Bars/Clubs","Portland","OR","United States","Bob Damron's Address Book",1981,""
"Embers Lounge","Town House Motor Inn","Bars/Clubs,Hotel","Bismarck","ND","United States","Bob Damron's Address Book",1981,""
"Embers Lounge","Town House Motor Inn","Bars/Clubs,Hotel","Bismarck","ND","United States","Bob Damron's Address Book",1983,""
"Emo River","(Very secluded - Inquire locally)","Cruising Areas","Durham","NC","United States","Bob Damron's Address Book",1983,""
"Empire Baths","(Action)","Bathhouses","Denver","CO","United States","Bob Damron's Address Book",1981,""
"Empire Baths","(Action)","Bathhouses","Denver","CO","United States","Bob Damron's Address Book",1983,""
"Empire Lounge","","Bars/Clubs","Charleston","WV","United States","Bob Damron's Address Book",1981,""
"Empire Lounge","(Looking up)","Bars/Clubs","Charleston","WV","United States","Bob Damron's Address Book",1983,""
"Emporium","(Some L, YC)","Bars/Clubs","Monroe","LA","United States","Bob Damron's Address Book",1983,""
"Emporium","(Disco)(WE*) at Ardenwood","Bars/Clubs","Baton Rouge","LA","United States","Bob Damron's Address Book",1983,""
"Emporium, Ltd.","(clothes)","Business","Dallas","TX","United States","Bob Damron's Address Book",1981,""
"Empress Theatre","(All Male)","Theatre","Denver","CO","United States","Bob Damron's Address Book",1981,""
"Empress Theatre","(All Male)","Theatre","Denver","CO","United States","Bob Damron's Address Book",1983,""
"Encanto Park","","Cruising Areas","Phoenix","AZ","United States","Bob Damron's Address Book",1981,""
"Encanto Park","","Cruising Areas","Phoenix","AZ","United States","Bob Damron's Address Book",1983,""
"Encore","(Disco)(Cl. Mon. & Tue.)","Bars/Clubs","Greensboro","NC","United States","Bob Damron's Address Book",1983,""
"Encore II","","Bars/Clubs","Dallas","TX","United States","Bob Damron's Address Book",1981,""
"Enraged Chicken","","Restaurant","New Orleans","LA","United States","Bob Damron's Address Book",1983,""
"Entertainer's Club","an alley off New York nr. the Boardwalk","Bars/Clubs","Atlantic City","NJ","United States","Bob Damron's Address Book",1981,""
"Entertainer's Club","an alley off New York nr. the Boardwalk","Bars/Clubs","Atlantic City","NJ","United States","Bob Damron's Address Book",1983,""
"Entrance Ramp","(Macho)(Disco)(Looks promising)","Bars/Clubs","Detroit","MI","United States","Bob Damron's Address Book",1983,""
"Entre Nous","(French R)","Restaurant","New Orleans","LA","United States","Bob Damron's Address Book",1981,""
"Entree Nous","(Looks promising)","Bars/Clubs","Waikiki","HI","United States","Bob Damron's Address Book",1983,""
"Equus","(Disco - D - upstairs)","Bars/Clubs,Restaurant","Philadelphia","PA","United States","Bob Damron's Address Book",1981,""
"Equus","(Disco - D - upstairs)","Restaurant,Bars/Clubs","Philadelphia","PA","United States","Bob Damron's Address Book",1983,""
"Equus","(Fun neighborhood levi cruise bar*)(Lunches)","Bars/Clubs,Cruising Areas","Washington","DC","United States","Bob Damron's Address Book",1983,""
"Erie Rex Lounge","(Cruisy-WE)","Cruising Areas","Detroit Lakes","MN","United States","Bob Damron's Address Book",1981,""
"Erie Rex Lounge","","Restaurant","Detroit Lakes","MN","United States","Bob Damron's Address Book",1983,""
"Ernie's Book Store","(Cruisy)","Book Store,Cruising Areas","Council Bluffs","IA","United States","Bob Damron's Address Book",1981,""
"Ernie's Book Store","(Cruisy)","Book Store,Cruising Areas","Council Bluffs","IA","United States","Bob Damron's Address Book",1983,""
"Ernie's Nesco Freeze","","Cruising Areas","Nescopeck","PA","United States","Bob Damron's Address Book",1981,""
"Eros Adult Book Store","(Cruisy*)","Book Store,Cruising Areas,Erotic Shop","El Paso","TX","United States","Bob Damron's Address Book",1983,""
"Eros Adult Book Store","","Book Store,Erotic Shop","El Paso","TX","United States","Bob Damron's Address Book",1983,""
"Eros Book Mart","(Open 24 hrs.)","Book Store,Erotic Shop","Atlanta","GA","United States","Bob Damron's Address Book",1981,""
"Erotic Forum","(Books)","Book Store,Erotic Shop","Lancaster","PA","United States","Bob Damron's Address Book",1981,""
"Erotic Forum","(Books)","Book Store,Erotic Shop","Lancaster","PA","United States","Bob Damron's Address Book",1983,""
"Erotica House","(Book store)","Book Store,Erotic Shop","Ft. Wayne","IN","United States","Bob Damron's Address Book",1981,""
"Erotica House","(Book store)","Book Store,Erotic Shop","Ft. Wayne","IN","United States","Bob Damron's Address Book",1983,""
"Erotica Motel & Book Store","","Book Store,Hotel,Erotic Shop","Phoenix","AZ","United States","Bob Damron's Address Book",1981,""
"Erotica Motel & Book Store","","Book Store,Hotel,Erotic Shop","Phoenix","AZ","United States","Bob Damron's Address Book",1983,""
"Escape Disco","","Bars/Clubs","Lexington","KY","United States","Bob Damron's Address Book",1981,""
"Escondido","Across the border in Cuidad Juarez, near the Club Olympico; All are AYOR, and you should get a local to take you over","Bars/Clubs","El Paso","TX","United States","Bob Damron's Address Book",1983,"This was entered as a huge paragraph right after the El Paso Cruisy Areas but considered ""El Paso (cont'd)"""
"Escondo","Across the border in Cuidad Juarez; All are AYOR, and you should get a local to take you over","Bars/Clubs","El Paso","TX","United States","Bob Damron's Address Book",1983,"This was entered as a huge paragraph right after the El Paso Cruisy Areas but considered ""El Paso (cont'd)"""
"Escorts Charlotte","(Modeling, etc.) (704) 372-9635","Escort and Model Services","Charlotte","NC","United States","Bob Damron's Address Book",1981,""
"Escorts Charlotte","(Modeling, etc.) (704) 372-9635","Escort and Model Services","Charlotte","NC","United States","Bob Damron's Address Book",1983,""
"Esplanade","(Publication)","Publication","Boston","MA","United States","Bob Damron's Address Book",1983,""
"Esplanade Paperback Books","","Book Store","Boston","MA","United States","Bob Damron's Address Book",1981,""
"Esplanade Paperback Books","","Book Store","Boston","MA","United States","Bob Damron's Address Book",1983,""
"Estaban's","","Restaurant","St. Paul","MN","United States","Bob Damron's Address Book",1983,""
"Esterbrook Park","","Cruising Areas","Milwaukee","WI","United States","Bob Damron's Address Book",1981,""
"Esterbrook Park","","Cruising Areas","Milwaukee","WI","United States","Bob Damron's Address Book",1983,""
"Etc., Etc. Club","(Disco)","Bars/Clubs","McAllen","TX","United States","Bob Damron's Address Book",1983,""
"Euclid Ave.","from Washington to Duncan","Cruising Areas","St. Louis","MO","United States","Bob Damron's Address Book",1981,""
"Euclid Ave.","from Washington to Duncan (Maryland Plaza)","Cruising Areas","St. Louis","MO","United States","Bob Damron's Address Book",1983,""
"Euclid Creek Metro. Park","","Cruising Areas","Cleveland","OH","United States","Bob Damron's Address Book",1981,""
"Euclid Creek Metro. Park","","Cruising Areas","Cleveland","OH","United States","Bob Damron's Address Book",1983,""
"Europa Club","(WE*)(Something for everyone)","Bars/Clubs","Knoxville","TN","United States","Bob Damron's Address Book",1981,""
"Europa Club","(May be closing)(Cruisy)","Bars/Clubs,Cruising Areas","Knoxville","TN","United States","Bob Damron's Address Book",1983,""
"Evangelo's","at Alameda","Bars/Clubs","Santa Fe","NM","United States","Bob Damron's Address Book",1981,""
"Evans St.","downtown","Cruising Areas","Florence","SC","United States","Bob Damron's Address Book",1983,""
"Evansville Book Mart","","Book Store","Evansville","IN","United States","Bob Damron's Address Book",1981,""
"Evansville Book Mart","","Book Store","Evansville","IN","United States","Bob Damron's Address Book",1983,""
"Everett Books & Magazines","","Book Store","Everett","WA","United States","Bob Damron's Address Book",1981,""
"Evergreen Cafe","(Disco)","Bars/Clubs","Hartford","CT","United States","Bob Damron's Address Book",1983,""
"Evergreen Cafe (Disco)","","Bars/Clubs","Hartford","CT","United States","Bob Damron's Address Book",1981,""
"Exchange","(Some OC, L)","Bars/Clubs","Reno","NV","United States","Bob Damron's Address Book",1981,""
"Exchange","(Leather, books, etc.)","Book Store,Erotic Shop","Columbus","OH","United States","Bob Damron's Address Book",1983,""
"Exclusive News","","Book Store","Cleveland","OH","United States","Bob Damron's Address Book",1983,""
"Executive Book Store","","Book Store","Fayetteville","NC","United States","Bob Damron's Address Book",1983,""
"Executive Books","","Book Store","Atlanta","GA","United States","Bob Damron's Address Book",1981,""
"Executive Country","(Upstairs at High Country)","Bars/Clubs","Dallas","TX","United States","Bob Damron's Address Book",1983,""
"Executive Health Club","Austin (Sauna, etc.) Stephen Austin Hotel(512) 478-7220","Hotel,Gym","Austin","TX","United States","Bob Damron's Address Book",1981,""
"Executive Health Club","(Sauna, etc.)(Some OC)- off Broadway","Hotel,Gym","San Antonio","TX","United States","Bob Damron's Address Book",1981,""
"Executive Health Club","(Sauna, etc.)(Some OC) - off Broadway","Hotel,Gym","San Antonio","TX","United States","Bob Damron's Address Book",1983,""
