"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Douglas Dunes","Resort","333 Washington ","Saugatuck","MI","(Blue Star Highway); -Tel. 857-1401","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay / Lesbian Information Center","Information Services","","Detroit","MI","-Tel. 345-2722.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Log Cabin","Bars","399 West Michigan","Battle Creek","MI","-Tel. 963-6744","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Hotline","Information Services","","Ann Arbor","MI","Tel. 662-1977 .. & 763-4186","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Women's Guest House","Women's Guest House","3596 Blakely","Owendale","MI","48754 -Tel. 375-2586.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay / Lesbian Resource Center","Gay / Lesbian Center","PO Box 1532","Kalamazoo","MI","PO Box 1532, ; 49005 -Tel. 345-7878, HOTLINE.","***(**)","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Metra","Publications"," PO Box 20070","Ferndale","MI","PO Box 20070, Ferndale, Ml; 48220; -Tel. (313)543-3500. $18. 00 for 6
months. Extremely useful gay/ lesbian newspaper.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Helen Diner Memorial Women's Center","Centers / Groups","PO Box 811","Lansing","MI","(Ambitious Amazons)-Write Box 811, East Lansing. Ml: 48823: -Tel. 371-5257. Library & info. Phone operates 2pm-midnight","**","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Apartment ","Bars","6 Monroe","Grand Rapids","MI","(at Fulton); -Tel. 451-0815","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Chosen Books","Gay / Lesbian Bookstore","940 West McNichols","Detroit","MI","48203 -Tel. 064-0485. As well as lesbian titles, women's studies, etc. , they have music. Local periodicals include METRA, NEW DIRECTIONS FOR WOMEN, etc. Ticket sales for local events. They sell GAIA 'S GUIDE, be sure and say 'hi' from GAIA .","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"R's La Cage","Bars","3236 Hoyt Street","Owendale","MI","-Tel. 733-9251.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Cruise Magazine","Publications","19136 Woodward North","Detroit","MI","48203 -Tel. (313)369-1900. Full of statewide resource info for lesbians and gay men. Very helpful to GAIA'S GUIDE. $15. 00 for 6 months.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Blind Pig","Bars","208 South First Street","Ann Arbor","MI","-Tel 996-8555","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lesbian Advocate","Lesbian Center","3116 Michigan Union, State Street","Ann Arbor","MI","(Office of Human Sexuality), Michigan Union. -Tel. 763-4186","*****","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Backstage / Manhattan Room","Bars","17630 Woodman Ave","Detroit","MI","-Tel. 869-8535.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Club 67","Bars","67 South Division","Grand Rapids","MI","-Tel. 454-8003","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Douglas Dunes Resort","Resort / Motel","PO Box 365","Douglas","MI","PO Box 365, Douglas, Ml; 49406.; -Tel. 857-1401. Resort with bar and restaurant. Usually, it is mostly gay men but there are women only weekends, write for full details. There's a swimming pool / lounge and restaurant. Summer rates from $48. 00 & up, say 'hi' from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Sapphire Books","Lesbian Books Mail Order Service","PO Box 9063","Livonia","MI","PO Box 9063; Lesbian titles and women's studies/ non-sexist children's books & GAIA ·s GUIDE Send $1. 00 for their extremely comprehensive catalogue and say 'hi' from GAIA when you do.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Popper's","Bars","55 South Glenwood","Pontiac","MI","48058 -Tel 355-1550. Dance bar(located in the K Mart Shopping Center). Security 7 nights a week. Special show-bar nights. Looks good.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Cafe Gigi's","Bars","16920 West Warren","Detroit","MI","-Tel. 584-6625 Lower Deck.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay / Lesbian Community Services","Information Services","","Grand Rapids","MI","Tel. 458-3595","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Labrys Wilderness Resort","Lesbian Resort","PO Box 257","Honor","MI","Rt. 1, Box 257; 49640 -Tel. 882-5994. Three,
lesbian owned, housekeeping cabins on a small secluded lake one mile from Lake Michigan. 'Our goal is to build a womyn's community' Phone or write first, no drop-ins.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Lesbian Alliance","Centers / Groups","PO Box 6243","Lansing","MI","PO Box 6243, East Lansing, Ml: 4882: Tels. 485-7100 (la & 484-3903 .. Extremely active group. Social activities / personal servIces-(health, lesbian mothers, coming out, etc.)/ community services -networking. including their own very useful newsletter & political & cultural activities $12 00 per year for membership. Say 'hi' from GAIA.","**","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"T.J. Benedicts","Restaurants","547 Cherry ","Grand Rapids","MI","SE; -Tel. 456-6661","*","Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lavender Morning ","Publications","","Kalamazoo","MI","PO Box 729; 49005-lists local social events for lesbians","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Pandora","Feminist Bookstore","226 West Lovell Street","Kalamazoo","MI","49007 -Tel. 388-5656. Lesbian titles and
women's studies/ music/ T-shirts/ jewellery/ posters/ non-sexist children· s
books and GAIA'S GUIDE. Bulletin board and local information center. They
have, for your Information about local places: LAVENDER MORNING
(Kalamazoo), OTHERVIEWS (Grand Rapids), ONE VOICE (Muskegon),
NETWORK NEWS (Grand Rapids). Very helpful women, say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Michigan Gay Union","Group","802 Monroe","Ann Arbor","MI","'-meets at the Guild House. -Tel (313)763-4186. or 662-7144","*","Organizations","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Cedar Hill","","PO Box 101","St. Paul","AZ","c/o Jeanne Neth and Paula Marriedaughter, Box 101, St. Paul, AZ; 72760 Tel. 677-2235. Two lesbian homesteaders with camping space on 43 acres. Organic gardening, but drugs/ alcohol NOT welcome. You must write or phone first. no drop-ins and you will need assistance getting up their mountain. ","","","No address but PO Box
",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Warm","Art Gallery","414 First Ave","Minneapolis","MN","North: -Tel 332-5672. (Minneapolis)-collectively run women
artists gallery.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Nineties","Bars","408 Hennepin Ave","Minneapolis","MN","-Tel. 333-7755. Nice atmosphere.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Hungry Mind Bookstore","Alternative Bookstore","1648 Grand Ave","Minneapolis","MN","(at Snelling)· Tel. 699-0587 lesbian and gay titles, women's studies, magazines and newspapers. Poetry and fiction readings. MAIL ORDER SERVICE. They sell GAIA'S GUIDE.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Amazon Bookstore","Feminist Bookstore","1612 Harmon Place","Minneapolis","MN","55403- (near Hennepin Minneapolis: -Tel. 338· 560 Wide variety of titles. including much lesbian material Also posters and buttons. women's music and women-crafted jewelry Bulletin board/ referrals MAIL ORDER SERVICE. They sell GAIA'S GUIDE. Say 'hi' from GA A
especially to Judy","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay / Lesbian Community Action Council Helpline","Information Services","","Minneapolis","MN","·TeI 379 -6390 Mon Sat 4pm-midnight Want to volunteer TeI 379 6355","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The GLC Voice","Publications","1624 Harmon Place","Minneapolis","MN","(210) Minneapolis. 55403-191 ·Tel 338-1411 Lots of local resources. $17.00 pa. sample issue· $1.00. Good lesbian feminist coverage and lots resource info","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Chrysalis","Counseling","2104 Stevens Ave","Minneapolis","MN","-Tel 871-0118 Counseling. information and referrals for women","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Ladies Night","Bars","1183 University Ave","St. Paul","MN","-Tel. 646-2288. Lesbian bar women only, mostly younger crowd. Show-bar & disco. Very, very highly recommended. They sell GAIA'S GUIDE, so say 'hi' from GAIA. Open Mon. -Sat. 4pm-1am / Sun. 12-noon-midnight.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Jakeeno's","Restaurants","","Minneapolis","MN","15th & LaSalle. -Tel. 871-5777. Open from 11am-late weekend hours. Excellent food.","*","Restaurants","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Townhouse","Bars","1415 University Ave","St. Paul","MN","Paul)-Tel. 646-7755. Disco/restaurant
/ pool tables/ drag shows.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Woodswomen","Outdoor Group","2550 Pillsbury Ave","Minneapolis","MN","55404. ·Tel. (612)870-8291. Guided outdoor trips for women of all ages. Canoeing (Minnesota, Ontario, Alaska); backpacking: (Colorado, Nepal); climbing. llama packing, rafting, bike touring. Write for their trip calendar and/ or stop by their general store.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lambda Sobriety Center","Counseling","2217 Nicollet Ave","Minneapolis","MN","55404 ·Tel 874-7430 7pm-10pm nightly or 1-2pm daily Lesbian al-anon groups, adult children of alcoholics.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"A Brother's Touch","Gay / Lesbian Bookstore","1931 Nicollet Ave","Minneapolis","MN","55403(At Franklin)-Tel. 872-1412.
Lesbian and gay titles, women's studies, magazines and newspapers,
posters, buttons, women's music. MAIL ORDER. They sell GAIA 'S GUIDE.
Bulletin board/ local info-they sell EQUAL TIMES & GLC VOICE. Hours: M-F,
11am-7pm/Sat.11am-6pm.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Equal Time","Publications","711 West Lake St.","Minneapolis","MN","(no. 504), 55408 -Tel.
(612)823-3836. Well balanced lesbian/ gay newspaper. Full of local resources.
Pick one up at most locations listed in GAIA 'S GUIDE. See their regular column,
'ongoing events' for: Survivors of Lesbian Abuse-(if you are being battered
and/ or abused by your partner).","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Rumours","Bars","490 North Robert St.","St. Paul","MN","-Tel. 224-0703. Free parking af1er 5pm
& on weekends. Gay owned and oerated for gay women and men.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Fresh Fruit Radio Show","Radio Program","","Minneapolis","MN","FKAI 903 FM -Tel 721-5011. & WE WANT You TO
KNOW. Lesbian Two Hours M /W/ F. 9am-11am & tu. & th 8pm-10pm","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Eggie's","Restaurants","2504 Chicago Ave","Minneapolis","MN","-Tel. 871-9750. Open for breakfast from 6am-1. 30pm
& Sat. 9am-1 pm.","*","Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"A Woman's Coffeehouse","Women's Coffeehouse","1 Groveland","Minneapolis","MN","(near Nicollet) .
871-1005 All women and their children (boys up to 11 years) welcome. Fri & Sat
evenings ONLY. ,it's entertainment from 8 30pm with dancing afterwards. Only
baked goods and chemical-free refreshments One block north of Franklin off Nicollet
-'Top Name Lesbian Performers·","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay News - Telegraph","Publications"," PO Box 14229A","St Louis","MO","PO Box 14229A St Louis. MO,63178-1229. Tel (314) 361- 0066.  State wide directory. One year, $13. SO-first class/ $10. 00 third class. ","","","PO Box, no street address",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Pegasus","Show-Bar","5024 Main","Kansas City","MO","-Tel. 753- 504.","c1**","Bars, Clubs, Coffeehouses","Unsure if ""c1**"" is a typo; not listed under Gaia Star Guide",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Jamie's ","Bars","528 Walnut","Kansas City","MO","64106 (in River Quay)-Tel. 471-2080 Open Mon.-Fri. 6am-1:30am/Sat. 7am-1:30am Show-bar/restaurant/dally lunch specials Look good.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Agape Church of St. Louis","Religious Groups","4225 Choteau Avenue","St. Louis","MO","63110 -Tel 531-0455. 'Full range of services and opportunities for fellowship and service' Roller skating parties/coffee-house/pot-luck evenings/holiday parties, etc.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Our World Too","Gay / Lesbian Bookstore","11 South Vandeventer","St. Louis","MO","drop into this great Gay / Lesbian bookstore when visiting St. Louis, very helpful people with a lot of local Info on hand, say 'hi' from GAIA. ","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Paradise Retreat","Bars","","Columbia","MO","RR 6 -Tel. 474-9004","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Changes","Bars","2813 Main Street","Kansas City","MO","-Tel. 842-5140.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Arabian Nights","Bars","3314 Gilham Plaza","Kansas City","MO","-Tel 756-1833","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Jan's Stowaway","Bar / Restaurants","6913 South Broadway","St. Louis","MO","Serving food 11am-midnight Thursday nights Is women only.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Kitty Cat Club","Bars","2800 California","St. Louis","MO","-Tel. 664-4078","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Stars","Bars","1245 South Vandeventer Street","St. Louis","MO","Tel.534-2737 Very popular-large screen
tv I pin-ball/ patio/ security guards.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Women's Center, University of Missouri","Women's Center","","Columbia","MO","Number One, Gentry Hall, Hilt Street(between Rollins & University); 65211 -Tel. 882-6621. Primarily educational resource center, files, video, audio tapes. film, lesbian support/ discussion groups offered.","***(*)","Organizations","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Dignity / St. Louis","Religious Groups","3120 Lafayette","St. Louis","MO","-services at Immaculate Conception / St. Henry's Catholic
Church, -Tel. 773-8816. 'An invitation for lesbian members of the St
Louis Community to Join us for mass and social hour'","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Line","Information Services","","Kansas City","MO","'-Tel. 931-8800. (tape recording out of operating hours)","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Birds of a Feather","Bars","2550 W 47th St.","Kansas City","MO","-Tel. 722-9867","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Contacts","Bars","1213 Old Highway ","Columbia","MO","63N (at Bus Loop 70); -Tel. 449-1375","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Magnolia's","Bar / Restaurants","5 South Vandeventer","St. Louis","MO","-Tel. 652-6500","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Billy Jack's","Bars","720 South Main St.","Joplin","MO","-Tel. 781-6453","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Billie Jeans / Frisco's","Bars","5012 Main St.","Kansas City","MO","-Tel. 931-6131. Comfortable disco bar. Pool table. Excellent music & friendly. Call for special events.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Emerald City / Phase I","Bars","722 Main St.","Joplin","MO","-Tel. 623-9313.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Hotline","Information Services","","St. Louis","MO","'-Tel. 367-0084. 7pm-10pm daily (Information recording at other
times) Write: P. 0. Box 23227, St LOUIS Mo; 63156.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Llewellyn's Welsh Pu","Restaurants","4747 McPherson","St. Louis","MO","-Tel. 361-3003. Very friendly place excellent food at reasonable prices","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"River Spirit Retreat Bed and Breakfast Services","Bed and Breakfast","PO Box 23305","St. Louis","MO","PO Box 23305. St. Louis, MO; 63156 -Tel. (618)462-4051 or (314)569-5795. Accomodation with a Hostess who offers her home to you as a member of the ·community'. A national service that is growing, say 'hi' from GAIA lo these new women with this great new idea!.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
