"","title","description","type","amenityfeatures","city","state","Year","notes","publication","country"
"4265","Peter's Candlelight","(Some RT)","Bars/Clubs","(RT),(M)","Bangor","ME",1981,"","Bob Damron's Address Book","United States"
"4266","Peter's Palace","(Books, novelties & peep shows)","Book Store,Bars/Clubs","","Portsmouth","NH",1983,"","Bob Damron's Address Book","United States"
"4267","Pettibone Park","","Cruising Areas","Cruisy Area,(AYOR)","La Crosse","WI",1981,"","Bob Damron's Address Book","United States"
"4268","Pettibone Park","","Cruising Areas","Cruisy Area,(AYOR)","La Crosse","WI",1983,"","Bob Damron's Address Book","United States"
"4269","Pharr Libra ry","(Small disco)(Cruisy cocktail hour)","Bars/Clubs,Cruising Areas","(D),(*)","Atlanta","GA",1981,"","Bob Damron's Address Book","United States"
"4270","Pharr Library","(Disco)(Cruisy cocktail hour)","Bars/Clubs,Cruising Areas","(*),(D)","Atlanta","GA",1983,"","Bob Damron's Address Book","United States"
"4271","Phase One","","Bars/Clubs","(L),(D)","Washington","DC",1981,"","Bob Damron's Address Book","United States"
"4272","Phase One","","Bars/Clubs","(L),(D)","Washington","DC",1983,"","Bob Damron's Address Book","United States"
"4273","Phelps Grove Park","","Cruising Areas","Cruisy Area","Springfield","MO",1981,"","Bob Damron's Address Book","United States"
"4274","Phelps Grove Park","","Cruising Areas","Cruisy Area","Springfield","MO",1983,"","Bob Damron's Address Book","United States"
"4275","Phil's","(Breakfast)","Restaurant","(M),(R)","New Orleans","LA",1981,"","Bob Damron's Address Book","United States"
"4276","Phoenix","(Disco)(Also C-AH-WE-subs)","Bars/Clubs","(PT),(M),(D),(C),(AH),(WE),(*)","Portland","ME",1981,"","Bob Damron's Address Book","United States"
"4277","Phoenix","(Disco)","Bars/Clubs","(D)","Milwaukee","WI",1981,"","Bob Damron's Address Book","United States"
"4278","Phoenix","(Disco)","Bars/Clubs","(D)","Milwaukee","WI",1983,"","Bob Damron's Address Book","United States"
"4279","Phone Booth","(Beer)(Some L)","Bars/Clubs","(L)","Tulsa","OK",1983,"","Bob Damron's Address Book","United States"
"4280","Piccolo Mendo","","Restaurant","(M),(R)","Asheville","NC",1983,"","Bob Damron's Address Book","United States"
"4281","Piccolo's","at 'D'","Restaurant","(E),(R),(AH)","Washington","DC",1983,"","Bob Damron's Address Book","United States"
"4282","Pickels","(R-Deli)(Adj. Chadwick Inn)","Restaurant","(R)","New Hope","PA",1983,"","Bob Damron's Address Book","United States"
"4283","Pickwood Lounge","(Lakewood)","Bars/Clubs","(M),(PE),(OC)","Cleveland","OH",1981,"","Bob Damron's Address Book","United States"
"4284","Pickwood Lounge","(Lakewood)","Bars/Clubs","(M),(PE),(OC)","Cleveland","OH",1983,"","Bob Damron's Address Book","United States"
"4285","Pied Piper","(Disco)","Restaurant,Bars/Clubs","(R),(*),(D),(PT),(L)","Provincetown","MA",1981,"","Bob Damron's Address Book","United States"
"4286","Pied Piper","(Disco)","Bars/Clubs,Restaurant","(*),(D),(R),(PT),(L)","Provincetown","MA",1983,"","Bob Damron's Address Book","United States"
"4287","Piedmont & State","nr. Cameo Theatre","Cruising Areas","Cruisy Area","Bristol","TN",1983,"","Bob Damron's Address Book","United States"
"4288","Piedmont Park","parking lot & nature trails","Cruising Areas","Cruisy Area,(AYOR)","Atlanta","GA",1981,"","Bob Damron's Address Book","United States"
"4289","Piedmont Park","parking lot & nature trails","Cruising Areas","Cruisy Area,(AYOR)","Atlanta","GA",1983,"","Bob Damron's Address Book","United States"
"4290","Pier","(Disco)(Very M)","Bars/Clubs","(*),(YC),(D),(M)","Washington","DC",1983,"","Bob Damron's Address Book","United States"
"4291","Pier 9","(Disco)(Snacks)(Super lights & sound show)","Bars/Clubs","(YC),(*),(D),(M)","Washington","DC",1981,"","Bob Damron's Address Book","United States"
"4292","Pier Park","","Cruising Areas","Cruisy Area","Grand Island","NE",1981,"","Bob Damron's Address Book","United States"
"4293","Pierce Island","Dock area","Cruising Areas","Cruisy Area","Portsmouth","NH",1981,"","Bob Damron's Address Book","United States"
"4294","Pierce Island","Dock area","Cruising Areas","Cruisy Area","Portsmouth","NH",1983,"","Bob Damron's Address Book","United States"
"4295","Pigalle Club","(Latins) 441 E. Franklin","Bars/Clubs","(OC),(PT)","El Paso","TX",1981,"","Bob Damron's Address Book","United States"
"4296","Pigalle Club","(Latins)(RT, Hustlers, Drags)","Bars/Clubs","(OC),(PT),(RT)","El Paso","TX",1983,"","Bob Damron's Address Book","United States"
"4297","Pikes Peak M.C.C.","","Religious Institution","(MCC)","Colorado Springs","CO",1983,"","Bob Damron's Address Book","United States"
"4298","Pilgrim House","","Hotel","(H)","Provincetown","MA",1981,"","Bob Damron's Address Book","United States"
"4299","Pilgrim House","","Hotel","(H)","Provincetown","MA",1983,"","Bob Damron's Address Book","United States"
"4300","Pine Grove Park","","Cruising Areas","Cruisy Area","Port Huron","MI",1981,"","Bob Damron's Address Book","United States"
"4301","Pine Grove Park","","Cruising Areas","Cruisy Area","Port Huron","MI",1983,"","Bob Damron's Address Book","United States"
"4302","Pine View Reservoir","Cemetary Point","Cruising Areas","Cruisy Area","Ogden","UT",1981,"","Bob Damron's Address Book","United States"
"4303","Pine View Reservoir","Cemetary Point","Cruising Areas","Cruisy Area","Ogden","UT",1983,"","Bob Damron's Address Book","United States"
"4304","Pink Elephant","","Bars/Clubs","(OC)","Houston","TX",1981,"","Bob Damron's Address Book","United States"
"4305","Pink Elephant","","Bars/Clubs","(OC)","Houston","TX",1983,"","Bob Damron's Address Book","United States"
"4306","Pino's Club 621","","Bars/Clubs","(L)","New Orleans","LA",1983,"","Bob Damron's Address Book","United States"
"4307","Pioneer Hotel","(Very M)","Hotel","(M)","Fairbanks","AK",1983,"","Bob Damron's Address Book","United States"
"4308","Pioneer Motel","","Hotel","(M),(H)","Pomeroy","WA",1983,"","Bob Damron's Address Book","United States"
"4309","Pioneer Park","at 3rd Ave. (AYOR WE)","Cruising Areas","Cruisy Area,(AYOR),(WE)","Lewiston","ID",1981,"","Bob Damron's Address Book","United States"
"4310","Pioneer Park","","Cruising Areas","Cruisy Area","Walla Walla","WA",1981,"","Bob Damron's Address Book","United States"
"4311","Pioneer Park","5th W. & Center","Cruising Areas","Cruisy Area","Provo","UT",1981,"","Bob Damron's Address Book","United States"
"4312","Pioneer Park","","Cruising Areas","Cruisy Area,(AYOR)","Mesa","AZ",1983,"","Bob Damron's Address Book","United States"
"4313","Pioneer Park","at 3rd Ave. (AYOR WE)","Cruising Areas","Cruisy Area,(AYOR)","Lewiston","ID",1983,"","Bob Damron's Address Book","United States"
"4314","Pioneer Park","","Cruising Areas","Cruisy Area","Walla Walla","WA",1983,"","Bob Damron's Address Book","United States"
"4315","Pioneer Tavern","","Bars/Clubs","(M),(OC),(PT),(WE)","Fargo","NC",1983,"","Bob Damron's Address Book","United States"
"4316","Pipeline","(Some YC, L, Macho)(Disco)(WE only*)(Game room)","Bars/Clubs","(YC),(L),(D),(WE),(*)","Boston","MA",1983,"","Bob Damron's Address Book","United States"
"4317","Pirate Ship","(Some OC, W, SM)","Bars/Clubs","(W),(SM),(OC),(*)","Madison","WI",1981,"","Bob Damron's Address Book","United States"
"4318","Pirate Ship","(Some OC, W , SM)","Bars/Clubs","(OC),(W),(SM)","Madison","WI",1983,"","Bob Damron's Address Book","United States"
"4319","Pirates Den","Wildwood Bowling Lanes","Restaurant,Bars/Clubs","(M),(R),(E),(D)","Traverse City","MI",1981,"","Bob Damron's Address Book","United States"
"4320","Pitt Grill","","Bars/Clubs,Restaurant","(M),(R),(C),(AH)","Birmingham","AL",1981,"","Bob Damron's Address Book","United States"
"4321","Pitt Grill","(Late)","Restaurant","(M),(R),(C)","Florence","AL",1981,"","Bob Damron's Address Book","United States"
"4322","Pitt Grill","","Restaurant","(M),(R),(C),(AH)","Houma","LA",1983,"","Bob Damron's Address Book","United States"
"4323","Pitt Grill","","Restaurant","(M),(R),(C),(AH)","Lafayette","LA",1983,"","Bob Damron's Address Book","United States"
"4324","Pixx Theatre","(Wed.)","Cruising Areas,Theatre","Cruisy Area","El Paso","TX",1981,"","Bob Damron's Address Book","United States"
"4325","Place of Ones Own","","Restaurant","(R),(L)","South River","NJ",1981,"","Bob Damron's Address Book","United States"
"4326","Placer Hotel","Basement T-Room","Cruising Areas,Hotel","Cruisy Area","Helena","MT",1981,"","Bob Damron's Address Book","United States"
"4327","Placer Hotel","(T-Room) (Basement)","Cruising Areas,Hotel","Cruisy Area","Helena","MT",1983,"","Bob Damron's Address Book","United States"
"4328","Plain & Fancy","(Downstairs) Com m ercial St.","Restaurant","(R),(M),(*)","Provincetown","MA",1981,"","Bob Damron's Address Book","United States"
"4329","Plain & Fancy","(Downstairs)","Restaurant","(M),(R),(*)","Provincetown","MA",1983,"","Bob Damron's Address Book","United States"
"4330","Plain Brown Wrapper","(Books, films, peep shows, liquid, toys, etc.)","Book Store,Bars/Clubs,Erotic Shop,Business","(*)","Washington","DC",1981,"","Bob Damron's Address Book","United States"
"4331","Plain Brown Wrapper","(Books & cruisy movies)","Book Store,Cruising Areas","","Janesville","WI",1983,"","Bob Damron's Address Book","United States"
"4332","Plain Brown Wrapper","(Books, films, peer shows, liquid, toys, etc.)","Erotic Shop,Book Store","(*)","Washington","DC",1983,"","Bob Damron's Address Book","United States"
"4333","Planters Tavern Bar","(Downstairs at Pink House)","Bars/Clubs","(M),(PE),(OC),(E)","Savannah","GA",1981,"","Bob Damron's Address Book","United States"
"4334","Planters Tavern Bar","(Downstairs at Pink House)(Dull)","Bars/Clubs","(M),(PE),(OC),(E)","Savannah","GA",1983,"","Bob Damron's Address Book","United States"
"4335","Play It Again Sam","","Bars/Clubs","(E)","New Orleans","LA",1983,"","Bob Damron's Address Book","United States"
"4336","Play Pen Lounge","","Bars/Clubs","","Corpus Christi","TX",1983,"","Bob Damron's Address Book","United States"
"4337","Players","","Bars/Clubs","","Homestead","PA",1983,"","Bob Damron's Address Book","United States"
"4338","Players Books","","Book Store","","Durham","NC",1981,"","Bob Damron's Address Book","United States"
"4339","Players Pub","","Bars/Clubs","(OC),(PT)","Milwaukee","WI",1983,"","Bob Damron's Address Book","United States"
"4340","Playland","('Hustlers')('Combat Zone')","Bars/Clubs","(RT),(*)","Boston","MA",1981,"","Bob Damron's Address Book","United States"
"4341","Playland","('Hustlers')('Combat Zone')","Bars/Clubs","(RT)","Boston","MA",1983,"","Bob Damron's Address Book","United States"
"4342","Plaza & Montezuma Lounge","across the border in Matamoros","Cruising Areas","Cruisy Area","Brownsville","TX",1983,"entry claims this is actually not in Texas but in Matamoros, Mexico","Bob Damron's Address Book","United States"
"4343","Plaza 8","Downtown","Cruising Areas","Cruisy Area","Sheboygan","WI",1981,"","Bob Damron's Address Book","United States"
"4344","Plaza 8","Downtown","Cruising Areas","Cruisy Area","Sheboygan","WI",1983,"","Bob Damron's Address Book","United States"
"4345","Plaza across the border in Matamoros","","Cruising Areas","Cruisy Area","Brownsville","TX",1981,"","Bob Damron's Address Book","United States"
"4346","Plaza Guest House","","Hotel","(H)","Provincetown","MA",1981,"","Bob Damron's Address Book","United States"
"4347","Plaza Guest House","","Hotel","(H)","Provincetown","MA",1983,"","Bob Damron's Address Book","United States"
"4348","Plaza Road","'Hustlers' & 'chicken'","Cruising Areas","Cruisy Area","Charlotte","NC",1981,"","Bob Damron's Address Book","United States"
"4349","Plaza Road","'Hustlers' & 'chicken'","Cruising Areas","Cruisy Area,(AYOR)","Charlotte","NC",1983,"","Bob Damron's Address Book","United States"
"4350","Pleasant Peasant","","Restaurant","(M),(PE),(R)","Atlanta","GA",1981,"","Bob Damron's Address Book","United States"
"4351","Pleasant Peasant","","Restaurant","(M),(PE),(R),(*)","Atlanta","GA",1983,"","Bob Damron's Address Book","United States"
"4352","Pleasant St.","","Cruising Areas","Cruisy Area","Portland","ME",1981,"","Bob Damron's Address Book","United States"
"4353","Pleasant St.","","Cruising Areas","Cruisy Area","Portland","ME",1983,"","Bob Damron's Address Book","United States"
"4354","Pleasant Stock","","Restaurant","(R)","Somerville","MA",1981,"","Bob Damron's Address Book","United States"
"4355","Pleasure Chest","(Leather, toys, jewelry, erotica, etc.) (Georgetown)","Erotic Shop,Business","(*)","Washington","DC",1981,"","Bob Damron's Address Book","United States"
"4356","Pleasure Chest","(Leather, 'toys', erotica, etc.)","Erotic Shop","(*)","Philadelphia","PA",1981,"","Bob Damron's Address Book","United States"
"4357","Pleasure Chest","(Leather, toys, jewelry, erotica, etc.)(Georgetown)","Erotic Shop","(*)","Washington","DC",1983,"","Bob Damron's Address Book","United States"
"4358","Pleasure Chest","(Leather, 'toys', erotica, etc.)","Erotic Shop","(*)","Philadelphia","PA",1983,"","Bob Damron's Address Book","United States"
"4359","Pleasure Hours","(Book Store)","Book Store","","Bloomington","IN",1983,"","Bob Damron's Address Book","United States"
"4360","Pleasure Island","(Books, etc.)","Book Store","","Charleston","WV",1983,"","Bob Damron's Address Book","United States"
"4361","Pleasure Palace","(Books)","Book Store,Erotic Shop","","Albuquerque","NM",1981,"","Bob Damron's Address Book","United States"
"4362","Pleasure Palace","(Books)","Book Store","","Albuquerque","NM",1983,"","Bob Damron's Address Book","United States"
"4363","Pleasure Palace Adult Books","","Book Store,Erotic Shop","","Marshalltown","IA",1983,"","Bob Damron's Address Book","United States"
"4364","Pleasure Palace Adult Books","(Cruisy arcade)","Book Store,Cruising Areas","","Ames","IA",1983,"","Bob Damron's Address Book","United States"
"4365","Pleasure Palace Book Store","","Book Store","","Phoenix","AZ",1981,"","Bob Damron's Address Book","United States"
"4366","Pleasure World","(Books 'n' things - erotica)","Book Store","(*)","Tuscon","AZ",1981,"","Bob Damron's Address Book","United States"
"4367","Pleasure World","(Books 'n' things - erotica)","Book Store","(*)","Tuscon","AZ",1981,"","Bob Damron's Address Book","United States"
"4368","Pleasure World","(Books 'n' things - erotica)","Book Store","(*)","Tuscon","AZ",1981,"","Bob Damron's Address Book","United States"
"4369","Pleasure World","(Books 'n' things - erotica)","Book Store","(*)","Tuscon","AZ",1981,"","Bob Damron's Address Book","United States"
"4370","Pleasure World","(Books 'n' things - erotica)","Book Store,Erotic Shop","","Tuscon","AZ",1983,"","Bob Damron's Address Book","United States"
"4371","Pleasure World","(Books 'n' things - erotica)","Book Store,Erotic Shop","","Tuscon","AZ",1983,"","Bob Damron's Address Book","United States"
"4372","Plessure Palace Adult Books","","Book Store,Erotic Shop","","Iowa City","IA",1983,"","Bob Damron's Address Book","United States"
"4373","Plum Nelly","","Bars/Clubs","","Atlanta","GA",1983,"","Bob Damron's Address Book","United States"
"4374","Plus One","(Disco)","Bars/Clubs","(D)","Seattle","WA",1983,"","Bob Damron's Address Book","United States"
"4375","Plush Room","(Cabaret) In Hotel York","Bars/Clubs,Hotel","","Atlanta","GA",1983,"","Bob Damron's Address Book","United States"
"4376","Poipu Beach","(Rte. 50 to 570; follow to beach)","Cruising Areas","Cruisy Area","Poipu","HI",1983,"","Bob Damron's Address Book","United States"
"4377","Polar Bear","(C-AH) nr. 11th","Restaurant,Bars/Clubs","(*),(YC),(D),(R),(C),(AH)","Tacoma","WA",1983,"","Bob Damron's Address Book","United States"
"4378","Pontchartrain Beach","","Cruising Areas","Cruisy Area,(B)","New Orleans","LA",1981,"","Bob Damron's Address Book","United States"
"4379","Pontiac Hotel","","Hotel","","Asbury Park","NJ",1981,"","Bob Damron's Address Book","United States"
"4380","Pony Village Shopping Center","upstairs T-Room","Cruising Areas","Cruisy Area","Coos Bay-North Bend","OR",1981,"","Bob Damron's Address Book","United States"
"4381","Pony Village Shopping Center","T-Room","Cruising Areas","Cruisy Area","Coos Bay--North Bend","OR",1983,"","Bob Damron's Address Book","United States"
"4382","Poor Richard's","at Converse","Bars/Clubs","(M)","Cheyenne","WY",1981,"","Bob Damron's Address Book","United States"
"4383","Poor Richard's","","Restaurant","(M),(R),(C),(AH),(*)","Topeka","KS",1981,"","Bob Damron's Address Book","United States"
"4384","Poor Richard's","at Converse","Bars/Clubs","(M)","Cheyenne","WY",1983,"","Bob Damron's Address Book","United States"
"4385","Poor Richard's","","Restaurant","(M),(R),(C),(AH)","Topeka","KS",1983,"","Bob Damron's Address Book","United States"
"4386","Poor Richard's Dairy & Deli","","Cruising Areas,Business","Cruisy Area","Nescopeck","PA",1981,"","Bob Damron's Address Book","United States"
